participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_key.rt,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key
639388,001,2023-08-16_13h06.43.692,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
639388,001,2023-08-16_13h06.43.692,exp_g1,2022.2.5,MacIntel,60.0024001,"[""lshift""]",[0.44299999999999784],0,0,0,0,1,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/kids.png,image/plates.png,kids,lshift
639388,001,2023-08-16_13h06.43.692,exp_g1,2022.2.5,MacIntel,60.0024001,"[""rshift""]",[0.05689999997616013],0,1,1,1,1,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/bag.png,image/car.png,car,rshift
639388,001,2023-08-16_13h06.43.692,exp_g1,2022.2.5,MacIntel,60.0024001,"[""lshift""]",[0.0006000000238444159],0,2,2,2,1,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/dog.png,image/grandma.png,dog,lshift
639388,001,2023-08-16_13h06.43.692,exp_g1,2022.2.5,MacIntel,60.0024001,,,0,3,3,3,1,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/shirt.png,image/bag.png,bag,rshift
