,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
52,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5346000000005233,2.5176000000005274]",33,exp_g2,12
50,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7837999999998146,2.155900000000372]",33,exp_g2,12
65,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.388700000000199,2.6414000000004307]",33,exp_g2,12
36,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4775999999995975,2.1268999999994094]",33,exp_g2,12
63,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.8512000000001763,2.190100000000598]",33,exp_g2,12
38,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5349000000003912,2.934299999999837]",33,exp_g2,12
68,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""rshift"",""lshift"",""rshift""]","[1.1670999999995502,1.7862999999997555,3.5505999999995765]",33,exp_g2,12
62,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.6409999999999627,2.28449999999998]",33,exp_g2,12
58,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4377000000001772,2.686900000000378]",33,exp_g2,12
61,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5502000000001317,2.3824999999999363]",33,exp_g2,12
34,21,l2,t,es,na,0.704021,lshift,1,NA,lshift,2.248,1,,,33,exp_g2,12
10,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,2.0765,1,,,33,exp_g2,12
27,23,l2,t,es,na,0.806296,lshift,1,NA,lshift,2.3297,1,,,33,exp_g2,12
11,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,2.4066,1,,,33,exp_g2,12
2,25,l2,t,es,na,0.909694,lshift,1,NA,lshift,2.92,1,,,33,exp_g2,12
32,26,l2,t,es,na,0.977641,rshift,1,NA,rshift,2.1915,1,,,33,exp_g2,12
7,27,l2,t,es,na,0.619246,lshift,1,NA,lshift,1.983,1,,,33,exp_g2,12
3,28,l2,t,es,na,0.937816,rshift,1,NA,rshift,2.4705,1,,,33,exp_g2,12
26,29,l2,t,es,na,1.122001,lshift,1,NA,rshift,3.689,0,,,33,exp_g2,12
28,30,l2,t,es,na,1.133667,rshift,1,NA,rshift,2.4113,1,,,33,exp_g2,12
44,61,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.4689000000003603],33,exp_g2,12
43,62,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.9330999999996266],33,exp_g2,12
49,63,l1,f,en,na,0.351376,,2,NA,,NA,NA,"[""lshift""]",[1.2352000000001908],33,exp_g2,12
47,64,l1,f,en,na,0.428572,,2,NA,,NA,NA,"[""lshift""]",[1.6194999999999595],33,exp_g2,12
40,65,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.725500000000011],33,exp_g2,12
66,66,l1,f,en,na,0.780001,,2,NA,,NA,NA,"[""lshift""]",[1.033200000000079],33,exp_g2,12
67,67,l1,f,en,na,0.950804,,2,NA,,NA,NA,"[""lshift""]",[1.2990000000000919],33,exp_g2,12
41,68,l1,f,en,na,0.600784,,2,NA,,NA,NA,"[""lshift""]",[1.8353000000007569],33,exp_g2,12
46,69,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.7519000000003757],33,exp_g2,12
59,70,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.4187000000001717],33,exp_g2,12
37,71,l1,f,en,na,1.261129,,2,NA,,NA,NA,"[""lshift""]",[1.501099999999667],33,exp_g2,12
54,72,l1,f,en,na,0.83156,,2,NA,,NA,NA,"[""lshift""]",[1.202399999999443],33,exp_g2,12
56,73,l1,f,en,na,0.877576,,2,NA,,NA,NA,"[""lshift""]",[1.351200000000233],33,exp_g2,12
51,74,l1,f,en,na,0.396484,,2,NA,,NA,NA,"[""lshift""]",[1.5417999999998528],33,exp_g2,12
60,75,l1,f,en,na,0.913493,,2,NA,,NA,NA,"[""lshift""]",[1.6672000000002072],33,exp_g2,12
30,96,l2,f,en,na,-,rshift,1,NA,rshift,2.0972,1,,,33,exp_g2,12
14,97,l2,f,en,na,-,lshift,1,NA,lshift,1.8257,1,,,33,exp_g2,12
24,98,l2,f,en,na,0.376142,rshift,1,NA,rshift,1.8238,1,,,33,exp_g2,12
35,99,l2,f,en,na,0.462405,lshift,1,NA,lshift,1.6992,1,,,33,exp_g2,12
4,100,l2,f,en,na,-,rshift,1,NA,rshift,1.9059,1,,,33,exp_g2,12
31,101,l2,f,en,na,0.924484,lshift,1,NA,lshift,2.1419,1,,,33,exp_g2,12
15,102,l2,f,en,na,1.021105,rshift,1,NA,rshift,2.0628,1,,,33,exp_g2,12
13,103,l2,f,en,na,0.594925,lshift,1,NA,lshift,1.9579,1,,,33,exp_g2,12
16,104,l2,f,en,na,-,rshift,1,NA,rshift,1.5335,1,,,33,exp_g2,12
17,105,l2,f,en,na,-,lshift,1,NA,lshift,1.8639,1,,,33,exp_g2,12
9,106,l2,f,en,na,1.203962,rshift,1,NA,rshift,2.3756,1,,,33,exp_g2,12
6,107,l2,f,en,na,0.740095,lshift,1,NA,lshift,2.0474,1,,,33,exp_g2,12
23,108,l2,f,en,na,0.818995,rshift,1,NA,rshift,2.2241,1,,,33,exp_g2,12
20,109,l2,f,en,na,0.344097,lshift,1,NA,lshift,1.6086,1,,,33,exp_g2,12
22,110,l2,f,en,na,0.973278,rshift,1,NA,rshift,2.3628,1,,,33,exp_g2,12
70,141,l2,t,es,f0u,0.75509375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.405900000000429,2.0049000000003616]",33,exp_g2,12
39,142,l2,t,es,f0u,0.73509375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4318999999994162,2.066299999999785]",33,exp_g2,12
45,143,l2,t,es,f0u,1.55846875,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.4325000000000045,3.0504999999999995]",33,exp_g2,12
42,144,l2,t,es,f0u,0.69834375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.6519999999999868,2.134400000000369]",33,exp_g2,12
48,145,l2,t,es,f0u,0.825,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.6514999999999986,2.0856999999992354]",33,exp_g2,12
53,146,l2,t,es,f0u,1.63628125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5349000000003343,2.8516000000005306]",33,exp_g2,12
57,147,l2,t,es,f0u,1.025125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4424999999999955,2.2345999999996593]",33,exp_g2,12
69,148,l2,t,es,f0u,0.739,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4169999999999163,2.082799999999793]",33,exp_g2,12
