,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
1,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.8319999999999936,2.5997999999970034]",58,exp_g2,3
2,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.698799999996993,2.5985000000000014]",58,exp_g2,3
3,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4950999999940677,2.7950000000000728]",58,exp_g2,3
4,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.796700000002943,3.349999999999966]",58,exp_g2,3
5,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.8316000000014583,2.5493000000044503]",58,exp_g2,3
6,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.510499999999979,3.2525000000000546]",58,exp_g2,3
7,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4525000000001,2.6993000000045413]",58,exp_g2,3
8,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4567999999970311,2.563100000001498]",58,exp_g2,3
9,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.8145000000000095,3.0121000000014533]",58,exp_g2,3
10,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.6647000000029948,2.63250000000005]",58,exp_g2,3
11,21,l2,t,es,na,0.704021,lshift,1,NA,lshift,2.3081,1,,,58,exp_g2,3
12,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,2.2985,1,,,58,exp_g2,3
13,23,l2,t,es,na,0.806296,lshift,1,NA,lshift,2.2991,1,,,58,exp_g2,3
14,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,2.5247,1,,,58,exp_g2,3
15,25,l2,t,es,na,0.909694,lshift,1,NA,lshift,2.5301,1,,,58,exp_g2,3
16,26,l2,t,es,na,0.977641,rshift,1,NA,rshift,2.4043,1,,,58,exp_g2,3
17,27,l2,t,es,na,0.619246,lshift,1,NA,lshift,2.3262,1,,,58,exp_g2,3
18,28,l2,t,es,na,0.937816,rshift,1,NA,lshift,2.6123,0,,,58,exp_g2,3
19,29,l2,t,es,na,1.122001,lshift,1,NA,lshift,3.0303,1,,,58,exp_g2,3
20,30,l2,t,es,na,1.133667,rshift,1,NA,rshift,2.661,1,,,58,exp_g2,3
21,61,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.59800000000007],58,exp_g2,3
22,62,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.4512999999969907],58,exp_g2,3
23,63,l1,f,en,na,0.351376,,2,NA,,NA,NA,"[""lshift""]",[1.9276000000015188],58,exp_g2,3
24,64,l1,f,en,na,0.428572,,2,NA,,NA,NA,"[""lshift""]",[1.9223999999985608],58,exp_g2,3
25,65,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.7269999999999754],58,exp_g2,3
26,66,l1,f,en,na,0.780001,,2,NA,,NA,NA,"[""lshift""]",[1.7988999999985253],58,exp_g2,3
27,67,l1,f,en,na,0.950804,,2,NA,,NA,NA,"[""lshift""]",[1.4787000000029593],58,exp_g2,3
28,68,l1,f,en,na,0.600784,,2,NA,,NA,NA,"[""lshift""]",[1.266999999999996],58,exp_g2,3
29,69,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.7312999999969634],58,exp_g2,3
30,70,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[2.0466999999955533],58,exp_g2,3
31,71,l1,f,en,na,1.261129,,2,NA,,NA,NA,"[""lshift""]",[1.4991999999955397],58,exp_g2,3
32,72,l1,f,en,na,0.83156,,2,NA,,NA,NA,"[""lshift""]",[1.2652999999970689],58,exp_g2,3
33,73,l1,f,en,na,0.877576,,2,NA,,NA,NA,"[""lshift""]",[1.3507999999970934],58,exp_g2,3
34,74,l1,f,en,na,0.396484,,2,NA,,NA,NA,"[""lshift""]",[1.3008999999985917],58,exp_g2,3
35,75,l1,f,en,na,0.913493,,2,NA,,NA,NA,"[""lshift""]",[1.5146999999955142],58,exp_g2,3
36,96,l2,f,en,na,-,rshift,1,NA,rshift,1.9178,1,,,58,exp_g2,3
37,97,l2,f,en,na,-,lshift,1,NA,lshift,2.2571,1,,,58,exp_g2,3
38,98,l2,f,en,na,0.376142,rshift,1,NA,rshift,2.1079,1,,,58,exp_g2,3
39,99,l2,f,en,na,0.462405,lshift,1,NA,lshift,1.7081,1,,,58,exp_g2,3
40,100,l2,f,en,na,-,rshift,1,NA,rshift,1.9777,1,,,58,exp_g2,3
41,101,l2,f,en,na,0.924484,lshift,1,NA,lshift,2.2917,1,,,58,exp_g2,3
42,102,l2,f,en,na,1.021105,rshift,1,NA,lshift,2.3943,0,,,58,exp_g2,3
43,103,l2,f,en,na,0.594925,lshift,1,NA,lshift,2.2233,1,,,58,exp_g2,3
44,104,l2,f,en,na,-,rshift,1,NA,rshift,1.8669,1,,,58,exp_g2,3
45,105,l2,f,en,na,-,lshift,1,NA,lshift,2.0887,1,,,58,exp_g2,3
46,106,l2,f,en,na,1.203962,rshift,1,NA,rshift,2.6968,1,,,58,exp_g2,3
47,107,l2,f,en,na,0.740095,lshift,1,NA,lshift,2.1735,1,,,58,exp_g2,3
48,108,l2,f,en,na,0.818995,rshift,1,NA,rshift,2.3263,1,,,58,exp_g2,3
49,109,l2,f,en,na,0.344097,lshift,1,NA,lshift,2.0286,1,,,58,exp_g2,3
50,110,l2,f,en,na,0.973278,rshift,1,NA,rshift,2.2836,1,,,58,exp_g2,3
51,141,l2,t,es,f0u,0.75509375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.213100000001532,2.632000000000062]",58,exp_g2,3
52,142,l2,t,es,f0u,0.73509375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.851299999996968,2.6358999999985144]",58,exp_g2,3
53,143,l2,t,es,f0u,1.55846875,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7491000000015333,3.0488999999985253]",58,exp_g2,3
54,144,l2,t,es,f0u,0.69834375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.8973999999984699,2.415200000002983]",58,exp_g2,3
55,145,l2,t,es,f0u,0.825,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.6523999999984653,2.3693000000043867]",58,exp_g2,3
56,146,l2,t,es,f0u,1.63628125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5318999999984726,3.015100000001496]",58,exp_g2,3
57,147,l2,t,es,f0u,1.025125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4217999999970061,2.614500000000021]",58,exp_g2,3
58,148,l2,t,es,f0u,0.739,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.122899999998481,2.3900999999940495]",58,exp_g2,3
59,149,l2,t,es,f0u,1.2804375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.629199999995535,2.8514999999999873]",58,exp_g2,3
60,150,l2,t,es,f0u,0.82653125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.665200000002983,2.535300000004554]",58,exp_g2,3
61,151,l1,t,es,f0c,0.7884375,lshift,1,NA,lshift,2.463,1,,,58,exp_g2,3
62,152,l1,t,es,f0c,0.92128125,rshift,1,NA,rshift,2.6674,1,,,58,exp_g2,3
63,153,l1,t,es,f0c,0.77825,lshift,1,NA,lshift,2.5854,1,,,58,exp_g2,3
64,154,l1,t,es,f0c,0.91259375,rshift,1,NA,lshift,2.876,0,,,58,exp_g2,3
65,155,l1,t,es,f0c,0.8595,lshift,1,NA,lshift,2.3579,1,,,58,exp_g2,3
66,156,l1,t,es,f0c,0.974875,rshift,1,NA,rshift,3.2119,1,,,58,exp_g2,3
67,157,l1,t,es,f0c,0.635125,lshift,1,NA,lshift,2.1273,1,,,58,exp_g2,3
68,158,l1,t,es,f0c,0.9708125,rshift,1,NA,rshift,2.5858,1,,,58,exp_g2,3
69,159,l1,t,es,f0c,1.1799375,lshift,1,NA,lshift,2.8044,1,,,58,exp_g2,3
70,160,l1,t,es,f0c,1.108625,rshift,1,NA,rshift,3.6482,1,,,58,exp_g2,3
