,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
37,28,l2,t,es,na,0.937816,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4812999999969634,2.383299999997007]",70,exp_g1,31
48,29,l2,t,es,na,1.122001,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5326999999955433,2.584099999994123]",70,exp_g1,31
70,30,l2,t,es,na,1.133667,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.9003999999985126,3.106200000003014]",70,exp_g1,31
5,61,l1,f,en,na,-,rshift,1,NA,rshift,2.2506,1,,,70,exp_g1,31
2,62,l1,f,en,na,-,lshift,1,NA,lshift,2.2569,1,,,70,exp_g1,31
14,63,l1,f,en,na,0.351376,rshift,1,NA,rshift,1.7243,1,,,70,exp_g1,31
15,64,l1,f,en,na,0.428572,lshift,1,NA,lshift,1.7684,1,,,70,exp_g1,31
30,65,l1,f,en,na,-,rshift,1,NA,rshift,2.1296,1,,,70,exp_g1,31
21,66,l1,f,en,na,0.780001,lshift,1,NA,lshift,2.6242,1,,,70,exp_g1,31
17,67,l1,f,en,na,0.950804,rshift,1,NA,rshift,2.299,1,,,70,exp_g1,31
26,68,l1,f,en,na,0.600784,lshift,1,NA,lshift,2.4115,1,,,70,exp_g1,31
29,69,l1,f,en,na,-,rshift,1,NA,rshift,2.765,1,,,70,exp_g1,31
19,70,l1,f,en,na,-,lshift,1,NA,lshift,3.1091,1,,,70,exp_g1,31
9,71,l1,f,en,na,1.261129,rshift,1,NA,rshift,2.8546,1,,,70,exp_g1,31
18,72,l1,f,en,na,0.83156,lshift,1,NA,rshift,2.2039,0,,,70,exp_g1,31
20,73,l1,f,en,na,0.877576,rshift,1,NA,rshift,2.5228,1,,,70,exp_g1,31
7,74,l1,f,en,na,0.396484,lshift,1,NA,lshift,2.0088,1,,,70,exp_g1,31
12,75,l1,f,en,na,0.913493,rshift,1,NA,rshift,2.3945,1,,,70,exp_g1,31
49,96,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.6331999999955542],70,exp_g1,31
61,97,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.634700000003022,2.84889999999848]",70,exp_g1,31
56,98,l2,f,en,na,0.376142,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.800100000001521,2.66700000000003]",70,exp_g1,31
64,99,l2,f,en,na,0.462405,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.4065999999940004,3.3082999999969616]",70,exp_g1,31
54,100,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.3011000000014974,3.4014000000059923]",70,exp_g1,31
65,101,l2,f,en,na,0.924484,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.6388999999985572,4.601100000001452]",70,exp_g1,31
58,102,l2,f,en,na,1.021105,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.4532999999969434,2.97010000000148]",70,exp_g1,31
42,103,l2,f,en,na,0.594925,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.1673000000045022,2.683300000004465]",70,exp_g1,31
55,104,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.8700000000000045,3.8233000000044512]",70,exp_g1,31
62,105,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.88439999999855,3.8506000000015774]",70,exp_g1,31
36,106,l2,f,en,na,1.203962,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.7965999999940436,2.9478999999985263]",70,exp_g1,31
69,107,l2,f,en,na,0.740095,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.9346000000015238,2.7224000000060187]",70,exp_g1,31
39,108,l2,f,en,na,0.818995,,2,NA,,NA,NA,"[""lshift""]",[2.567200000002913],70,exp_g1,31
66,109,l2,f,en,na,0.344097,,2,NA,,NA,NA,"[""rshift"",""lshift"",""lshift"",""lshift""]","[1.4177000000030375,1.8053000000045358,2.2326000000015256,3.0661000000014837]",70,exp_g1,31
44,110,l2,f,en,na,0.973278,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.2408999999985326,3.318399999998519]",70,exp_g1,31
8,131,l1,t,es,f0u,0.7884375,lshift,1,NA,lshift,3.2011,1,,,70,exp_g1,31
23,132,l1,t,es,f0u,0.92128125,rshift,1,NA,rshift,3.0368,1,,,70,exp_g1,31
6,133,l1,t,es,f0u,0.77825,lshift,1,NA,lshift,2.4774,1,,,70,exp_g1,31
10,134,l1,t,es,f0u,0.91259375,rshift,1,NA,rshift,2.6907,1,,,70,exp_g1,31
13,135,l1,t,es,f0u,0.8595,lshift,1,NA,lshift,2.3796,1,,,70,exp_g1,31
22,136,l1,t,es,f0u,0.974875,rshift,1,NA,rshift,2.7888,1,,,70,exp_g1,31
35,137,l1,t,es,f0u,0.635125,lshift,1,NA,lshift,2.4776,1,,,70,exp_g1,31
11,138,l1,t,es,f0u,0.9708125,rshift,1,NA,rshift,2.6115,1,,,70,exp_g1,31
1,139,l1,t,es,f0u,1.1799375,lshift,1,NA,lshift,2.8424,1,,,70,exp_g1,31
33,140,l1,t,es,f0u,1.108625,rshift,1,NA,rshift,2.8118,1,,,70,exp_g1,31
60,161,l2,t,es,f0c,0.75509375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.3746000000015783,2.8007000000030757]",70,exp_g1,31
46,162,l2,t,es,f0c,0.73509375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.290299999997046,2.489500000000021]",70,exp_g1,31
51,163,l2,t,es,f0c,1.55846875,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.683399999998528,3.217200000003004]",70,exp_g1,31
52,164,l2,t,es,f0c,0.69834375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3683999999985872,2.0728999999985263]",70,exp_g1,31
45,165,l2,t,es,f0c,0.825,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.06899999999996,2.2002999999970143]",70,exp_g1,31
57,166,l2,t,es,f0c,1.63628125,,2,1,,NA,NA,"[""rshift"",""lshift"",""lshift"",""rshift""]","[1.259999999999991,1.8295000000000528,2.291800000004514,3.144400000006044]",70,exp_g1,31
40,167,l2,t,es,f0c,1.025125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.2000000000000455,2.7168999999985317]",70,exp_g1,31
41,168,l2,t,es,f0c,0.739,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.433499999999981,2.1837999999969497]",70,exp_g1,31
63,169,l2,t,es,f0c,1.2804375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.634100000001581,3.184300000004555]",70,exp_g1,31
67,170,l2,t,es,f0c,0.82653125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.467999999999961,2.014900000005923]",70,exp_g1,31
