,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
1,11,l1,t,es,na,0.944375,lshift,1,NA,lshift,3.3065,1,,,42,exp_g1,22
23,12,l1,t,es,na,0.823703,rshift,1,NA,rshift,2.9853,1,,,42,exp_g1,22
31,13,l1,t,es,na,1.352093,lshift,1,NA,lshift,2.9101,1,,,42,exp_g1,22
28,14,l1,t,es,na,0.788685,rshift,1,NA,rshift,2.2701,1,,,42,exp_g1,22
33,15,l1,t,es,na,0.882114,lshift,1,NA,lshift,2.3637,1,,,42,exp_g1,22
3,16,l1,t,es,na,1.694902,rshift,1,NA,rshift,2.9477,1,,,42,exp_g1,22
29,17,l1,t,es,na,1.328805,lshift,1,NA,lshift,2.673,1,,,42,exp_g1,22
2,18,l1,t,es,na,0.900375,rshift,1,NA,rshift,2.3447,1,,,42,exp_g1,22
15,19,l1,t,es,na,1.44153,lshift,1,NA,lshift,2.7553,1,,,42,exp_g1,22
27,20,l1,t,es,na,0.99676,rshift,1,NA,rshift,2.4087,1,,,42,exp_g1,22
62,21,l2,t,es,na,0.704021,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.5229000000059614,3.2180000000000746]",42,exp_g1,22
53,22,l2,t,es,na,0.863963,,2,1,,NA,NA,"[""lshift"",""rshift"",""rshift""]","[1.7839000000059286,2.481600000008939,3.5697999999970307]",42,exp_g1,22
61,23,l2,t,es,na,0.806296,,2,1,,NA,NA,"[""rshift""]",[3.566500000000019],42,exp_g1,22
57,24,l2,t,es,na,0.817267,,2,1,,NA,NA,"[""lshift"",""rshift"",""lshift"",""rshift"",""rshift""]","[2.0167000000029702,2.3892000000029157,3.5162999999970452,3.6495999999940523,4.155999999999949]",42,exp_g1,22
43,25,l2,t,es,na,0.909694,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.134200000002977,3.569100000008973]",42,exp_g1,22
65,26,l2,t,es,na,0.977641,,2,1,,NA,NA,"[""rshift"",""rshift""]","[2.733699999988062,3.5995999999940977]",42,exp_g1,22
41,27,l2,t,es,na,0.619246,,2,1,,NA,NA,"[""rshift"",""lshift"",""rshift""]","[2.2730000000000246,3.5338000000119223,4.049600000008979]",42,exp_g1,22
67,28,l2,t,es,na,0.937816,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.4664999999999964,2.9028000000118936]",42,exp_g1,22
51,29,l2,t,es,na,1.122001,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.7227999999970507,3.866599999994037]",42,exp_g1,22
70,30,l2,t,es,na,1.133667,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.367099999994025,2.283599999994067]",42,exp_g1,22
11,61,l1,f,en,na,-,rshift,1,NA,rshift,2.0263,1,,,42,exp_g1,22
7,62,l1,f,en,na,-,lshift,1,NA,lshift,1.8075,1,,,42,exp_g1,22
18,63,l1,f,en,na,0.351376,rshift,1,NA,rshift,1.9423,1,,,42,exp_g1,22
8,64,l1,f,en,na,0.428572,lshift,1,NA,lshift,1.7487,1,,,42,exp_g1,22
16,65,l1,f,en,na,-,rshift,1,NA,rshift,1.877,1,,,42,exp_g1,22
30,66,l1,f,en,na,0.780001,lshift,1,NA,lshift,2.2257,1,,,42,exp_g1,22
4,67,l1,f,en,na,0.950804,rshift,1,NA,rshift,2.1113,1,,,42,exp_g1,22
6,68,l1,f,en,na,0.600784,lshift,1,NA,lshift,2.2376,1,,,42,exp_g1,22
21,69,l1,f,en,na,-,rshift,1,NA,rshift,1.6331,1,,,42,exp_g1,22
26,70,l1,f,en,na,-,lshift,1,NA,lshift,2.159,1,,,42,exp_g1,22
24,71,l1,f,en,na,1.261129,rshift,1,NA,rshift,2.4456,1,,,42,exp_g1,22
10,72,l1,f,en,na,0.83156,lshift,1,NA,lshift,2.0583,1,,,42,exp_g1,22
9,73,l1,f,en,na,0.877576,rshift,1,NA,rshift,2.1033,1,,,42,exp_g1,22
19,74,l1,f,en,na,0.396484,lshift,1,NA,lshift,1.9003,1,,,42,exp_g1,22
12,75,l1,f,en,na,0.913493,rshift,1,NA,rshift,2.1181,1,,,42,exp_g1,22
37,96,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift"",""lshift"",""lshift"",""lshift""]","[2.082599999994045,3.7340999999940436,4.290099999994027,4.783099999994022]",42,exp_g1,22
55,97,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[2.2835000000000036],42,exp_g1,22
47,98,l2,f,en,na,0.376142,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.5818999999911512,2.502700000003074]",42,exp_g1,22
68,99,l2,f,en,na,0.462405,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[2.300000000000068,2.833600000009028]",42,exp_g1,22
36,100,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.945400000005975,4.278400000005945]",42,exp_g1,22
66,101,l2,f,en,na,0.924484,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[2.4060000000000628,2.9055000000000746]",42,exp_g1,22
38,102,l2,f,en,na,1.021105,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.617600000008963,3.3495000000000346]",42,exp_g1,22
49,103,l2,f,en,na,0.594925,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[2.254799999996976,3.09050000000002]",42,exp_g1,22
52,104,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.8835000000000264],42,exp_g1,22
45,105,l2,f,en,na,-,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[2.524499999999989,4.001500000000021]",42,exp_g1,22
44,106,l2,f,en,na,1.203962,,2,NA,,NA,NA,"[""lshift""]",[2.804599999994025],42,exp_g1,22
40,107,l2,f,en,na,0.740095,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[2.5006999999880577,3.92349999999999]",42,exp_g1,22
54,108,l2,f,en,na,0.818995,,2,NA,,NA,NA,"[""lshift""]",[2.6182000000029575],42,exp_g1,22
58,109,l2,f,en,na,0.344097,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[2.0742000000029748,2.7502000000030193]",42,exp_g1,22
50,110,l2,f,en,na,0.973278,,2,NA,,NA,NA,"[""lshift"",""lshift""]","[1.9437000000029911,3.3132999999970707]",42,exp_g1,22
35,131,l1,t,es,f0u,0.7884375,lshift,1,NA,lshift,2.2105,1,,,42,exp_g1,22
13,132,l1,t,es,f0u,0.92128125,rshift,1,NA,rshift,3.0475,1,,,42,exp_g1,22
22,133,l1,t,es,f0u,0.77825,lshift,1,NA,lshift,2.3104,1,,,42,exp_g1,22
34,134,l1,t,es,f0u,0.91259375,rshift,1,NA,rshift,2.8409,1,,,42,exp_g1,22
17,135,l1,t,es,f0u,0.8595,lshift,1,NA,lshift,2.2932,1,,,42,exp_g1,22
5,136,l1,t,es,f0u,0.974875,rshift,1,NA,rshift,3.5679,1,,,42,exp_g1,22
14,137,l1,t,es,f0u,0.635125,lshift,1,NA,lshift,2.0769,1,,,42,exp_g1,22
25,138,l1,t,es,f0u,0.9708125,rshift,1,NA,rshift,2.4573,1,,,42,exp_g1,22
32,139,l1,t,es,f0u,1.1799375,lshift,1,NA,lshift,2.875,1,,,42,exp_g1,22
20,140,l1,t,es,f0u,1.108625,rshift,1,NA,rshift,2.8235,1,,,42,exp_g1,22
39,161,l2,t,es,f0c,0.75509375,,2,1,,NA,NA,"[""lshift"",""rshift"",""rshift""]","[2.000799999997014,2.934000000000026,4.099099999994053]",42,exp_g1,22
59,162,l2,t,es,f0c,0.73509375,,2,1,,NA,NA,"[""rshift"",""rshift""]","[3.199199999988082,4.807599999994068]",42,exp_g1,22
48,163,l2,t,es,f0c,1.55846875,,2,1,,NA,NA,"[""lshift"",""lshift"",""rshift"",""rshift""]","[2.4511000000088643,3.0574000000059414,3.500100000008956,4.817400000005932]",42,exp_g1,22
63,164,l2,t,es,f0c,0.69834375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.150700000002985,2.798000000000002]",42,exp_g1,22
46,165,l2,t,es,f0c,0.825,,2,1,,NA,NA,"[""lshift"",""rshift"",""lshift"",""rshift""]","[2.068699999988098,2.4858999999910907,4.142500000000041,4.143099999994092]",42,exp_g1,22
60,166,l2,t,es,f0c,1.63628125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.0494999999999663,3.6164000000059104]",42,exp_g1,22
64,167,l2,t,es,f0c,1.025125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.9880000000000564,3.684500000000071]",42,exp_g1,22
69,168,l2,t,es,f0c,0.739,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.5326000000089834,2.951000000000022]",42,exp_g1,22
56,169,l2,t,es,f0c,1.2804375,,2,1,,NA,NA,"[""lshift"",""lshift"",""lshift""]","[1.933600000008937,2.6326000000088925,4.866100000008942]",42,exp_g1,22
42,170,l2,t,es,f0c,0.82653125,,2,1,,NA,NA,"[""lshift"",""rshift"",""lshift"",""rshift""]","[1.9174999999999613,2.5482999999969707,3.934400000005951,3.937799999996969]",42,exp_g1,22
