,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
2,11,l1,t,es,na,0.944375,lshift,1,NA,lshift,2.6752,1,,,86,exp_g1,-2
25,12,l1,t,es,na,0.823703,rshift,1,NA,rshift,2.155,1,,,86,exp_g1,-2
4,13,l1,t,es,na,1.352093,lshift,1,NA,lshift,3.3428,1,,,86,exp_g1,-2
20,14,l1,t,es,na,0.788685,rshift,1,NA,rshift,2.1162,1,,,86,exp_g1,-2
23,15,l1,t,es,na,0.882114,lshift,1,NA,lshift,3.7102,1,,,86,exp_g1,-2
16,16,l1,t,es,na,1.694902,rshift,1,NA,rshift,3.1275,1,,,86,exp_g1,-2
3,17,l1,t,es,na,1.328805,lshift,1,NA,lshift,2.9827,1,,,86,exp_g1,-2
30,18,l1,t,es,na,0.900375,rshift,1,NA,rshift,2.7175,1,,,86,exp_g1,-2
6,19,l1,t,es,na,1.44153,lshift,1,NA,lshift,2.7747,1,,,86,exp_g1,-2
21,20,l1,t,es,na,0.99676,rshift,1,NA,rshift,2.7426,1,,,86,exp_g1,-2
69,21,l2,t,es,na,0.704021,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5897999999522199,2.141600000142944]",86,exp_g1,-2
57,22,l2,t,es,na,0.863963,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.253200000047741,2.0563999998570353]",86,exp_g1,-2
58,23,l2,t,es,na,0.806296,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.2577000000477483,2.2176000001430793]",86,exp_g1,-2
52,24,l2,t,es,na,0.817267,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.867800000190755,2.951800000190701]",86,exp_g1,-2
54,25,l2,t,es,na,0.909694,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.6004000000953056,2.016499999999951]",86,exp_g1,-2
38,26,l2,t,es,na,0.977641,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.0685000000000286,2.0506000001430493]",86,exp_g1,-2
50,27,l2,t,es,na,0.619246,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.282600000143077,1.837500000000034]",86,exp_g1,-2
36,28,l2,t,es,na,0.937816,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7249000000953743,2.285299999952315]",86,exp_g1,-2
60,29,l2,t,es,na,1.122001,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4350999999046508,2.5512999999523345]",86,exp_g1,-2
45,30,l2,t,es,na,1.133667,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3519999999999754,2.3653999998569475]",86,exp_g1,-2
13,61,l1,f,en,na,-,rshift,1,NA,rshift,1.8362,1,,,86,exp_g1,-2
18,62,l1,f,en,na,-,lshift,1,NA,lshift,1.8577,1,,,86,exp_g1,-2
34,63,l1,f,en,na,0.351376,rshift,1,NA,rshift,1.7452,1,,,86,exp_g1,-2
7,64,l1,f,en,na,0.428572,lshift,1,NA,lshift,1.7092,1,,,86,exp_g1,-2
24,65,l1,f,en,na,-,rshift,1,NA,rshift,1.8906,1,,,86,exp_g1,-2
19,66,l1,f,en,na,0.780001,lshift,1,NA,lshift,2.1798,1,,,86,exp_g1,-2
5,67,l1,f,en,na,0.950804,rshift,1,NA,rshift,2.23,1,,,86,exp_g1,-2
15,68,l1,f,en,na,0.600784,lshift,1,NA,lshift,2.9253,1,,,86,exp_g1,-2
14,69,l1,f,en,na,-,rshift,1,NA,rshift,2.2192,1,,,86,exp_g1,-2
