,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
37,29,l2,t,es,na,1.122001,,2,1,,NA,NA,"['lshift', 'rshift']","[1.5356439999886788, 2.797472874983214]",52,exp_g1,11
52,30,l2,t,es,na,1.133667,,2,1,,NA,NA,"['lshift', 'rshift']","[1.5473708329955116, 2.4997917079599574]",52,exp_g1,11
27,61,l1,f,en,na,-,rshift,1,,rshift,1.866862834,1,,,52,exp_g1,11
20,62,l1,f,en,na,-,lshift,1,,lshift,2.049071209,1,,,52,exp_g1,11
34,63,l1,f,en,na,0.351376,rshift,1,,rshift,1.954134791,1,,,52,exp_g1,11
18,64,l1,f,en,na,0.428572,lshift,1,,lshift,1.90403775,1,,,52,exp_g1,11
2,65,l1,f,en,na,-,rshift,1,,rshift,1.92285,1,,,52,exp_g1,11
17,66,l1,f,en,na,0.780001,lshift,1,,lshift,2.217448584,1,,,52,exp_g1,11
28,67,l1,f,en,na,0.950804,rshift,1,,rshift,2.259444,1,,,52,exp_g1,11
31,68,l1,f,en,na,0.600784,lshift,1,,lshift,2.553678834,1,,,52,exp_g1,11
30,69,l1,f,en,na,-,rshift,1,,rshift,2.120905792,1,,,52,exp_g1,11
11,70,l1,f,en,na,-,lshift,1,,lshift,2.056652875,1,,,52,exp_g1,11
25,71,l1,f,en,na,1.261129,rshift,1,,rshift,2.684760459,1,,,52,exp_g1,11
15,72,l1,f,en,na,0.83156,lshift,1,,lshift,2.335198291,1,,,52,exp_g1,11
5,73,l1,f,en,na,0.877576,rshift,1,,rshift,2.436679833,1,,,52,exp_g1,11
29,74,l1,f,en,na,0.396484,lshift,1,,lshift,2.616720917,1,,,52,exp_g1,11
23,75,l1,f,en,na,0.913493,rshift,1,,rshift,2.4390165,1,,,52,exp_g1,11
69,96,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[1.6041288749547675],52,exp_g1,11
51,97,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[2.098941041971557],52,exp_g1,11
44,98,l2,f,en,na,0.376142,,2,None,,NA,NA,['lshift'],[2.4926773330080323],52,exp_g1,11
48,99,l2,f,en,na,0.462405,,2,None,,NA,NA,['lshift'],[1.9540312089957297],52,exp_g1,11
46,100,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[1.7552250829758123],52,exp_g1,11
63,101,l2,f,en,na,0.924484,,2,None,,NA,NA,['lshift'],[1.9963576659793034],52,exp_g1,11
54,102,l2,f,en,na,1.021105,,2,None,,NA,NA,['lshift'],[1.573687458934728],52,exp_g1,11
59,103,l2,f,en,na,0.594925,,2,None,,NA,NA,['lshift'],[2.381909666932188],52,exp_g1,11
40,104,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[1.9225414999527857],52,exp_g1,11
39,105,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[1.7701010419987142],52,exp_g1,11
65,106,l2,f,en,na,1.203962,,2,None,,NA,NA,['lshift'],[1.50767233397346],52,exp_g1,11
56,107,l2,f,en,na,0.740095,,2,None,,NA,NA,['lshift'],[2.0395589169929735],52,exp_g1,11
41,108,l2,f,en,na,0.818995,,2,None,,NA,NA,None,,52,exp_g1,11
70,109,l2,f,en,na,0.344097,,2,None,,NA,NA,['lshift'],[2.0375874589663],52,exp_g1,11
55,110,l2,f,en,na,0.973278,,2,None,,NA,NA,['lshift'],[1.8184321249718778],52,exp_g1,11
1,131,l1,t,es,f0u,0.7884375,lshift,1,,lshift,-18.79954529,1,,,52,exp_g1,11
4,132,l1,t,es,f0u,0.92128125,rshift,1,,rshift,2.566476042,1,,,52,exp_g1,11
22,133,l1,t,es,f0u,0.77825,lshift,1,,lshift,2.654857583,1,,,52,exp_g1,11
21,134,l1,t,es,f0u,0.91259375,rshift,1,,lshift,4.588770416,0,,,52,exp_g1,11
26,135,l1,t,es,f0u,0.8595,lshift,1,,lshift,2.385285666,1,,,52,exp_g1,11
10,136,l1,t,es,f0u,0.974875,rshift,1,,rshift,3.437316292,1,,,52,exp_g1,11
3,137,l1,t,es,f0u,0.635125,lshift,1,,lshift,2.451126042,1,,,52,exp_g1,11
19,138,l1,t,es,f0u,0.9708125,rshift,1,,rshift,2.558981667,1,,,52,exp_g1,11
14,139,l1,t,es,f0u,1.1799375,lshift,1,,lshift,2.882952459,1,,,52,exp_g1,11
32,140,l1,t,es,f0u,1.108625,rshift,1,,None,NA,0,,,52,exp_g1,11
47,161,l2,t,es,f0c,0.75509375,,2,1,,NA,NA,"['lshift', 'rshift']","[1.8729387909988873, 2.433795332966838]",52,exp_g1,11
57,162,l2,t,es,f0c,0.73509375,,2,1,,NA,NA,"['lshift', 'rshift']","[1.856176916975528, 2.3610786250210367]",52,exp_g1,11
43,163,l2,t,es,f0c,1.55846875,,2,1,,NA,NA,"['lshift', 'rshift']","[2.0376283749355935, 3.218849541968666]",52,exp_g1,11
42,164,l2,t,es,f0c,0.69834375,,2,1,,NA,NA,"['lshift', 'rshift']","[1.8505013330141082, 2.32789341598982]",52,exp_g1,11
45,165,l2,t,es,f0c,0.825,,2,1,,NA,NA,"['lshift', 'rshift']","[1.7254354999749921, 2.3438526659738272]",52,exp_g1,11
36,166,l2,t,es,f0c,1.63628125,,2,1,,NA,NA,"['lshift', 'lshift', 'rshift']","[-0.30339479201938957, 1.5423462499747984, 2.9530862499959767]",52,exp_g1,11
58,167,l2,t,es,f0c,1.025125,,2,1,,NA,NA,"['lshift', 'rshift']","[1.7273842919967137, 2.581150166981388]",52,exp_g1,11
68,168,l2,t,es,f0c,0.739,,2,1,,NA,NA,['rshift'],[1.988766249967739],52,exp_g1,11
38,169,l2,t,es,f0c,1.2804375,,2,1,,NA,NA,"['lshift', 'rshift']","[1.6602607499225996, 2.8738242499530315]",52,exp_g1,11
49,170,l2,t,es,f0c,0.82653125,,2,1,,NA,NA,"['lshift', 'rshift']","[1.5231426659738645, 2.388403374934569]",52,exp_g1,11
