,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
1,11,l1,t,es,na,0.944375,lshift,1,NA,lshift,3.631,1,,,21,exp_g1,50
2,12,l1,t,es,na,0.823703,rshift,1,NA,rshift,2.1439,1,,,21,exp_g1,50
3,13,l1,t,es,na,1.352093,lshift,1,NA,lshift,2.4242,1,,,21,exp_g1,50
4,14,l1,t,es,na,0.788685,rshift,1,NA,rshift,2.1454,1,,,21,exp_g1,50
5,15,l1,t,es,na,0.882114,lshift,1,NA,lshift,2.3008,1,,,21,exp_g1,50
6,16,l1,t,es,na,1.694902,rshift,1,NA,rshift,2.8799,1,,,21,exp_g1,50
7,17,l1,t,es,na,1.328805,lshift,1,NA,lshift,2.6615,1,,,21,exp_g1,50
8,18,l1,t,es,na,0.900375,rshift,1,NA,rshift,2.3636,1,,,21,exp_g1,50
9,19,l1,t,es,na,1.44153,lshift,1,NA,lshift,2.78,1,,,21,exp_g1,50
10,20,l1,t,es,na,0.99676,rshift,1,NA,rshift,2.3985,1,,,21,exp_g1,50
11,21,l2,t,es,na,0.704021,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.547200000047667,2.0020000000000095]",21,exp_g1,50
12,22,l2,t,es,na,0.863963,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.458100000023876,2.169899999976167]",21,exp_g1,50
13,23,l2,t,es,na,0.806296,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3206999999881077,2.144199999988075]",21,exp_g1,50
14,24,l2,t,es,na,0.817267,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.356099999964215,2.206599999964226]",21,exp_g1,50
15,25,l2,t,es,na,0.909694,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.289800000011951,2.1524000000357546]",21,exp_g1,50
16,26,l2,t,es,na,0.977641,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4004999999999654,2.250800000011907]",21,exp_g1,50
17,27,l2,t,es,na,0.619246,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3684999999999832,2.000400000035768]",21,exp_g1,50
18,28,l2,t,es,na,0.937816,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3999999999999773,2.284599999964257]",21,exp_g1,50
