,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
1,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift""]",[1.3704999999999927],62,exp_g2,5
2,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.534100000023841,2.24040000003572]",62,exp_g2,5
3,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3496000000238837,2.6349000000357705]",62,exp_g2,5
4,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7168000000118582,2.205400000035752]",62,exp_g2,5
5,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.30059999996422,2.221699999988118]",62,exp_g2,5
6,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3691000000238205,2.9346000000238632]",62,exp_g2,5
7,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4013000000119291,2.467700000047671]",62,exp_g2,5
8,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.1589000000357714,2.1542000000476946]",62,exp_g2,5
9,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3519999999999754,2.743399999976077]",62,exp_g2,5
10,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.9678999999761686,2.4891999999881023]",62,exp_g2,5
11,21,l2,t,es,na,0.704021,lshift,1,NA,lshift,2.5458,1,,,62,exp_g2,5
12,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,2.353,1,,,62,exp_g2,5
13,23,l2,t,es,na,0.806296,lshift,1,NA,rshift,2.2673,0,,,62,exp_g2,5
14,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,2.9391,1,,,62,exp_g2,5
15,25,l2,t,es,na,0.909694,lshift,1,NA,rshift,2.6098,0,,,62,exp_g2,5
16,26,l2,t,es,na,0.977641,rshift,1,NA,rshift,2.3069,1,,,62,exp_g2,5
17,27,l2,t,es,na,0.619246,lshift,1,NA,lshift,2.0148,1,,,62,exp_g2,5
18,28,l2,t,es,na,0.937816,rshift,1,NA,rshift,3.0101,1,,,62,exp_g2,5
19,29,l2,t,es,na,1.122001,lshift,1,NA,rshift,2.6732,0,,,62,exp_g2,5
20,30,l2,t,es,na,1.133667,rshift,1,NA,rshift,2.6326,1,,,62,exp_g2,5
21,61,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.4351000000238514],62,exp_g2,5
22,62,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.2073000000119123],62,exp_g2,5
23,63,l1,f,en,na,0.351376,,2,NA,,NA,NA,"[""lshift""]",[1.3833000000119],62,exp_g2,5
24,64,l1,f,en,na,0.428572,,2,NA,,NA,NA,"[""lshift""]",[1.2370000000000232],62,exp_g2,5
25,65,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.2711999999880845],62,exp_g2,5
26,66,l1,f,en,na,0.780001,,2,NA,,NA,NA,"[""lshift""]",[1.3757000000476864],62,exp_g2,5
27,67,l1,f,en,na,0.950804,,2,NA,,NA,NA,"[""lshift""]",[1.4918000000119491],62,exp_g2,5
28,68,l1,f,en,na,0.600784,,2,NA,,NA,NA,"[""lshift""]",[1.2393000000118946],62,exp_g2,5
29,69,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.636000000000024],62,exp_g2,5
30,70,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.9340999999641326],62,exp_g2,5
31,71,l1,f,en,na,1.261129,,2,NA,,NA,NA,"[""lshift""]",[1.1715000000000373],62,exp_g2,5
