,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
43,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4379999999999882,2.418899999856933]",91,exp_g2,9
41,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7667000000476492,2.4329000000953442]",91,exp_g2,9
36,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.1790000000000305,2.428599999904634]",91,exp_g2,9
44,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.377999999999986,2.242500000000007]",91,exp_g2,9
66,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.664799999952379,2.0691000001430666]",91,exp_g2,9
37,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.24970000004771,2.985500000000002]",91,exp_g2,9
58,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3386000001430602,2.5988000001907494]",91,exp_g2,9
61,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4132999999523008,2.253799999952321]",91,exp_g2,9
54,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift""]",[1.2381000001430493],91,exp_g2,9
39,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4350000000000023,2.168599999904643]",91,exp_g2,9
20,21,l2,t,es,na,0.704021,lshift,1,NA,lshift,2.007,1,,,91,exp_g2,9
8,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,2.2127,1,,,91,exp_g2,9
6,23,l2,t,es,na,0.806296,lshift,1,NA,lshift,1.9942,1,,,91,exp_g2,9
35,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,2.9091,1,,,91,exp_g2,9
5,25,l2,t,es,na,0.909694,lshift,1,NA,lshift,2.3718,1,,,91,exp_g2,9
29,26,l2,t,es,na,0.977641,rshift,1,NA,rshift,2.4206,1,,,91,exp_g2,9
10,27,l2,t,es,na,0.619246,lshift,1,NA,lshift,2.3225,1,,,91,exp_g2,9
