,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
46,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5690999999997075,2.4685999999996966]",54,exp_g2,8
47,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4514000000003762,2.3190000000001874]",54,exp_g2,8
36,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5009999999999764,2.875]",54,exp_g2,8
55,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.70479999999975,2.2339000000004035]",54,exp_g2,8
51,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.9175000000000182,2.283800000000838]",54,exp_g2,8
39,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.6322999999997592,3.08409999999958]",54,exp_g2,8
69,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.8836000000005697,2.6491000000005442]",54,exp_g2,8
52,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.486200000000281,2.75200000000018]",54,exp_g2,8
45,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4014999999999418,2.7749000000003434]",54,exp_g2,8
67,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""lshift""]",[1.5718999999994594],54,exp_g2,8
12,21,l2,t,es,na,0.704021,lshift,1,NA,lshift,2.2567,1,,,54,exp_g2,8
18,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,3.3995,1,,,54,exp_g2,8
28,23,l2,t,es,na,0.806296,lshift,1,NA,lshift,2.8016,1,,,54,exp_g2,8
34,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,3.1288,1,,,54,exp_g2,8
14,25,l2,t,es,na,0.909694,lshift,1,NA,lshift,2.4311,1,,,54,exp_g2,8
23,26,l2,t,es,na,0.977641,rshift,1,NA,rshift,2.3851,1,,,54,exp_g2,8
10,27,l2,t,es,na,0.619246,lshift,1,NA,lshift,2.0583,1,,,54,exp_g2,8
7,28,l2,t,es,na,0.937816,rshift,1,NA,rshift,3.0743,1,,,54,exp_g2,8
11,29,l2,t,es,na,1.122001,lshift,1,NA,lshift,2.7913,1,,,54,exp_g2,8
29,30,l2,t,es,na,1.133667,rshift,1,NA,rshift,2.958,1,,,54,exp_g2,8
54,61,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.568299999999681],54,exp_g2,8
42,62,l1,f,en,na,-,,2,NA,,NA,NA,"[""rshift"",""lshift""]","[1.367799999999761,1.7861999999990985]",54,exp_g2,8
58,63,l1,f,en,na,0.351376,,2,NA,,NA,NA,"[""lshift""]",[1.6322999999997592],54,exp_g2,8
68,64,l1,f,en,na,0.428572,,2,NA,,NA,NA,"[""lshift""]",[2.23490000000038],54,exp_g2,8
53,65,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.3729000000002998],54,exp_g2,8
40,66,l1,f,en,na,0.780001,,2,NA,,NA,NA,"[""lshift""]",[1.6175000000000637],54,exp_g2,8
44,67,l1,f,en,na,0.950804,,2,NA,,NA,NA,"[""lshift""]",[1.785099999999602],54,exp_g2,8
66,68,l1,f,en,na,0.600784,,2,NA,,NA,NA,"[""lshift""]",[2.305899999999383],54,exp_g2,8
43,69,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.6517999999998665],54,exp_g2,8
50,70,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.5002000000001772],54,exp_g2,8
61,71,l1,f,en,na,1.261129,,2,NA,,NA,NA,"[""rshift"",""lshift"",""lshift""]","[1.5585000000000946,1.788599999999633,2.4572000000002845]",54,exp_g2,8
65,72,l1,f,en,na,0.83156,,2,NA,,NA,NA,"[""lshift""]",[1.7497999999998228],54,exp_g2,8
37,73,l1,f,en,na,0.877576,,2,NA,,NA,NA,"[""lshift""]",[1.29950000000008],54,exp_g2,8
38,74,l1,f,en,na,0.396484,,2,NA,,NA,NA,"[""lshift""]",[1.7550000000001091],54,exp_g2,8
41,75,l1,f,en,na,0.913493,,2,NA,,NA,NA,"[""lshift""]",[1.7336000000007061],54,exp_g2,8
5,96,l2,f,en,na,-,rshift,1,NA,rshift,2.8259,1,,,54,exp_g2,8
13,97,l2,f,en,na,-,lshift,1,NA,lshift,2.294,1,,,54,exp_g2,8
26,98,l2,f,en,na,0.376142,rshift,1,NA,rshift,2.1352,1,,,54,exp_g2,8
21,99,l2,f,en,na,0.462405,lshift,1,NA,lshift,2.1399,1,,,54,exp_g2,8
33,100,l2,f,en,na,-,rshift,1,NA,rshift,2.0785,1,,,54,exp_g2,8
27,101,l2,f,en,na,0.924484,lshift,1,NA,lshift,2.3769,1,,,54,exp_g2,8
17,102,l2,f,en,na,1.021105,rshift,1,NA,rshift,2.6344,1,,,54,exp_g2,8
24,103,l2,f,en,na,0.594925,lshift,1,NA,lshift,2.3404,1,,,54,exp_g2,8
32,104,l2,f,en,na,-,rshift,1,NA,rshift,2.0671,1,,,54,exp_g2,8
16,105,l2,f,en,na,-,lshift,1,NA,lshift,3.0237,1,,,54,exp_g2,8
8,106,l2,f,en,na,1.203962,rshift,1,NA,rshift,3.18,1,,,54,exp_g2,8
4,107,l2,f,en,na,0.740095,lshift,1,NA,lshift,2.7083,1,,,54,exp_g2,8
3,108,l2,f,en,na,0.818995,rshift,1,NA,rshift,2.8076,1,,,54,exp_g2,8
15,109,l2,f,en,na,0.344097,lshift,1,NA,lshift,1.8405,1,,,54,exp_g2,8
