,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
32,109,l2,f,en,na,0.344097,lshift,1,NA,lshift,1.8963,1,,,74,exp_g2,3
15,110,l2,f,en,na,0.973278,rshift,1,NA,rshift,2.4524,1,,,74,exp_g2,3
7,141,l2,t,es,f0u,0.75509375,lshift,1,NA,lshift,2.4061,1,,,74,exp_g2,3
6,142,l2,t,es,f0u,0.73509375,rshift,1,NA,lshift,3.3662,0,,,74,exp_g2,3
18,143,l2,t,es,f0u,1.55846875,lshift,1,NA,lshift,3.2898,1,,,74,exp_g2,3
11,144,l2,t,es,f0u,0.69834375,rshift,1,NA,rshift,2.3287,1,,,74,exp_g2,3
27,145,l2,t,es,f0u,0.825,lshift,1,NA,lshift,2.479,1,,,74,exp_g2,3
33,146,l2,t,es,f0u,1.63628125,rshift,1,NA,rshift,3.0807,1,,,74,exp_g2,3
22,147,l2,t,es,f0u,1.025125,lshift,1,NA,lshift,2.8917,1,,,74,exp_g2,3
24,148,l2,t,es,f0u,0.739,rshift,1,NA,rshift,2.7669,1,,,74,exp_g2,3
3,149,l2,t,es,f0u,1.2804375,lshift,1,NA,lshift,3.0923,1,,,74,exp_g2,3
25,150,l2,t,es,f0u,0.82653125,rshift,1,NA,rshift,2.5511,1,,,74,exp_g2,3
41,151,l1,t,es,f0c,0.7884375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4172000000029925,2.052000000000021]",74,exp_g2,3
43,152,l1,t,es,f0c,0.92128125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.2347999999970511,2.1168999999910625]",74,exp_g2,3
42,153,l1,t,es,f0c,0.77825,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3005999999940627,2.170899999991093]",74,exp_g2,3
49,154,l1,t,es,f0c,0.91259375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.2667999999970334,2.318099999994047]",74,exp_g2,3
46,155,l1,t,es,f0c,0.8595,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4085999999940668,2.266999999999996]",74,exp_g2,3
36,156,l1,t,es,f0c,0.974875,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4338999999910698,2.2665000000000077]",74,exp_g2,3
39,157,l1,t,es,f0c,0.635125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.452800000011905,1.9849999999999568]",74,exp_g2,3
51,158,l1,t,es,f0c,0.9708125,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.2847999999969488,2.3173999999910393]",74,exp_g2,3
62,159,l1,t,es,f0c,1.1799375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.4374000000059368,2.52049999999997]",74,exp_g2,3
55,160,l1,t,es,f0c,1.108625,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.3720999999940204,2.424799999997049]",74,exp_g2,3
,,,,,,,,,,,,,,,,,
