,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
42,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.3683999999998946,2.8512000000001763]",75,exp_g2,-2
68,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.3018000000002985,3.773400000000379]",75,exp_g2,-2
45,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[4.033600000000092,4.582300000000259]",75,exp_g2,-2
46,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.1340000000000146,2.5868999999999005]",75,exp_g2,-2
41,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7004999999999768,3.1170999999996525]",75,exp_g2,-2
70,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.2003000000003112,3.665300000000343]",75,exp_g2,-2
59,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.800100000000157,3.300299999999879]",75,exp_g2,-2
66,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.5500999999995884,3.9750000000000227]",75,exp_g2,-2
61,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.858500000000049,3.451799999999821]",75,exp_g2,-2
49,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.4017999999998665,3.134100000000103]",75,exp_g2,-2
7,21,l2,t,es,na,0.704021,lshift,1,NA,lshift,2.0106,1,,,75,exp_g2,-2
12,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,2.2637,1,,,75,exp_g2,-2
23,23,l2,t,es,na,0.806296,lshift,1,NA,lshift,2.5005,1,,,75,exp_g2,-2
27,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,2.7794,1,,,75,exp_g2,-2
22,25,l2,t,es,na,0.909694,lshift,1,NA,lshift,2.3285,1,,,75,exp_g2,-2
24,26,l2,t,es,na,0.977641,rshift,1,NA,rshift,2.4099,1,,,75,exp_g2,-2
32,27,l2,t,es,na,0.619246,lshift,1,NA,lshift,2.1439,1,,,75,exp_g2,-2
15,28,l2,t,es,na,0.937816,rshift,1,NA,rshift,2.5108,1,,,75,exp_g2,-2
11,29,l2,t,es,na,1.122001,lshift,1,NA,rshift,3.0109,0,,,75,exp_g2,-2
20,30,l2,t,es,na,1.133667,rshift,1,NA,rshift,2.4459,1,,,75,exp_g2,-2
53,61,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[2.0515000000000327],75,exp_g2,-2
65,62,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[2.2347999999998365],75,exp_g2,-2
58,63,l1,f,en,na,0.351376,,2,NA,,NA,NA,"[""lshift""]",[1.9028999999998177],75,exp_g2,-2
47,64,l1,f,en,na,0.428572,,2,NA,,NA,NA,"[""lshift""]",[1.1676000000001068],75,exp_g2,-2
