,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
42,102,l2,f,en,na,1.021105,,2,None,,NA,NA,['lshift'],[2.6921030409866944],12,exp_g1,8
43,103,l2,f,en,na,0.594925,,2,None,,NA,NA,['lshift'],[2.4132183749461547],12,exp_g1,8
44,104,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[2.8692419169819914],12,exp_g1,8
45,105,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[2.99107308301609],12,exp_g1,8
46,106,l2,f,en,na,1.203962,,2,None,,NA,NA,['lshift'],[2.893615291977767],12,exp_g1,8
47,107,l2,f,en,na,0.740095,,2,None,,NA,NA,['lshift'],[2.3554783330182545],12,exp_g1,8
48,108,l2,f,en,na,0.818995,,2,None,,NA,NA,['lshift'],[2.574081832950469],12,exp_g1,8
49,109,l2,f,en,na,0.344097,,2,None,,NA,NA,['lshift'],[2.902211125008762],12,exp_g1,8
50,110,l2,f,en,na,0.973278,,2,None,,NA,NA,['lshift'],[2.7488971239654347],12,exp_g1,8
51,131,l1,t,es,f0u,0.7884375,lshift,1,,lshift,2.078716041,1,,,12,exp_g1,8
52,132,l1,t,es,f0u,0.92128125,rshift,1,,rshift,3.235746624,1,,,12,exp_g1,8
53,133,l1,t,es,f0u,0.77825,lshift,1,,lshift,2.608014874,1,,,12,exp_g1,8
54,134,l1,t,es,f0u,0.91259375,rshift,1,,rshift,3.654803666,1,,,12,exp_g1,8
55,135,l1,t,es,f0u,0.8595,lshift,1,,lshift,2.496516375,1,,,12,exp_g1,8
56,136,l1,t,es,f0u,0.974875,rshift,1,,rshift,2.894369542,1,,,12,exp_g1,8
57,137,l1,t,es,f0u,0.635125,lshift,1,,lshift,2.187015333,1,,,12,exp_g1,8
58,138,l1,t,es,f0u,0.9708125,rshift,1,,rshift,2.5029945,1,,,12,exp_g1,8
59,139,l1,t,es,f0u,1.1799375,lshift,1,,lshift,2.706876999,1,,,12,exp_g1,8
60,140,l1,t,es,f0u,1.108625,rshift,1,,rshift,3.549694833,1,,,12,exp_g1,8
61,161,l2,t,es,f0c,0.75509375,,2,1,,NA,NA,['rshift'],[3.18493995803874],12,exp_g1,8
62,162,l2,t,es,f0c,0.73509375,,2,1,,NA,NA,['rshift'],[2.6667574990424328],12,exp_g1,8
63,163,l2,t,es,f0c,1.55846875,,2,1,,NA,NA,['rshift'],[3.3183547910302877],12,exp_g1,8
64,164,l2,t,es,f0c,0.69834375,,2,1,,NA,NA,['rshift'],[2.3318010419607162],12,exp_g1,8
65,165,l2,t,es,f0c,0.825,,2,1,,NA,NA,['rshift'],[2.5803245419519953],12,exp_g1,8
66,166,l2,t,es,f0c,1.63628125,,2,1,,NA,NA,['rshift'],[3.304525874031242],12,exp_g1,8
67,167,l2,t,es,f0c,1.025125,,2,1,,NA,NA,['rshift'],[2.88650525000412],12,exp_g1,8
68,168,l2,t,es,f0c,0.739,,2,1,,NA,NA,['rshift'],[2.4168157080421224],12,exp_g1,8
69,169,l2,t,es,f0c,1.2804375,,2,1,,NA,NA,['rshift'],[2.9477837500162423],12,exp_g1,8
70,170,l2,t,es,f0c,0.82653125,,2,1,,NA,NA,['rshift'],[2.8377124160178937],12,exp_g1,8
