,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
49,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift""]",[1.5299999999999727],73,exp_g2,7
45,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.507000000000005,2.7889999999999873]",73,exp_g2,7
69,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.8260000000000218,2.7970000000000255]",73,exp_g2,7
56,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift""]",[1.629000000000019],73,exp_g2,7
40,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5090000000000146,2.2690000000000055]",73,exp_g2,7
50,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.538000000000011,3.393000000000029]",73,exp_g2,7
61,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.366999999999962,2.8029999999999973]",73,exp_g2,7
37,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.5810000000000173,2.51400000000001]",73,exp_g2,7
70,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7409999999999854,3.0539999999999736]",73,exp_g2,7
53,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""rshift""]",[2.677000000000021],73,exp_g2,7
12,21,l2,t,es,na,0.704021,lshift,1,NA,lshift,2.319,1,,,73,exp_g2,7
10,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,2.231,1,,,73,exp_g2,7
30,23,l2,t,es,na,0.806296,lshift,1,NA,lshift,2.219,1,,,73,exp_g2,7
1,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,2.745,1,,,73,exp_g2,7
9,25,l2,t,es,na,0.909694,lshift,1,NA,lshift,2.502,1,,,73,exp_g2,7
