,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
67,104,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[1.9118039989843965],68,exp_g1,1
59,105,l2,f,en,na,-,,2,None,,NA,NA,['lshift'],[1.510995874996297],68,exp_g1,1
66,106,l2,f,en,na,1.203962,,2,None,,NA,NA,['lshift'],[1.370055083069019],68,exp_g1,1
64,107,l2,f,en,na,0.740095,,2,None,,NA,NA,"['lshift', 'rshift']","[1.4194422489963472, 2.0945185830350965]",68,exp_g1,1
57,108,l2,f,en,na,0.818995,,2,None,,NA,NA,['lshift'],[2.8795268739340827],68,exp_g1,1
54,109,l2,f,en,na,0.344097,,2,None,,NA,NA,['lshift'],[1.2937887919833884],68,exp_g1,1
65,110,l2,f,en,na,0.973278,,2,None,,NA,NA,['lshift'],[1.541196292033419],68,exp_g1,1
2,131,l1,t,es,f0u,0.7884375,lshift,1,,lshift,3.436666167,1,,,68,exp_g1,1
17,132,l1,t,es,f0u,0.92128125,rshift,1,,rshift,2.553308083,1,,,68,exp_g1,1
32,133,l1,t,es,f0u,0.77825,lshift,1,,lshift,2.556124708,1,,,68,exp_g1,1
24,134,l1,t,es,f0u,0.91259375,rshift,1,,lshift,3.126492208,0,,,68,exp_g1,1
13,135,l1,t,es,f0u,0.8595,lshift,1,,lshift,2.400553999,1,,,68,exp_g1,1
23,136,l1,t,es,f0u,0.974875,rshift,1,,rshift,3.471286208,1,,,68,exp_g1,1
31,137,l1,t,es,f0u,0.635125,lshift,1,,lshift,2.272429375,1,,,68,exp_g1,1
5,138,l1,t,es,f0u,0.9708125,rshift,1,,rshift,3.201570541,1,,,68,exp_g1,1
10,139,l1,t,es,f0u,1.1799375,lshift,1,,lshift,2.843328583,1,,,68,exp_g1,1
4,140,l1,t,es,f0u,1.108625,rshift,1,,lshift,4.483283958,0,,,68,exp_g1,1
39,161,l2,t,es,f0c,0.75509375,,2,1,,NA,NA,"['lshift', 'rshift']","[1.8137124580098316, 2.4529573330655694]",68,exp_g1,1
58,162,l2,t,es,f0c,0.73509375,,2,1,,NA,NA,"['lshift', 'rshift']","[1.4376144169364125, 2.2853007919620723]",68,exp_g1,1
52,163,l2,t,es,f0c,1.55846875,,2,1,,NA,NA,"['lshift', 'rshift']","[1.967455375008285, 3.2278869580477476]",68,exp_g1,1
53,164,l2,t,es,f0c,0.69834375,,2,1,,NA,NA,"['lshift', 'rshift']","[1.6627742919372395, 2.3540242079179734]",68,exp_g1,1
60,165,l2,t,es,f0c,0.825,,2,1,,NA,NA,"['lshift', 'rshift']","[1.6158061659662053, 2.182483748998493]",68,exp_g1,1
61,166,l2,t,es,f0c,1.63628125,,2,1,,NA,NA,"['lshift', 'rshift']","[1.4496714579872787, 3.0149214999983087]",68,exp_g1,1
49,167,l2,t,es,f0c,1.025125,,2,1,,NA,NA,"['lshift', 'rshift']","[1.5410607079975307, 2.551621332997456]",68,exp_g1,1
40,168,l2,t,es,f0c,0.739,,2,1,,NA,NA,"['lshift', 'rshift']","[1.5553736239671707, 2.5001145830610767]",68,exp_g1,1
36,169,l2,t,es,f0c,1.2804375,,2,1,,NA,NA,"['lshift', 'lshift', 'rshift']","[-0.7024588750209659, 1.5209029580000788, 2.857086666044779]",68,exp_g1,1
48,170,l2,t,es,f0c,0.82653125,,2,1,,NA,NA,"['lshift', 'rshift']","[1.390549375093542, 2.3334637080552056]",68,exp_g1,1
