,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
44,71,l1,f,en,na,1.261129,,2,None,,,NA,['lshift'],[1.8078138750279322],28,exp_g2,3
47,72,l1,f,en,na,0.83156,,2,None,,,NA,['lshift'],[1.2060993750346825],28,exp_g2,3
63,73,l1,f,en,na,0.877576,,2,None,,,NA,['lshift'],[1.1847663749940693],28,exp_g2,3
46,74,l1,f,en,na,0.396484,,2,None,,,NA,['lshift'],[1.2186855409527197],28,exp_g2,3
43,75,l1,f,en,na,0.913493,,2,None,,,NA,['lshift'],[2.7750441659009084],28,exp_g2,3
31,96,l2,f,en,na,-,rshift,1,,rshift,1.689101208,1,,,28,exp_g2,3
8,97,l2,f,en,na,-,lshift,1,,lshift,2.078482708,1,,,28,exp_g2,3
10,98,l2,f,en,na,0.376142,rshift,1,,rshift,2.034419334,1,,,28,exp_g2,3
21,99,l2,f,en,na,0.462405,lshift,1,,lshift,1.494466833,1,,,28,exp_g2,3
15,100,l2,f,en,na,-,rshift,1,,rshift,1.813425958,1,,,28,exp_g2,3
33,101,l2,f,en,na,0.924484,lshift,1,,lshift,2.078134917,1,,,28,exp_g2,3
1,102,l2,f,en,na,1.021105,rshift,1,,rshift,2.035493125,1,,,28,exp_g2,3
14,103,l2,f,en,na,0.594925,lshift,1,,lshift,2.071074,1,,,28,exp_g2,3
30,104,l2,f,en,na,-,rshift,1,,rshift,1.921852708,1,,,28,exp_g2,3
34,105,l2,f,en,na,-,lshift,1,,lshift,1.579104458,1,,,28,exp_g2,3
4,106,l2,f,en,na,1.203962,rshift,1,,rshift,2.594853625,1,,,28,exp_g2,3
17,107,l2,f,en,na,0.740095,lshift,1,,lshift,2.129358792,1,,,28,exp_g2,3
11,108,l2,f,en,na,0.818995,rshift,1,,rshift,3.883776,1,,,28,exp_g2,3
24,109,l2,f,en,na,0.344097,lshift,1,,lshift,1.661457583,1,,,28,exp_g2,3
19,110,l2,f,en,na,0.973278,rshift,1,,rshift,2.376817833,1,,,28,exp_g2,3
25,141,l2,t,es,f0u,0.75509375,lshift,1,,lshift,2.04369275,1,,,28,exp_g2,3
18,142,l2,t,es,f0u,0.73509375,rshift,1,,None,,0,,,28,exp_g2,3
16,143,l2,t,es,f0u,1.55846875,lshift,1,,None,,0,,,28,exp_g2,3
13,144,l2,t,es,f0u,0.69834375,rshift,1,,rshift,2.631934125,1,,,28,exp_g2,3
7,145,l2,t,es,f0u,0.825,lshift,1,,lshift,2.040983666,1,,,28,exp_g2,3
23,146,l2,t,es,f0u,1.63628125,rshift,1,,rshift,3.022894667,1,,,28,exp_g2,3
3,147,l2,t,es,f0u,1.025125,lshift,1,,None,,0,,,28,exp_g2,3
12,148,l2,t,es,f0u,0.739,rshift,1,,rshift,2.977680583,1,,,28,exp_g2,3
5,149,l2,t,es,f0u,1.2804375,lshift,1,,lshift,2.71728875,1,,,28,exp_g2,3
35,150,l2,t,es,f0u,0.82653125,rshift,1,,lshift,1.804094167,0,,,28,exp_g2,3
53,151,l1,t,es,f0c,0.7884375,,2,1,,,NA,"['lshift', 'rshift']","[1.5235517079709098, 2.134467708063312]",28,exp_g2,3
39,152,l1,t,es,f0c,0.92128125,,2,1,,,NA,"['lshift', 'rshift']","[1.4021387500688434, 2.3510908749885857]",28,exp_g2,3
65,153,l1,t,es,f0c,0.77825,,2,1,,,NA,"['lshift', 'rshift']","[1.9069115419406444, 2.91100037493743]",28,exp_g2,3
61,154,l1,t,es,f0c,0.91259375,,2,1,,,NA,"['lshift', 'rshift']","[1.8266665829578415, 2.654489165986888]",28,exp_g2,3
51,155,l1,t,es,f0c,0.8595,,2,1,,,NA,"['lshift', 'rshift']","[1.4962552500655875, 2.1342154170852154]",28,exp_g2,3
37,156,l1,t,es,f0c,0.974875,,2,1,,,NA,"['lshift', 'rshift']","[1.4882315000286326, 2.2514472079928964]",28,exp_g2,3
45,157,l1,t,es,f0c,0.635125,,2,1,,,NA,"['lshift', 'rshift']","[1.2131880419328809, 2.1954336250200868]",28,exp_g2,3
36,158,l1,t,es,f0c,0.9708125,,2,1,,,NA,"['lshift', 'rshift']","[1.2450895410729572, 2.2087631250033155]",28,exp_g2,3
70,159,l1,t,es,f0c,1.1799375,,2,1,,,NA,"['lshift', 'rshift']","[1.2372437079902738, 2.416614415938966]",28,exp_g2,3
52,160,l1,t,es,f0c,1.108625,,2,1,,,NA,"['lshift', 'rshift']","[1.6120602079899982, 2.6619776249863207]",28,exp_g2,3
