,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
1,11,l1,t,es,na,0.944375,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.302900000005934,3.5614000000059605]",67,exp_g2,-1
2,12,l1,t,es,na,0.823703,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.485699999988128,4.201000000000022]",67,exp_g2,-1
3,13,l1,t,es,na,1.352093,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.2323000000119464,3.167900000005943]",67,exp_g2,-1
4,14,l1,t,es,na,0.788685,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.016700000017863,3.281900000005976]",67,exp_g2,-1
5,15,l1,t,es,na,0.882114,,2,1,,NA,NA,"[""lshift"",""rshift""]","[1.7240999999940527,2.8716999999880954]",67,exp_g2,-1
6,16,l1,t,es,na,1.694902,,2,1,,NA,NA,"[""lshift"",""rshift""]","[3.967199999988111,4.156599999994057]",67,exp_g2,-1
7,17,l1,t,es,na,1.328805,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.0526999999880218,3.0040999999940823]",67,exp_g2,-1
8,18,l1,t,es,na,0.900375,,2,1,,NA,NA,"[""rshift"",""lshift""]","[4.087099999994052,4.9669999999999845]",67,exp_g2,-1
9,19,l1,t,es,na,1.44153,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.4349000000058822,3.2810999999940123]",67,exp_g2,-1
10,20,l1,t,es,na,0.99676,,2,1,,NA,NA,"[""lshift"",""rshift""]","[2.035799999982089,2.9537999999820954]",67,exp_g2,-1
11,21,l2,t,es,na,0.704021,lshift,1,NA,rshift,2.753,0,,,67,exp_g2,-1
12,22,l2,t,es,na,0.863963,rshift,1,NA,rshift,2.6522,1,,,67,exp_g2,-1
13,23,l2,t,es,na,0.806296,lshift,1,NA,rshift,2.6194,0,,,67,exp_g2,-1
14,24,l2,t,es,na,0.817267,rshift,1,NA,rshift,2.8863,1,,,67,exp_g2,-1
15,25,l2,t,es,na,0.909694,lshift,1,NA,rshift,2.8523,0,,,67,exp_g2,-1
16,26,l2,t,es,na,0.977641,rshift,1,NA,,NA,0,,,67,exp_g2,-1
17,27,l2,t,es,na,0.619246,lshift,1,NA,lshift,2.5765,1,,,67,exp_g2,-1
18,28,l2,t,es,na,0.937816,rshift,1,NA,rshift,3.317,1,,,67,exp_g2,-1
19,29,l2,t,es,na,1.122001,lshift,1,NA,lshift,3.201,1,,,67,exp_g2,-1
20,30,l2,t,es,na,1.133667,rshift,1,NA,rshift,3.2216,1,,,67,exp_g2,-1
21,61,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[2.6866999999880363],67,exp_g2,-1
22,62,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[2.092400000006023],67,exp_g2,-1
23,63,l1,f,en,na,0.351376,,2,NA,,NA,NA,"[""lshift""]",[2.2382999999820754],67,exp_g2,-1
24,64,l1,f,en,na,0.428572,,2,NA,,NA,NA,"[""lshift""]",[2.5055000000000973],67,exp_g2,-1
25,65,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.8996000000238382],67,exp_g2,-1
26,66,l1,f,en,na,0.780001,,2,NA,,NA,NA,"[""lshift""]",[2.2051999999880536],67,exp_g2,-1
27,67,l1,f,en,na,0.950804,,2,NA,,NA,NA,"[""lshift""]",[2.117200000017874],67,exp_g2,-1
28,68,l1,f,en,na,0.600784,,2,NA,,NA,NA,"[""lshift""]",[2.8555999999940695],67,exp_g2,-1
29,69,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[1.9700999999940905],67,exp_g2,-1
30,70,l1,f,en,na,-,,2,NA,,NA,NA,"[""lshift""]",[2.2068000000118673],67,exp_g2,-1
31,71,l1,f,en,na,1.261129,,2,NA,,NA,NA,"[""lshift""]",[4.2654999999999745],67,exp_g2,-1
32,72,l1,f,en,na,0.83156,,2,NA,,NA,NA,"[""lshift""]",[2.2511000000238255],67,exp_g2,-1
33,73,l1,f,en,na,0.877576,,2,NA,,NA,NA,"[""lshift""]",[1.9188000000119132],67,exp_g2,-1
34,74,l1,f,en,na,0.396484,,2,NA,,NA,NA,"[""lshift""]",[2.2502999999821327],67,exp_g2,-1
35,75,l1,f,en,na,0.913493,,2,NA,,NA,NA,"[""lshift""]",[2.103400000005877],67,exp_g2,-1
36,96,l2,f,en,na,-,rshift,1,NA,rshift,2.1349,1,,,67,exp_g2,-1
37,97,l2,f,en,na,-,lshift,1,NA,lshift,2.849,1,,,67,exp_g2,-1
