participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_key.rt,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,127,l2,f,sp,na,audio/127.wav,,l2_f_sp_na_127,,,,,,,image/cat.png,image/dog.png,cat,lshift,lshift,1,2.2659,0,44,44,31,1,1,cat,dog,cat,dog,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,101,l2,f,en,na,audio/101.wav,,l2_f_en_na_101,,,,,,,image/computer.png,image/bag.png,computer,lshift,lshift,1,2.1419,0,45,45,5,1,1,computer,bag,computer,bag,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,117,l2,f,se,na,audio/117.wav,,l2_f_se_na_117,,,,,,,image/spongebob.png,image/mickeymouse.png,spongebob,lshift,lshift,1,2.192,0,46,46,21,1,1,spongebob,mickeymouse,spongebob,mickeymouse,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,130,l2,f,sp,na,audio/130.wav,,l2_f_sp_na_130,,,,,,,image/socks.png,image/glasses.png,glasses,rshift,rshift,1,1.9967,0,47,47,34,1,1,glasses,socks,socks,glasses,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,116,l2,f,se,na,audio/116.wav,,l2_f_se_na_116,,,,,,,image/sweatpants.png,image/boxers.png,boxers,rshift,rshift,1,2.2252,0,48,48,20,1,1,boxers,sweatpants,sweatpants,boxers,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,118,l2,f,se,na,audio/118.wav,,l2_f_se_na_118,,,,,,,image/icecream.png,image/donut.png,donut,rshift,rshift,1,1.8449,0,49,49,22,1,1,donut,icecream,icecream,donut,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,026,l2,t,es,na,audio/026.wav,,l2_t_es_na_026,,,,,,,image/village.png,image/grandma.png,grandma,rshift,rshift,1,2.1915,0,50,50,40,1,1,grandma,village,village,grandma,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,154,l1,t,es,f0c,audio/154.wav,,l1_t_es_f0c_154,,,,,,,image/basket.png,image/truck.png,truck,rshift,rshift,1,3.4741,0,51,51,48,1,1,truck,basket,basket,truck,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,021,l2,t,es,na,audio/021.wav,,l2_t_es_na_021,,,,,,,image/jacket.png,image/flipflops.png,jacket,lshift,lshift,1,2.248,0,52,52,35,1,1,jacket,flipflops,jacket,flipflops,,,,,,,,,,,,,,,,
033,001,2023-10-12_11h56.31.376,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,099,l2,f,en,na,audio/099.wav,,l2_f_en_na_099,,,,,,,image/dog.png,image/cat.png,dog,lshift,lshift,1,1.6992,0,53,53,3,1,1,dog,cat,dog,cat,,,,,,,,,,,,,,,,
