participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_key.rt,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_retrial.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,115,l2,f,se,na,audio/115.wav,,l2_f_se_na_115,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.1984999999999673,2.0465000000000373]",0,41,41,19,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,164,l2,t,es,f0c,audio/164.wav,,l2_t_es_f0c_164,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5539000000356964,2.0692000000476582]",0,42,42,48,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,127,l2,f,sp,na,audio/127.wav,,l2_f_sp_na_127,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3769999999999527],0,43,43,31,1,
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,111,l2,f,se,na,audio/111.wav,,l2_f_se_na_111,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.3194000000357846,2.135600000023828]",0,44,44,15,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,28,l2,t,es,na,audio/028.wav,,l2_t_es_na_028,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3999999999999773,2.284599999964257]",0,45,45,42,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,114,l2,f,se,na,audio/114.wav,,l2_f_se_na_114,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3348999999761872],0,46,46,18,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,105,l2,f,en,na,audio/105.wav,,l2_f_en_na_105,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2999999999999545],0,47,47,9,1,
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,119,l2,f,se,na,audio/119.wav,,l2_f_se_na_119,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.2681000000238782,2.228800000012029]",0,48,48,23,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,30,l2,t,es,na,audio/030.wav,,l2_t_es_na_030,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.333900000035669,2.31870000004767]",0,49,49,44,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,129,l2,f,sp,na,audio/129.wav,,l2_f_sp_na_129,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3850000000001046],0,50,50,33,1,
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,170,l2,t,es,f0c,audio/170.wav,,l2_t_es_f0c_170,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.31870000004767,2.0592000000476673]",0,51,51,54,1,1
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,99,l2,f,en,na,audio/099.wav,,l2_f_en_na_099,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2498000000118736],0,52,52,3,1,
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,121,l2,f,sp,na,audio/121.wav,,l2_f_sp_na_121,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.35140000003571],0,53,53,25,1,
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,110,l2,f,en,na,audio/110.wav,,l2_f_en_na_110,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.5448000000119464],0,54,54,14,1,
21,1,2023-09-05_18h32.55.031,exp_g1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
