participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_trial_key.rt,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,126,l2,f,sp,na,audio/126.wav,,l2_f_sp_na_126,,,,,,,image/backpack.png,image/key.png,key,rshift,,rshift,1,2.8229,0,46,46,30,1,1,key,backpack,backpack,key,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,160,l1,t,es,f0c,audio/160.wav,,l1_t_es_f0c_160,,,,,,,image/ring.png,image/bracelet.png,bracelet,rshift,,rshift,1,3.9841,0,47,47,54,1,1,bracelet,ring,ring,bracelet,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,124,l2,f,sp,na,audio/124.wav,,l2_f_sp_na_124,,,,,,,image/bag.png,image/bed.png,bed,rshift,,rshift,1,2.3622,0,48,48,28,1,1,bed,bag,bag,bed,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,154,l1,t,es,f0c,audio/154.wav,,l1_t_es_f0c_154,,,,,,,image/basket.png,image/truck.png,truck,rshift,,lshift,0,2.9724,0,49,49,48,1,1,truck,basket,basket,truck,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,104,l2,f,en,na,audio/104.wav,,l2_f_en_na_104,,,,,,,image/shirt.png,image/bag.png,bag,rshift,,rshift,1,2.0671,0,50,50,8,1,1,bag,shirt,shirt,bag,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,100,l2,f,en,na,audio/100.wav,,l2_f_en_na_100,,,,,,,image/wallet.png,image/scarf.png,scarf,rshift,,rshift,1,2.0785,0,51,51,4,1,1,scarf,wallet,wallet,scarf,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,130,l2,f,sp,na,audio/130.wav,,l2_f_sp_na_130,,,,,,,image/socks.png,image/glasses.png,glasses,rshift,,rshift,1,2.348,0,52,52,34,1,1,glasses,socks,socks,glasses,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,024,l2,t,es,na,audio/024.wav,,l2_t_es_na_024,,,,,,,image/bed.png,image/jug.png,jug,rshift,,rshift,1,3.1288,0,53,53,38,1,1,jug,bed,bed,jug,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,110,l2,f,en,na,audio/110.wav,,l2_f_en_na_110,,,,,,,image/dog.png,image/cat.png,cat,rshift,,rshift,1,2.4685,0,54,54,14,1,1,cat,dog,dog,cat,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift""]",[1.9120000000000346],0,0,0,0,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift""]",[2.70900000000006],0,1,1,1,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[1.7170000000000982],0,2,2,2,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[1.8329999999998563],0,3,3,3,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.6014000000004671,3.00640000000044]",0,4,4,4,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.5047000000001844,2.5010999999994965]",0,5,5,5,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.531100000000606,2.4501000000007025]",0,6,6,6,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4669000000003507,2.056900000000496]",0,7,7,7,1,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,089,l1,f,sp,na,audio/089.wav,,l1_f_sp_na_089,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3545999999996639],0,0,0,28,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,013,l1,t,es,na,audio/013.wav,,l1_t_es_na_013,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5009999999999764,2.875]",0,1,1,37,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,073,l1,f,en,na,audio/073.wav,,l1_f_en_na_073,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.29950000000008],0,2,2,12,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,088,l1,f,sp,na,audio/088.wav,,l1_f_sp_na_088,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.2338000000008833],0,3,3,27,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,085,l1,f,se,na,audio/085.wav,,l1_f_se_na_085,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.5507999999997537,2.6507000000001426]",0,4,4,24,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,074,l1,f,en,na,audio/074.wav,,l1_f_en_na_074,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.7550000000001091],0,5,5,13,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,095,l1,f,sp,na,audio/095.wav,,l1_f_sp_na_095,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.718600000000606,2.3350000000000364]",0,6,6,34,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,080,l1,f,se,na,audio/080.wav,,l1_f_se_na_080,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.5,2.6171000000003914]",0,7,7,19,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,016,l1,t,es,na,audio/016.wav,,l1_t_es_na_016,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.6322999999997592,3.08409999999958]",0,8,8,40,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,083,l1,f,se,na,audio/083.wav,,l1_f_se_na_083,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift"",""rshift""]","[1.4026999999991858,2.0026999999993222,2.570199999999204]",0,9,9,22,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,066,l1,f,en,na,audio/066.wav,,l1_f_en_na_066,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.6175000000000637],0,10,10,5,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,075,l1,f,en,na,audio/075.wav,,l1_f_en_na_075,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.7336000000007061],0,11,11,14,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,062,l1,f,en,na,audio/062.wav,,l1_f_en_na_062,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.367799999999761,1.7861999999990985]",0,12,12,1,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,069,l1,f,en,na,audio/069.wav,,l1_f_en_na_069,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.6517999999998665],0,13,13,8,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,067,l1,f,en,na,audio/067.wav,,l1_f_en_na_067,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.785099999999602],0,14,14,6,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,019,l1,t,es,na,audio/019.wav,,l1_t_es_na_019,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4014999999999418,2.7749000000003434]",0,15,15,43,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,094,l1,f,sp,na,audio/094.wav,,l1_f_sp_na_094,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.8165000000001328],0,16,16,33,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,011,l1,t,es,na,audio/011.wav,,l1_t_es_na_011,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5690999999997075,2.4685999999996966]",0,17,17,35,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,084,l1,f,se,na,audio/084.wav,,l1_f_se_na_084,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.4355999999995674,2.7174999999999727]",0,18,18,23,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,012,l1,t,es,na,audio/012.wav,,l1_t_es_na_012,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4514000000003762,2.3190000000001874]",0,19,19,36,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,142,l2,t,es,f0u,audio/142.wav,,l2_t_es_f0u_142,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.6014999999999873,2.1825999999996384]",0,20,20,46,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,148,l2,t,es,f0u,audio/148.wav,,l2_t_es_f0u_148,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.455199999999195,2.0174999999999272]",0,21,21,52,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,070,l1,f,en,na,audio/070.wav,,l1_f_en_na_070,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.5002000000001772],0,22,22,9,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,078,l1,f,se,na,audio/078.wav,,l1_f_se_na_078,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.7055999999997766,2.6849000000004253]",0,23,23,17,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,015,l1,t,es,na,audio/015.wav,,l1_t_es_na_015,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.9175000000000182,2.283800000000838]",0,24,24,39,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,090,l1,f,sp,na,audio/090.wav,,l1_f_sp_na_090,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.9061999999994441],0,25,25,29,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,018,l1,t,es,na,audio/018.wav,,l1_t_es_na_018,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[2.486200000000281,2.75200000000018]",0,26,26,42,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,065,l1,f,en,na,audio/065.wav,,l1_f_en_na_065,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.3729000000002998],0,27,27,4,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,061,l1,f,en,na,audio/061.wav,,l1_f_en_na_061,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.568299999999681],0,28,28,0,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,087,l1,f,sp,na,audio/087.wav,,l1_f_sp_na_087,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.5331000000005588],0,29,29,26,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,077,l1,f,se,na,audio/077.wav,,l1_f_se_na_077,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.785799999999881,2.2183999999995194]",0,30,30,16,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,014,l1,t,es,na,audio/014.wav,,l1_t_es_na_014,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.70479999999975,2.2339000000004035]",0,31,31,38,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,145,l2,t,es,f0u,audio/145.wav,,l2_t_es_f0u_145,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5499000000004344,2.151100000000497]",0,32,32,49,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,146,l2,t,es,f0u,audio/146.wav,,l2_t_es_f0u_146,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[2.3089000000002216,2.9344999999998436]",0,33,33,50,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,063,l1,f,en,na,audio/063.wav,,l1_f_en_na_063,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.6322999999997592],0,34,34,2,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,141,l2,t,es,f0u,audio/141.wav,,l2_t_es_f0u_141,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5327000000002045,2.0697999999999865]",0,35,35,45,1,1
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,086,l1,f,sp,na,audio/086.wav,,l1_f_sp_na_086,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.4342000000001462],0,36,36,25,1,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,147,l2,t,es,f0u,audio/147.wav,,l2_t_es_f0u_147,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.8211000000005697,2.316900000000487]",0,37,37,51,1,1
