participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_trial_key.rt,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,105,l2,f,en,na,audio/105.wav,,l2_f_en_na_105,,,,,,,image/bed.png,image/plane.png,bed,lshift,,lshift,1,3.0237,0,26,26,9,1,1,bed,plane,bed,plane,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,122,l2,f,sp,na,audio/122.wav,,l2_f_sp_na_122,,,,,,,image/desk.png,image/chair.png,chair,rshift,,rshift,1,3.3501,0,27,27,26,1,1,chair,desk,desk,chair,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,117,l2,f,se,na,audio/117.wav,,l2_f_se_na_117,,,,,,,image/spongebob.png,image/mickeymouse.png,spongebob,lshift,,lshift,1,2.6501,0,28,28,21,1,1,spongebob,mickeymouse,spongebob,mickeymouse,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,102,l2,f,en,na,audio/102.wav,,l2_f_en_na_102,,,,,,,image/socks.png,image/book.png,books,rshift,,rshift,1,2.6344,0,29,29,6,1,1,books,socks,socks,book,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,121,l2,f,sp,na,audio/121.wav,,l2_f_sp_na_121,,,,,,,image/shoe.png,image/glasses.png,shoe,lshift,,lshift,1,2.3615,0,30,30,25,1,1,shoe,glasses,shoe,glasses,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,111,l2,f,se,na,audio/111.wav,,l2_f_se_na_111,,,,,,,image/mashedpotatoes.png,image/donut.png,mashedpotatoes,lshift,,lshift,1,2.9666,0,31,31,15,1,1,mashedpotatoes,donut,mashedpotatoes,donut,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,022,l2,t,es,na,audio/022.wav,,l2_t_es_na_022,,,,,,,image/dog.png,image/cat.png,cat,rshift,,rshift,1,3.3995,0,32,32,36,1,1,cat,dog,dog,cat,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,158,l1,t,es,f0c,audio/158.wav,,l1_t_es_f0c_158,,,,,,,image/pants.png,image/shirt.png,shirt,rshift,,rshift,1,3.2273,0,33,33,52,1,1,shirt,pants,pants,shirt,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,155,l1,t,es,f0c,audio/155.wav,,l1_t_es_f0c_155,,,,,,,image/flipflops.png,image/flower.png,flipflops,lshift,,lshift,1,2.3422,0,34,34,49,1,1,flipflops,flower,flipflops,flower,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,099,l2,f,en,na,audio/099.wav,,l2_f_en_na_099,,,,,,,image/dog.png,image/cat.png,dog,lshift,,lshift,1,2.1399,0,35,35,3,1,1,dog,cat,dog,cat,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,156,l1,t,es,f0c,audio/156.wav,,l1_t_es_f0c_156,,,,,,,image/city.png,image/village.png,village,rshift,,rshift,1,2.6674,0,36,36,50,1,1,village,city,city,village,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,026,l2,t,es,na,audio/026.wav,,l2_t_es_na_026,,,,,,,image/village.png,image/grandma.png,grandma,rshift,,rshift,1,2.3851,0,37,37,40,1,1,grandma,village,village,grandma,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,103,l2,f,en,na,audio/103.wav,,l2_f_en_na_103,,,,,,,image/toys.png,image/sneakers.png,toys,lshift,,lshift,1,2.3404,0,38,38,7,1,1,toys,sneakers,toys,sneakers,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,151,l1,t,es,f0c,audio/151.wav,,l1_t_es_f0c_151,,,,,,,image/cat.png,image/flower.png,cat,lshift,,lshift,1,2.3964,0,39,39,45,1,1,cat,flower,cat,flower,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,098,l2,f,en,na,audio/098.wav,,l2_f_en_na_098,,,,,,,image/man.png,image/woman.png,woman,rshift,,rshift,1,2.1352,0,40,40,2,1,1,woman,man,man,woman,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,101,l2,f,en,na,audio/101.wav,,l2_f_en_na_101,,,,,,,image/computer.png,image/bag.png,computer,lshift,,lshift,1,2.3769,0,41,41,5,1,1,computer,bag,computer,bag,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,023,l2,t,es,na,audio/023.wav,,l2_t_es_na_023,,,,,,,image/wine.png,image/cellphone.png,wine,lshift,,lshift,1,2.8016,0,42,42,37,1,1,wine,cellphone,wine,cellphone,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,030,l2,t,es,na,audio/030.wav,,l2_t_es_na_030,,,,,,,image/flipflops.png,image/boy.png,boy,rshift,,rshift,1,2.958,0,43,43,44,1,1,boy,flipflops,flipflops,boy,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,123,l2,f,sp,na,audio/123.wav,,l2_f_sp_na_123,,,,,,,image/sweater.png,image/cellphone.png,sweater,lshift,,lshift,1,2.2661,0,44,44,27,1,1,sweater,cellphone,sweater,cellphone,,,,,,,,,,,,,,,,
054,001,2023-10-12_12h40.24.192,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,113,l2,f,se,na,audio/113.wav,,l2_f_se_na_113,,,,,,,image/loafers.png,image/sneakers.png,loafers,lshift,,lshift,1,2.2241,0,45,45,17,1,1,loafers,sneakers,loafers,sneakers,,,,,,,,,,,,,,,,
