participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_key.rt,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,101,l2,f,en,na,audio/101.wav,,l2_f_en_na_101,,,,,,,image/computer.png,image/bag.png,computer,lshift,lshift,1,2.3657,0,19,19,5,1,1,computer,bag,computer,bag,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,146,l2,t,es,f0u,audio/146.wav,,l2_t_es_f0u_146,,,,,,,image/cellphone.png,image/flipflops.png,flipflops,rshift,rshift,1,2.9649,0,20,20,50,1,1,flipflops,cellphone,cellphone,flipflops,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,118,l2,f,se,na,audio/118.wav,,l2_f_se_na_118,,,,,,,image/icecream.png,image/donut.png,donut,rshift,rshift,1,1.8434,0,21,21,22,1,1,donut,icecream,icecream,donut,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,100,l2,f,en,na,audio/100.wav,,l2_f_en_na_100,,,,,,,image/wallet.png,image/scarf.png,scarf,rshift,rshift,1,1.4305,0,22,22,4,1,1,scarf,wallet,wallet,scarf,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,102,l2,f,en,na,audio/102.wav,,l2_f_en_na_102,,,,,,,image/socks.png,image/book.png,books,rshift,lshift,0,2.1492,0,23,23,6,1,1,books,socks,socks,book,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,125,l2,f,sp,na,audio/125.wav,,l2_f_sp_na_125,,,,,,,image/desk.png,image/bottle.png,desk,lshift,lshift,1,2.4737,0,24,24,29,1,1,desk,bottle,desk,bottle,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,116,l2,f,se,na,audio/116.wav,,l2_f_se_na_116,,,,,,,image/sweatpants.png,image/boxers.png,boxers,rshift,rshift,1,2.3951,0,25,25,20,1,1,boxers,sweatpants,sweatpants,boxers,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,127,l2,f,sp,na,audio/127.wav,,l2_f_sp_na_127,,,,,,,image/cat.png,image/dog.png,cat,lshift,lshift,1,1.7478,0,26,26,31,1,1,cat,dog,cat,dog,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,097,l2,f,en,na,audio/097.wav,,l2_f_en_na_097,,,,,,,image/ring.png,image/belt.png,ring,lshift,lshift,1,1.9441,0,27,27,1,1,1,ring,belt,ring,belt,,,,,,,,,,,,,,,,
091,001,2023-09-14_12h03.00.504,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,103,l2,f,en,na,audio/103.wav,,l2_f_en_na_103,,,,,,,image/toys.png,image/sneakers.png,toys,lshift,lshift,1,1.9735,0,28,28,7,1,1,toys,sneakers,toys,sneakers,,,,,,,,,,,,,,,,
