participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_trial_key.rt,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,027,l2,t,es,na,audio/027.wav,,l2_t_es_na_027,,,,,,,image/shirt.png,image/book.png,shirt,lshift,,lshift,1,2.0148,0,52,52,41,1,1,shirt,book,shirt,book,,,,,,,,,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,097,l2,f,en,na,audio/097.wav,,l2_f_en_na_097,,,,,,,image/ring.png,image/belt.png,ring,lshift,,lshift,1,1.9947,0,53,53,1,1,1,ring,belt,ring,belt,,,,,,,,,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,023,l2,t,es,na,audio/023.wav,,l2_t_es_na_023,,,,,,,image/wine.png,image/cellphone.png,wine,lshift,,rshift,0,2.2673,0,54,54,37,1,1,wine,cellphone,wine,cellphone,,,,,,,,,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[2.026700000047697,4.480800000011925]",0,0,0,0,1,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift""]",[2.3834999999999695],0,1,1,1,1,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[2.4848999999761645],0,2,2,2,1,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[2.402600000023881],0,3,3,3,1,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""lshift""]","[2.8846999999880722,4.567899999976191,4.834699999988118]",0,4,4,4,1,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift"",""lshift"",""rshift""]","[2.084300000011922,2.6498000000119077,3.934900000035725]",0,5,5,5,1,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.7216999999881182,2.175699999988126]",0,6,6,6,1,,,,,,,,
