participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_trial_key.rt,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.6363000000119428,2.0174000000357637]",0,7,7,7,1,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,083,l1,f,se,na,audio/083.wav,,l1_f_se_na_083,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift"",""rshift""]","[1.3633999999761386,1.6823999999761554,2.2959999999999923]",0,0,0,22,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,073,l1,f,en,na,audio/073.wav,,l1_f_en_na_073,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""lshift""]","[1.5554000000357746,2.222900000035793]",0,1,1,12,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,086,l1,f,sp,na,audio/086.wav,,l1_f_sp_na_086,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.317699999988065],0,2,2,25,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,080,l1,f,se,na,audio/080.wav,,l1_f_se_na_080,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.4126000000238719],0,3,3,19,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,076,l1,f,se,na,audio/076.wav,,l1_f_se_na_076,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.2836999999880732],0,4,4,15,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,011,l1,t,es,na,audio/011.wav,,l1_t_es_na_011,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.3704999999999927],0,5,5,35,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,077,l1,f,se,na,audio/077.wav,,l1_f_se_na_077,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.1169000000357414,1.8349000000357591]",0,6,6,16,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,089,l1,f,sp,na,audio/089.wav,,l1_f_sp_na_089,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.2128000000119528],0,7,7,28,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,064,l1,f,en,na,audio/064.wav,,l1_f_en_na_064,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2370000000000232],0,8,8,3,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,018,l1,t,es,na,audio/018.wav,,l1_t_es_na_018,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.1589000000357714,2.1542000000476946]",0,9,9,42,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,068,l1,f,en,na,audio/068.wav,,l1_f_en_na_068,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2393000000118946],0,10,10,7,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,082,l1,f,se,na,audio/082.wav,,l1_f_se_na_082,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.1188999999761222],0,11,11,21,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,071,l1,f,en,na,audio/071.wav,,l1_f_en_na_071,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.1715000000000373],0,12,12,10,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,147,l2,t,es,f0u,audio/147.wav,,l2_t_es_f0u_147,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5018000000118832,2.501800000011883]",0,13,13,51,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,062,l1,f,en,na,audio/062.wav,,l1_f_en_na_062,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2073000000119123],0,14,14,1,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,066,l1,f,en,na,audio/066.wav,,l1_f_en_na_066,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.3757000000476864],0,15,15,5,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,017,l1,t,es,na,audio/017.wav,,l1_t_es_na_017,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4013000000119291,2.467700000047671]",0,16,16,41,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,150,l2,t,es,f0u,audio/150.wav,,l2_t_es_f0u_150,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.1186999999881095,2.250499999999988]",0,17,17,54,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,095,l1,f,sp,na,audio/095.wav,,l1_f_sp_na_095,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3050000000000068],0,18,18,34,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,092,l1,f,sp,na,audio/092.wav,,l1_f_sp_na_092,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.49140000003581],0,19,19,31,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,149,l2,t,es,f0u,audio/149.wav,,l2_t_es_f0u_149,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4839999999999804,2.5018999999761604]",0,20,20,53,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,093,l1,f,sp,na,audio/093.wav,,l1_f_sp_na_093,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.188299999952335],0,21,21,32,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,148,l2,t,es,f0u,audio/148.wav,,l2_t_es_f0u_148,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4498999999761395,2.007399999976144]",0,22,22,52,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,094,l1,f,sp,na,audio/094.wav,,l1_f_sp_na_094,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.4749000000357455],0,23,23,33,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,085,l1,f,se,na,audio/085.wav,,l1_f_se_na_085,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.4053000000118914,2.5356000000238055]",0,24,24,24,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,091,l1,f,sp,na,audio/091.wav,,l1_f_sp_na_091,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.3586000000238414],0,25,25,30,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,013,l1,t,es,na,audio/013.wav,,l1_t_es_na_013,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3496000000238837,2.6349000000357705]",0,26,26,37,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,144,l2,t,es,f0u,audio/144.wav,,l2_t_es_f0u_144,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.823399999976175,2.139800000011917]",0,27,27,48,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,016,l1,t,es,na,audio/016.wav,,l1_t_es_na_016,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3691000000238205,2.9346000000238632]",0,28,28,40,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,074,l1,f,en,na,audio/074.wav,,l1_f_en_na_074,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2678999999761231],0,29,29,13,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,065,l1,f,en,na,audio/065.wav,,l1_f_en_na_065,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.2711999999880845],0,30,30,4,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,061,l1,f,en,na,audio/061.wav,,l1_f_en_na_061,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4351000000238514],0,31,31,0,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,069,l1,f,en,na,audio/069.wav,,l1_f_en_na_069,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.636000000000024],0,32,32,8,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,020,l1,t,es,na,audio/020.wav,,l1_t_es_na_020,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.9678999999761686,2.4891999999881023]",0,33,33,44,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,090,l1,f,sp,na,audio/090.wav,,l1_f_sp_na_090,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.808999999999969],0,34,34,29,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,078,l1,f,se,na,audio/078.wav,,l1_f_se_na_078,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift"",""lshift""]","[1.2523000000119282,1.8651000000238582]",0,35,35,17,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,142,l2,t,es,f0u,audio/142.wav,,l2_t_es_f0u_142,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4988999999761745,2.0188999999761563]",0,36,36,46,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,143,l2,t,es,f0u,audio/143.wav,,l2_t_es_f0u_143,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3845999999641663,2.91989999997611]",0,37,37,47,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,079,l1,f,se,na,audio/079.wav,,l1_f_se_na_079,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift"",""rshift"",""rshift""]","[1.4516999999881364,2.259699999988129,2.9088999999762564,3.1178000000119255]",0,38,38,18,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,141,l2,t,es,f0u,audio/141.wav,,l2_t_es_f0u_141,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.6893999999762173,2.134199999988141]",0,39,39,45,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,084,l1,f,se,na,audio/084.wav,,l1_f_se_na_084,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.5499999999999545],0,40,40,23,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,019,l1,t,es,na,audio/019.wav,,l1_t_es_na_019,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3519999999999754,2.743399999976077]",0,41,41,43,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,088,l1,f,sp,na,audio/088.wav,,l1_f_sp_na_088,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.7181999999880873],0,42,42,27,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,014,l1,t,es,na,audio/014.wav,,l1_t_es_na_014,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.7168000000118582,2.205400000035752]",0,43,43,38,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,015,l1,t,es,na,audio/015.wav,,l1_t_es_na_015,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.30059999996422,2.221699999988118]",0,44,44,39,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,012,l1,t,es,na,audio/012.wav,,l1_t_es_na_012,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.534100000023841,2.24040000003572]",0,45,45,36,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,081,l1,f,se,na,audio/081.wav,,l1_f_se_na_081,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.81790000003582],0,46,46,20,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,067,l1,f,en,na,audio/067.wav,,l1_f_en_na_067,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4918000000119491],0,47,47,6,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,075,l1,f,en,na,audio/075.wav,,l1_f_en_na_075,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4890000000000327],0,48,48,14,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,072,l1,f,en,na,audio/072.wav,,l1_f_en_na_072,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.4012999999522435],0,49,49,11,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,087,l1,f,sp,na,audio/087.wav,,l1_f_sp_na_087,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""rshift""]",[1.6460000000000719],0,50,50,26,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,070,l1,f,en,na,audio/070.wav,,l1_f_en_na_070,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.9340999999641326],0,51,51,9,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,063,l1,f,en,na,audio/063.wav,,l1_f_en_na_063,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift""]",[1.3833000000119],0,52,52,2,1,
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,146,l2,t,es,f0u,audio/146.wav,,l2_t_es_f0u_146,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.474199999988059,2.7110000000000127]",0,53,53,50,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,145,l2,t,es,f0u,audio/145.wav,,l2_t_es_f0u_145,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5170999999642163,2.07469999998807]",0,54,54,49,1,1
648903,001,2023-11-16_11h11.01.336,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
