num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
19.0,l1,t,es,na,../audio/019.wav,,l1_t_es_na_019,,,,,,,../image/boy.png,../image/dog.png,boy,lshift,1,boy,dog,boy,dog,None,,,,,,,,,,0,24,24,43,,,,,,,,,,,,,,,,,,,98.76641145802569,98.98706437496003,lshift,1,2.885078415973112,99.00878875004128,99.74224908260318,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
68.0,l1,f,en,na,../audio/068.wav,,l1_f_en_na_068,,,,,,,../image/socks.png,../image/book.png,socks,lshift,1,socks,book,socks,book,None,,,,,,,,,,0,25,25,7,,,,,,,,,,,,,,,,,,,101.90452333295252,102.12825470801909,lshift,1,2.0177859159884974,102.15473033301532,102.87775870768043,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
79.0,l1,f,se,na,../audio/079.wav,,l1_f_se_na_079,,,,,,,../image/sweatpants.png,../image/jeans.png,jeans,rshift,1,jeans,sweatpants,sweatpants,jeans,None,,,,,,,,,,0,26,26,18,,,,,,,,,,,,,,,,,,,104.18040149996523,104.40336687501986,rshift,1,2.51991158304736,104.42793616594281,105.16158733267027,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
65.0,l1,f,en,na,../audio/065.wav,,l1_f_en_na_065,,,,,,,../image/computer.png,../image/book.png,book,rshift,1,book,computer,computer,book,None,,,,,,,,,,0,27,27,4,,,,,,,,,,,,,,,,,,,106.96027870802209,107.17808374995366,rshift,1,1.7947468750644475,107.20457125001121,107.93765420763908,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
83.0,l1,f,se,na,../audio/083.wav,,l1_f_se_na_083,,,,,,,../image/donut.png,../image/burger.png,burger,rshift,1,burger,donut,donut,burger,None,,,,,,,,,,0,28,28,22,,,,,,,,,,,,,,,,,,,109.01708345802035,109.22793158295099,rshift,1,1.9890690421452746,109.26109545794316,109.98810908262773,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
81.0,l1,f,se,na,../audio/081.wav,,l1_f_se_na_081,,,,,,,../image/boxers.png,../image/sweatpants.png,sweatpants,rshift,1,sweatpants,boxers,boxers,sweatpants,None,,,,,,,,,,0,29,29,20,,,,,,,,,,,,,,,,,,,111.2572255829582,111.4699979579309,rshift,1,2.8324116250732914,111.5030320410151,112.2283112076732,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
16.0,l1,t,es,na,../audio/016.wav,,l1_t_es_na_016,,,,,,,../image/flipflops.png,../image/bag.png,bag,rshift,1,bag,flipflops,flipflops,bag,None,,,,,,,,,,0,30,30,40,,,,,,,,,,,,,,,,,,,114.3381281660404,114.553204332944,rshift,1,2.959787459112704,114.57749583304394,115.31035258266299,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
66.0,l1,f,en,na,../audio/066.wav,,l1_f_en_na_066,,,,,,,../image/bag.png,../image/scarf.png,bag,lshift,1,bag,scarf,bag,scarf,None,,,,,,,,,,0,31,31,5,,,,,,,,,,,,,,,,,,,117.55408941593487,117.75788299995475,lshift,1,2.2526747919619083,117.79119241598528,118.5211566246037,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
73.0,l1,f,en,na,../audio/073.wav,,l1_f_en_na_073,,,,,,,../image/socks.png,../image/tshirt.png,tshirt,rshift,1,tshirt,socks,socks,tshirt,None,,,,,,,,,,0,32,32,12,,,,,,,,,,,,,,,,,,,120.05613054102287,120.27104266593233,rshift,1,2.1889769580448046,120.30448900000192,121.02810324967528,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
85.0,l1,f,se,na,../audio/085.wav,,l1_f_se_na_085,,,,,,,../image/loafers.png,../image/sneakers.png,sneakers,rshift,1,sneakers,loafers,loafers,sneakers,None,,,,,,,,,,0,33,33,24,,,,,,,,,,,,,,,,,,,122.49767412501387,122.71113554097246,rshift,1,2.5078365000663325,122.74394845799543,123.46996112465082,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
76.0,l1,f,se,na,../audio/076.wav,,l1_f_se_na_076,,,,,,,../image/hotdog.png,../image/burger.png,hotdog,lshift,1,hotdog,burger,hotdog,burger,None,,,,,,,,,,0,34,34,15,,,,,,,,,,,,,,,,,,,125.25798920798115,125.4708410409512,lshift,1,2.084878708119504,125.50462362496182,126.22761562461189,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
20.0,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/cellphone.png,../image/backpack.png,backpack,rshift,1,backpack,cellphone,cellphone,backpack,None,,,,,,,,,,0,35,35,44,,,,,,,,,,,,,,,,,,,127.59600699995644,127.80943045800086,rshift,1,2.4960697080241516,127.841721707955,128.5711897496988,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
18.0,l1,t,es,na,../audio/018.wav,,l1_t_es_na_018,,,,,,,../image/cups.png,../image/napkins.png,napkins,rshift,1,napkins,cups,cups,napkins,None,,,,,,,,,,0,36,36,42,,,,,,,,,,,,,,,,,,,130.34174083301332,130.56154770799913,lshift,0,2.986363959033042,130.58777854102664,131.32120687462546,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
84.0,l1,f,se,na,../audio/084.wav,,l1_f_se_na_084,,,,,,,../image/penthouse.png,../image/rocket.png,penthouse,lshift,1,penthouse,rocket,penthouse,rocket,None,,,,,,,,,,0,37,37,23,,,,,,,,,,,,,,,,,,,133.58824970794376,133.80302395799663,lshift,1,2.6910757090663537,133.82759554102086,134.5607336667056,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
133.0,l1,t,es,f0u,../audio/133.wav,,l1_t_es_f0u_133,,,,,,,../image/cellphone.png,../image/book.png,cellphone,lshift,1,cellphone,book,cellphone,book,None,,,,,,,,,,0,38,38,47,,,,,,,,,,,,,,,,,,,136.527963874978,136.7441000000108,lshift,1,2.6671715839765966,136.77703016600572,137.5045977916491,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
132.0,l1,t,es,f0u,../audio/132.wav,,l1_t_es_f0u_132,,,,,,,../image/car.png,../image/grandma.png,grandma,rshift,1,grandma,car,car,grandma,None,,,,,,,,,,0,39,39,46,,,,,,,,,,,,,,,,,,,139.45399233303033,139.67087437503505,rshift,1,2.2503817920805886,139.70449295802973,140.42739945761085,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
71.0,l1,f,en,na,../audio/071.wav,,l1_f_en_na_071,,,,,,,../image/wallet.png,../image/plane.png,plane,rshift,1,plane,wallet,wallet,plane,None,,,,,,,,,,0,40,40,10,,,,,,,,,,,,,,,,,,,141.94874995795544,142.17043208295945,rshift,1,2.659649375011213,142.19217279099394,142.92733237467863,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
74.0,l1,f,en,na,../audio/074.wav,,l1_f_en_na_074,,,,,,,../image/boy.png,../image/woman.png,boy,lshift,1,boy,woman,boy,woman,None,,,,,,,,,,0,41,41,13,,,,,,,,,,,,,,,,,,,144.8690572079504,145.08747212495655,lshift,1,1.8265415829373524,145.10931054095272,145.84300879162427,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
17.0,l1,t,es,na,../audio/017.wav,,l1_t_es_na_017,,,,,,,../image/jug.png,../image/cat.png,jug,lshift,1,jug,cat,jug,cat,None,,,,,,,,,,0,42,42,41,,,,,,,,,,,,,,,,,,,146.9531105409842,147.17091912496835,lshift,1,2.6964357499964535,147.1917211250402,147.9276007495976,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
72.0,l1,f,en,na,../audio/072.wav,,l1_f_en_na_072,,,,,,,../image/dog.png,../image/fish.png,dog,lshift,1,dog,fish,dog,fish,None,,,,,,,,,,0,43,43,11,,,,,,,,,,,,,,,,,,,149.90242075000424,150.11152737494558,lshift,1,2.063160500023514,150.14346549997572,150.8710554576867,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
94.0,l1,f,sp,na,../audio/094.wav,,l1_f_sp_na_094,,,,,,,../image/beer.png,../image/horchata.png,beer,lshift,1,beer,horchata,beer,horchata,None,,,,,,,,,,0,44,44,33,,,,,,,,,,,,,,,,,,,152.20818429102656,152.427748707938,lshift,1,2.5444316669600084,152.45428662502673,153.18767604168195,,,,,,,,,,,,,,,065,001,2023-04-26_16h26.14.078,exp_g1,2022.2.5,None,
