num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp1_key.stopped,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
139.0,l1,t,es,f0u,../audio/139.wav,,l1_t_es_f0u_139,,,,,,,../image/restaurant.png,../image/hotel.png,restaurant,lshift,1,restaurant,hotel,restaurant,hotel,None,,,,,,,,,,0,16,16,53,,,,,,,,,,,,,,,,,,,142.50313604192343,142.69835687498562,lshift,1,2.8433285830542445,142.74917383294087,143.45625329163548,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
17.0,l1,t,es,na,../audio/017.wav,,l1_t_es_na_017,,,,,,,../image/jug.png,../image/cat.png,jug,lshift,1,jug,cat,jug,cat,None,,,,,,,,,,0,17,17,41,,,,,,,,,,,,,,,,,,,145.59451074991375,145.79972841695417,lshift,1,3.812655832967721,145.8394488749327,146.55577512464177,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
15.0,l1,t,es,na,../audio/015.wav,,l1_t_es_na_015,,,,,,,../image/glasses.png,../image/jacket.png,glasses,lshift,1,glasses,jacket,glasses,jacket,None,,,,,,,,,,0,18,18,39,,,,,,,,,,,,,,,,,,,149.6608109169174,149.86617212498095,lshift,1,4.833840915933251,149.9061017499771,150.62078587460954,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
135.0,l1,t,es,f0u,../audio/135.wav,,l1_t_es_f0u_135,,,,,,,../image/flipflops.png,../image/flower.png,flipflops,lshift,1,flipflops,flower,flipflops,flower,None,,,,,,,,,,0,19,19,49,,,,,,,,,,,,,,,,,,,154.74691599991638,154.94951737497468,lshift,1,2.400553999003023,154.98972620791756,155.70577891666133,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
72.0,l1,f,en,na,../audio/072.wav,,l1_f_en_na_072,,,,,,,../image/dog.png,../image/fish.png,dog,lshift,1,dog,fish,dog,fish,None,,,,,,,,,,0,20,20,11,,,,,,,,,,,,,,,,,,,157.3999666669406,157.60631212498993,lshift,1,2.2305397499585524,157.6395062499214,158.36626774963614,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
64.0,l1,f,en,na,../audio/064.wav,,l1_f_en_na_064,,,,,,,../image/wallet.png,../image/key.png,wallet,lshift,1,wallet,key,wallet,key,None,,,,,,,,,,0,21,21,3,,,,,,,,,,,,,,,,,,,159.884830166935,160.08988187497016,lshift,1,2.039571166038513,160.13274537492543,160.8496128746231,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
12.0,l1,t,es,na,../audio/012.wav,,l1_t_es_na_012,,,,,,,../image/newspaper.png,../image/book.png,book,rshift,1,book,newspaper,newspaper,book,None,,,,,,,,,,0,22,22,36,,,,,,,,,,,,,,,,,,,162.17462595796678,162.37281295796856,rshift,1,2.8559895829530433,162.42071454192046,163.1326873746623,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
132.0,l1,t,es,f0u,../audio/132.wav,,l1_t_es_f0u_132,,,,,,,../image/car.png,../image/grandma.png,grandma,rshift,1,grandma,car,car,grandma,None,,,,,,,,,,0,23,23,46,,,,,,,,,,,,,,,,,,,165.27729720796924,165.48177162499633,rshift,1,2.55330808297731,165.52089945797343,166.23961604159948,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
85.0,l1,f,se,na,../audio/085.wav,,l1_f_se_na_085,,,,,,,../image/loafers.png,../image/sneakers.png,sneakers,rshift,1,sneakers,loafers,loafers,sneakers,None,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,168.08771704195533,168.28957329201512,rshift,1,3.477117082918994,168.33294362493325,169.04897562467184,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
80.0,l1,f,se,na,../audio/080.wav,,l1_f_se_na_080,,,,,,,../image/mouse.png,../image/rat.png,mouse,lshift,1,mouse,rat,mouse,rat,None,,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,,,,171.81743516691495,172.022858332959,rshift,0,2.3438974579330534,172.06631420797203,172.7828549586159,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
18.0,l1,t,es,na,../audio/018.wav,,l1_t_es_na_018,,,,,,,../image/cups.png,../image/napkins.png,napkins,rshift,1,napkins,cups,cups,napkins,None,,,,,,,,,,0,26,26,42,,,,,,,,,,,,,,,,,,,174.41902629192919,174.62316295795608,lshift,0,4.755610498948954,174.6660393329803,175.38275295863085,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
77.0,l1,f,se,na,../audio/077.wav,,l1_f_se_na_077,,,,,,,../image/mashedpotatoes.png,../image/donut.png,donut,rshift,1,donut,mashedpotatoes,mashedpotatoes,donut,None,,,,,,,,,,0,27,27,16,,,,,,,,,,,,,,,,,,,179.42659520800225,179.6316480829846,rshift,1,2.3454221239080653,179.67205666692462,180.38925079157733,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
83.0,l1,f,se,na,../audio/083.wav,,l1_f_se_na_083,,,,,,,../image/donut.png,../image/burger.png,burger,rshift,1,burger,donut,donut,burger,None,,,,,,,,,,0,28,28,22,,,,,,,,,,,,,,,,,,,182.03077204199508,182.23276874993462,rshift,1,2.5344860409386456,182.27162483299617,182.9883007086503,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
82.0,l1,f,se,na,../audio/082.wav,,l1_f_se_na_082,,,,,,,../image/mickeymouse.png,../image/spongebob.png,mickeymouse,lshift,1,mickeymouse,spongebob,mickeymouse,spongebob,None,,,,,,,,,,0,29,29,21,,,,,,,,,,,,,,,,,,,184.81679304200225,185.02269399992656,lshift,1,2.480618792003952,185.0556316250004,185.7826719165935,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
90.0,l1,f,sp,na,../audio/090.wav,,l1_f_sp_na_090,,,,,,,../image/bag.png,../image/bottle.png,bag,lshift,1,bag,bottle,bag,bottle,None,,,,,,,,,,0,30,30,29,,,,,,,,,,,,,,,,,,,187.5452053329209,187.74929216690361,lshift,1,2.4863172080367804,187.78606337495148,188.50509474968229,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
20.0,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/cellphone.png,../image/backpack.png,backpack,rshift,1,backpack,cellphone,cellphone,backpack,None,,,,,,,,,,0,31,31,44,,,,,,,,,,,,,,,,,,,190.2875812499551,190.48944483301602,None,0,,190.5328592499718,191.24889308360096,195.53277695795987,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
76.0,l1,f,se,na,../audio/076.wav,,l1_f_se_na_076,,,,,,,../image/hotdog.png,../image/burger.png,hotdog,lshift,1,hotdog,burger,hotdog,burger,None,,,,,,,,,,0,32,32,15,,,,,,,,,,,,,,,,,,,195.53277695795987,195.73940674995538,lshift,1,2.3857622490031645,195.7723453330109,196.49883908365544,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
93.0,l1,f,sp,na,../audio/093.wav,,l1_f_sp_na_093,,,,,,,../image/boy.png,../image/book.png,book,rshift,1,book,boy,boy,book,None,,,,,,,,,,0,33,33,32,,,,,,,,,,,,,,,,,,,198.1783883329481,198.38264591700863,rshift,1,2.2192054169718176,198.4223149169702,199.13903991663054,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
87.0,l1,f,sp,na,../audio/087.wav,,l1_f_sp_na_087,,,,,,,../image/desk.png,../image/bed.png,bed,rshift,1,bed,desk,desk,bed,None,,,,,,,,,,0,34,34,26,,,,,,,,,,,,,,,,,,,200.64947754191235,200.8561456669122,rshift,1,2.7532404579687864,200.8891785419546,201.61597166659,,,,,,,,,,,,,,,,068,001,2023-05-02_12h09.23.391,exp_g1,2022.2.5,None,
