participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_key.rt,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_key.keys,exp1_key.corr,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp1_key.rt,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_retrial.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,028,l2,t,es,na,audio/028.wav,,l2_t_es_na_028,,,,,,,image/pants.png,image/glasses.png,glasses,rshift,rshift,1,0,47,47,42,1,1,glasses,pants,pants,glasses,,2.1899,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,027,l2,t,es,na,audio/027.wav,,l2_t_es_na_027,,,,,,,image/shirt.png,image/book.png,shirt,lshift,lshift,1,0,48,48,41,1,1,shirt,book,shirt,book,,2.3065,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,158,l1,t,es,f0c,audio/158.wav,,l1_t_es_f0c_158,,,,,,,image/pants.png,image/shirt.png,shirt,rshift,rshift,1,0,49,49,52,1,1,shirt,pants,pants,shirt,,2.8249,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,155,l1,t,es,f0c,audio/155.wav,,l1_t_es_f0c_155,,,,,,,image/flipflops.png,image/flower.png,flipflops,lshift,lshift,1,0,50,50,49,1,1,flipflops,flower,flipflops,flower,,2.316,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,030,l2,t,es,na,audio/030.wav,,l2_t_es_na_030,,,,,,,image/flipflops.png,image/boy.png,boy,rshift,rshift,1,0,51,51,44,1,1,boy,flipflops,flipflops,boy,,2.7625,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,130,l2,f,sp,na,audio/130.wav,,l2_f_sp_na_130,,,,,,,image/socks.png,image/glasses.png,glasses,rshift,rshift,1,0,52,52,34,1,1,glasses,socks,socks,glasses,,2.0148,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,123,l2,f,sp,na,audio/123.wav,,l2_f_sp_na_123,,,,,,,image/sweater.png,image/cellphone.png,sweater,lshift,lshift,1,0,53,53,27,1,1,sweater,cellphone,sweater,cellphone,,2.3432,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,127,l2,f,sp,na,audio/127.wav,,l2_f_sp_na_127,,,,,,,image/cat.png,image/dog.png,cat,lshift,lshift,1,0,54,54,31,1,1,cat,dog,cat,dog,,2.3309,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.8668999999761695,3.8802000000476937]",0,0,0,0,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift"",""lshift"",""lshift"",""lshift""]","[2.7770000000000437,3.7231000000238623,4.035600000023862,4.506899999976156]",0,1,1,1,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift"",""rshift"",""rshift"",""rshift"",""rshift""]","[2.1702999999523627,2.7898999999761713,2.94139999997617,3.0990000000000464,3.39679999995235]",0,2,2,2,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift""]",[2.649899999976185],0,3,3,3,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift""]",[3.906299999952296],0,4,4,4,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift""]",[2.0600000000000023],0,5,5,5,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift""]",[2.4711999999285013],0,6,6,6,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.7192999999523408,2.6383999999761727]",0,7,7,7,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift""]",[1.8332999999523167],0,0,0,0,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift""]",[1.9125000000000227],0,1,1,1,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift""]",[1.7161000000238573],0,2,2,2,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift""]",[2.211500000000001],0,3,3,3,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift""]",[2.33069999992847],0,4,4,4,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""rshift""]",[2.226799999952334],0,5,5,5,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.594799999952329,2.220299999952317]",0,6,6,6,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4238000000714806,2.0403999999761595]",0,7,7,7,1,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,077,l1,f,se,na,audio/077.wav,,l1_f_se_na_077,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""rshift"",""rshift""]","[1.7246999999284753,2.0293999999761354,2.642899999976123,2.9521000000238473]",0,0,0,16,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,150,l2,t,es,f0u,audio/150.wav,,l2_t_es_f0u_150,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5576000000238537,2.4735000000000014]",0,1,1,54,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,069,l1,f,en,na,audio/069.wav,,l1_f_en_na_069,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift"",""lshift"",""rshift"",""lshift"",""lshift"",""lshift"",""lshift"",""lshift"",""lshift"",""lshift"",""lshift""]","[1.4228999999761527,1.737299999952313,2.3685999999046317,2.8493999999761854,3.324199999928453,3.477299999952322,3.6308999999761795,3.796699999928478,3.9523999999761372,4.11289999997615,4.275899999976161]",0,2,2,8,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,067,l1,f,en,na,audio/067.wav,,l1_f_en_na_067,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.6870999999046035,2.7916999999284826]",0,3,3,6,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,066,l1,f,en,na,audio/066.wav,,l1_f_en_na_066,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.4377000000476983,2.367899999976146]",0,4,4,5,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,075,l1,f,en,na,audio/075.wav,,l1_f_en_na_075,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.4157999999523554],0,5,5,14,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,064,l1,f,en,na,audio/064.wav,,l1_f_en_na_064,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.4357000000476887],0,6,6,3,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,145,l2,t,es,f0u,audio/145.wav,,l2_t_es_f0u_145,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.434500000000014,2.527399999976126]",0,7,7,49,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,147,l2,t,es,f0u,audio/147.wav,,l2_t_es_f0u_147,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2672999999522858,2.718899999976145]",0,8,8,51,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,148,l2,t,es,f0u,audio/148.wav,,l2_t_es_f0u_148,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2635000000000218,2.1725000000000136]",0,9,9,52,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,016,l1,t,es,na,audio/016.wav,,l1_t_es_na_016,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3786999999284717,3.210199999928477]",0,10,10,40,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,149,l2,t,es,f0u,audio/149.wav,,l2_t_es_f0u_149,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5672000000476487,2.9798000000715206]",0,11,11,53,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,143,l2,t,es,f0u,audio/143.wav,,l2_t_es_f0u_143,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.264899999976194,3.2596999999285003]",0,12,12,47,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,083,l1,f,se,na,audio/083.wav,,l1_f_se_na_083,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""lshift"",""rshift"",""rshift""]","[1.2386000000238369,1.7023999999761372,2.335200000047678,2.641999999999996,3.4048999999761804]",0,13,13,22,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,019,l1,t,es,na,audio/019.wav,,l1_t_es_na_019,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[2.0628000000715474,3.301200000047686]",0,14,14,43,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,086,l1,f,sp,na,audio/086.wav,,l1_f_sp_na_086,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift""]","[1.3860999999046726,2.175199999928509,2.484199999928478,2.791500000000042,2.951399999976161,3.1063999999761904,3.2672999999523427,3.570699999928479,3.7238999999761973,3.8870000000000005,4.042199999928528,4.340000000000032,4.501199999928474,4.654199999928494]",0,15,15,25,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,061,l1,f,en,na,audio/061.wav,,l1_f_en_na_061,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.7294999999999732],0,16,16,0,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,062,l1,f,en,na,audio/062.wav,,l1_f_en_na_062,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.5626999999284408],0,17,17,1,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,141,l2,t,es,f0u,audio/141.wav,,l2_t_es_f0u_141,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.7062000000476019,2.4867000000476764]",0,18,18,45,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,070,l1,f,en,na,audio/070.wav,,l1_f_en_na_070,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.428099999904589],0,19,19,9,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,082,l1,f,se,na,audio/082.wav,,l1_f_se_na_082,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.6948999999760872,2.7738999999761518]",0,20,20,21,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,146,l2,t,es,f0u,audio/146.wav,,l2_t_es_f0u_146,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""lshift"",""rshift""]","[1.3856000000238282,1.8482999999522463,3.0972000000476783]",0,21,21,50,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,063,l1,f,en,na,audio/063.wav,,l1_f_en_na_063,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.288000000000011],0,22,22,2,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,095,l1,f,sp,na,audio/095.wav,,l1_f_sp_na_095,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift""]",[1.7453999999761436],0,23,23,34,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,092,l1,f,sp,na,audio/092.wav,,l1_f_sp_na_092,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift""]",[2.04460000002382],0,24,24,31,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,144,l2,t,es,f0u,audio/144.wav,,l2_t_es_f0u_144,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[2.0103000000715383,2.4806000000238555]",0,25,25,48,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,065,l1,f,en,na,audio/065.wav,,l1_f_en_na_065,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.5491000000238273],0,26,26,4,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,085,l1,f,se,na,audio/085.wav,,l1_f_se_na_085,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.5655000000000427,2.791500000000042]",0,27,27,24,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,087,l1,f,sp,na,audio/087.wav,,l1_f_sp_na_087,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""rshift""]","[1.4191000000238319,1.7194999999999254,3.5666000000237545]",0,28,28,26,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,079,l1,f,se,na,audio/079.wav,,l1_f_se_na_079,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift""]",[2.026899999976081],0,29,29,18,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,013,l1,t,es,na,audio/013.wav,,l1_t_es_na_013,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.5463999999761882,2.9583999999762227]",0,30,30,37,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,081,l1,f,se,na,audio/081.wav,,l1_f_se_na_081,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""rshift"",""lshift""]","[-0.43250000000000455,0.009399999976153595,3.2587999999523163,4.35060000002386]",0,31,31,20,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,072,l1,f,en,na,audio/072.wav,,l1_f_en_na_072,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.7167999999522863],0,32,32,11,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,093,l1,f,sp,na,audio/093.wav,,l1_f_sp_na_093,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift""]",[1.8931999999284699],0,33,33,32,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,015,l1,t,es,na,audio/015.wav,,l1_t_es_na_015,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[2.0434999999999945,2.8091999999285235]",0,34,34,39,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,020,l1,t,es,na,audio/020.wav,,l1_t_es_na_020,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[2.03189999997619,2.9586999999285126]",0,35,35,44,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,018,l1,t,es,na,audio/018.wav,,l1_t_es_na_018,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4440000000000737,2.6866999999284644]",0,36,36,42,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,090,l1,f,sp,na,audio/090.wav,,l1_f_sp_na_090,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift"",""rshift""]","[1.4164999999999281,1.8774999999999409,2.1903999999761936,2.34310000002381,3.423399999976141,3.5738999999761063,3.7303999999761572,3.8822999999523518]",0,37,37,29,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,076,l1,f,se,na,audio/076.wav,,l1_f_se_na_076,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[2.3313000000715647,3.418700000047693]",0,38,38,15,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,094,l1,f,sp,na,audio/094.wav,,l1_f_sp_na_094,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift""]",[2.0039999999999054],0,39,39,33,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,080,l1,f,se,na,audio/080.wav,,l1_f_se_na_080,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.73239999997611,3.1228999999760845]",0,40,40,19,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,091,l1,f,sp,na,audio/091.wav,,l1_f_sp_na_091,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift""]",[2.0177000000476255],0,41,41,30,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,017,l1,t,es,na,audio/017.wav,,l1_t_es_na_017,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.563399999976241,2.8248000000716047]",0,42,42,41,1,1
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,071,l1,f,en,na,audio/071.wav,,l1_f_en_na_071,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift""]",[1.8771000000238018],0,43,43,10,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,088,l1,f,sp,na,audio/088.wav,,l1_f_sp_na_088,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""rshift""]",[2.6419000000953474],0,44,44,27,1,
064,001,2023-10-23_17h51.37.190,exp_g2,2022.2.5,Win32,8.997093939,,,,,,,,014,l1,t,es,na,audio/014.wav,,l1_t_es_na_014,,,,,,,image/america.png,image/spain.png,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[2.3582000000476455,2.971200000047702]",0,45,45,38,1,1
