participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_retrial.ran,exp1_trial_key.rt,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_retrial.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,0,0,0,1,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/kids.png,image/plates.png,kids,lshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,1,1,1,1,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/bag.png,image/car.png,car,rshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,2,2,2,1,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/dog.png,image/grandma.png,dog,lshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,3,3,3,1,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/shirt.png,image/bag.png,bag,rshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,4,4,4,1,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/donut.png,image/cups.png,donut,lshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,5,5,5,1,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/chair.png,image/sweater.png,sweater,rshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,6,6,6,1,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/shirt.png,image/wallet.png,shirt,lshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,0,7,7,7,1,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/key.png,image/flipflops.png,flipflops,rshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""lshift""]",0,0,0,0,1,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/kids.png,image/plates.png,kids,lshift,,,,,,[2.3208000000715288],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,1,1,1,1,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/bag.png,image/car.png,car,rshift,,,,,,[2.447499999999991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""lshift""]",0,2,2,2,1,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/dog.png,image/grandma.png,dog,lshift,,,,,,[2.207300000071527],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,3,3,3,1,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/shirt.png,image/bag.png,bag,rshift,,,,,,[2.775499999999994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""lshift""]",0,4,4,4,1,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/donut.png,image/cups.png,donut,lshift,,,,,,[2.7990000000000066],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,5,5,5,1,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/chair.png,image/sweater.png,sweater,rshift,,,,,,[2.583700000047685],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,6,6,6,1,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/shirt.png,image/wallet.png,shirt,lshift,,,,,,[2.239799999952325],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,7,7,7,1,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/key.png,image/flipflops.png,flipflops,rshift,,,,,,[2.2538000000715215],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""lshift""]",0,0,0,0,1,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/kids.png,image/plates.png,kids,lshift,,,,,,[2.1996000000238496],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,1,1,1,1,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/bag.png,image/car.png,car,rshift,,,,,,[2.2602999999523092],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""lshift""]",0,2,2,2,1,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/dog.png,image/grandma.png,dog,lshift,,,,,,[2.2948000000715183],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,3,3,3,1,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/shirt.png,image/bag.png,bag,rshift,,,,,,[2.6278999999761368],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""lshift""]",0,4,4,4,1,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/donut.png,image/cups.png,donut,lshift,,,,,,[2.7117000000476708],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,5,5,5,1,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/chair.png,image/sweater.png,sweater,rshift,,,,,,[2.6117999999522965],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,6,6,6,1,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/shirt.png,image/wallet.png,shirt,lshift,,,,,,[2.4575000000000102],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,"[""rshift""]",0,7,7,7,1,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/key.png,image/flipflops.png,flipflops,rshift,,,,,,[2.2394999999999925],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,122,l2,f,sp,na,audio/122.wav,,l2_f_sp_na_122,,,,,,,image/desk.png,image/chair.png,chair,rshift,,,,,,,lshift,0,3.1466,0,0,0,26,1,1,chair,desk,desk,chair,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,029,l2,t,es,na,audio/029.wav,,l2_t_es_na_029,,,,,,,image/armchair.png,image/ring.png,armchair,lshift,,,,,,,rshift,0,2.9284,0,1,1,43,1,1,armchair,ring,armchair,ring,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,115,l2,f,se,na,audio/115.wav,,l2_f_se_na_115,,,,,,,image/notebook.png,image/cellphone.png,notebook,lshift,,,,,,,lshift,1,3.0257,0,2,2,19,1,1,notebook,cellphone,notebook,cellphone,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,153,l1,t,es,f0c,audio/153.wav,,l1_t_es_f0c_153,,,,,,,image/cellphone.png,image/book.png,cellphone,lshift,,,,,,,rshift,0,2.9003,0,3,3,47,1,1,cellphone,book,cellphone,book,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,028,l2,t,es,na,audio/028.wav,,l2_t_es_na_028,,,,,,,image/pants.png,image/glasses.png,glasses,rshift,,,,,,,rshift,1,2.4808,0,4,4,42,1,1,glasses,pants,pants,glasses,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,123,l2,f,sp,na,audio/123.wav,,l2_f_sp_na_123,,,,,,,image/sweater.png,image/cellphone.png,sweater,lshift,,,,,,,lshift,1,2.2311,0,5,5,27,1,1,sweater,cellphone,sweater,cellphone,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,117,l2,f,se,na,audio/117.wav,,l2_f_se_na_117,,,,,,,image/spongebob.png,image/mickeymouse.png,spongebob,lshift,,,,,,,lshift,1,2.5746,0,6,6,21,1,1,spongebob,mickeymouse,spongebob,mickeymouse,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,119,l2,f,se,na,audio/119.wav,,l2_f_se_na_119,,,,,,,image/penthouse.png,image/rocket.png,penthouse,lshift,,,,,,,lshift,1,2.6825,0,7,7,23,1,1,penthouse,rocket,penthouse,rocket,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,100,l2,f,en,na,audio/100.wav,,l2_f_en_na_100,,,,,,,image/wallet.png,image/scarf.png,scarf,rshift,,,,,,,rshift,1,2.2207,0,8,8,4,1,1,scarf,wallet,wallet,scarf,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,158,l1,t,es,f0c,audio/158.wav,,l1_t_es_f0c_158,,,,,,,image/pants.png,image/shirt.png,shirt,rshift,,,,,,,rshift,1,3.2887,0,9,9,52,1,1,shirt,pants,pants,shirt,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,022,l2,t,es,na,audio/022.wav,,l2_t_es_na_022,,,,,,,image/dog.png,image/cat.png,cat,rshift,,,,,,,rshift,1,2.8365,0,10,10,36,1,1,cat,dog,dog,cat,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,152,l1,t,es,f0c,audio/152.wav,,l1_t_es_f0c_152,,,,,,,image/car.png,image/grandma.png,grandma,rshift,,,,,,,rshift,1,2.7087,0,11,11,46,1,1,grandma,car,car,grandma,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,127,l2,f,sp,na,audio/127.wav,,l2_f_sp_na_127,,,,,,,image/cat.png,image/dog.png,cat,lshift,,,,,,,lshift,1,2.668,0,12,12,31,1,1,cat,dog,cat,dog,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,130,l2,f,sp,na,audio/130.wav,,l2_f_sp_na_130,,,,,,,image/socks.png,image/glasses.png,glasses,rshift,,,,,,,rshift,1,2.3663,0,13,13,34,1,1,glasses,socks,socks,glasses,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,021,l2,t,es,na,audio/021.wav,,l2_t_es_na_021,,,,,,,image/jacket.png,image/flipflops.png,jacket,lshift,,,,,,,lshift,1,2.4685,0,14,14,35,1,1,jacket,flipflops,jacket,flipflops,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,157,l1,t,es,f0c,audio/157.wav,,l1_t_es_f0c_157,,,,,,,image/jacket.png,image/shirt.png,jacket,lshift,,,,,,,lshift,1,2.4634,0,15,15,51,1,1,jacket,shirt,jacket,shirt,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,160,l1,t,es,f0c,audio/160.wav,,l1_t_es_f0c_160,,,,,,,image/ring.png,image/bracelet.png,bracelet,rshift,,,,,,,rshift,1,2.967,0,16,16,54,1,1,bracelet,ring,ring,bracelet,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,116,l2,f,se,na,audio/116.wav,,l2_f_se_na_116,,,,,,,image/sweatpants.png,image/boxers.png,boxers,rshift,,,,,,,rshift,1,2.6789,0,17,17,20,1,1,boxers,sweatpants,sweatpants,boxers,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,154,l1,t,es,f0c,audio/154.wav,,l1_t_es_f0c_154,,,,,,,image/basket.png,image/truck.png,truck,rshift,,,,,,,lshift,0,3.0896,0,18,18,48,1,1,truck,basket,basket,truck,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,112,l2,f,se,na,audio/112.wav,,l2_f_se_na_112,,,,,,,image/burger.png,image/hotdog.png,hotdog,rshift,,,,,,,rshift,1,2.4647,0,19,19,16,1,1,hotdog,burger,burger,hotdog,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,026,l2,t,es,na,audio/026.wav,,l2_t_es_na_026,,,,,,,image/village.png,image/grandma.png,grandma,rshift,,,,,,,rshift,1,2.5987,0,20,20,40,1,1,grandma,village,village,grandma,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,025,l2,t,es,na,audio/025.wav,,l2_t_es_na_025,,,,,,,image/cellphone.png,image/truck.png,cellphone,lshift,,,,,,,rshift,0,2.6368,0,21,21,39,1,1,cellphone,truck,cellphone,truck,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,155,l1,t,es,f0c,audio/155.wav,,l1_t_es_f0c_155,,,,,,,image/flipflops.png,image/flower.png,flipflops,lshift,,,,,,,lshift,1,2.5102,0,22,22,49,1,1,flipflops,flower,flipflops,flower,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,105,l2,f,en,na,audio/105.wav,,l2_f_en_na_105,,,,,,,image/bed.png,image/plane.png,bed,lshift,,,,,,,lshift,1,3.2294,0,23,23,9,1,1,bed,plane,bed,plane,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,101,l2,f,en,na,audio/101.wav,,l2_f_en_na_101,,,,,,,image/computer.png,image/bag.png,computer,lshift,,,,,,,lshift,1,2.4701,0,24,24,5,1,1,computer,bag,computer,bag,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,114,l2,f,se,na,audio/114.wav,,l2_f_se_na_114,,,,,,,image/jeans.png,image/sweatpants.png,sweatpants,rshift,,,,,,,lshift,0,2.6019,0,25,25,18,1,1,sweatpants,jeans,jeans,sweatpants,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,120,l2,f,se,na,audio/120.wav,,l2_f_se_na_120,,,,,,,image/glasses.png,image/joycons.png,joycons,rshift,,,,,,,rshift,1,2.8045,0,26,26,24,1,1,joycons,glasses,glasses,joycons,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,104,l2,f,en,na,audio/104.wav,,l2_f_en_na_104,,,,,,,image/shirt.png,image/bag.png,bag,rshift,,,,,,,rshift,1,2.2067,0,27,27,8,1,1,bag,shirt,shirt,bag,,,,,,,,,,,,,,,,,,,,,
006,001,2023-10-19_23h36.34.636,exp_g2,2022.2.5,Win32,60.35367252,,,,,,,159,l1,t,es,f0c,audio/159.wav,,l1_t_es_f0c_159,,,,,,,image/restaurant.png,image/hotel.png,restaurant,lshift,,,,,,,lshift,1,3.0736,0,28,28,53,1,1,restaurant,hotel,restaurant,hotel,,,,,,,,,,,,,,,,,,,,,
