"","num","list","cond","lang","type","mat_dur","exp1_key.keys","exp1_key.rt","exp1_key.corr","cor_rate","participant","group","prof","rt"
"1",21,"l2","t","es","na",0.704021,"lshift",2.4088,1,0.966666666666667,74,"exp_g2",3,1.704779
"2",22,"l2","t","es","na",0.863963,"rshift",2.3492,1,0.966666666666667,74,"exp_g2",3,1.485237
"3",23,"l2","t","es","na",0.806296,"lshift",2.3006,1,0.966666666666667,74,"exp_g2",3,1.494304
"4",24,"l2","t","es","na",0.817267,"rshift",2.6107,1,0.966666666666667,74,"exp_g2",3,1.793433
"5",25,"l2","t","es","na",0.909694,"lshift",2.5492,1,0.966666666666667,74,"exp_g2",3,1.639506
"6",26,"l2","t","es","na",0.977641,"rshift",2.3899,1,0.966666666666667,74,"exp_g2",3,1.412259
"7",27,"l2","t","es","na",0.619246,"lshift",2.2929,1,0.966666666666667,74,"exp_g2",3,1.673654
"8",28,"l2","t","es","na",0.937816,"rshift",2.4244,1,0.966666666666667,74,"exp_g2",3,1.486584
"9",29,"l2","t","es","na",1.122001,"lshift",3.1397,1,0.966666666666667,74,"exp_g2",3,2.017699
"10",30,"l2","t","es","na",1.133667,"rshift",2.6584,1,0.966666666666667,74,"exp_g2",3,1.524733
"11",98,"l2","f","en","na",0.376142,"rshift",2.1739,1,0.966666666666667,74,"exp_g2",3,1.797758
"12",99,"l2","f","en","na",0.462405,"lshift",1.8734,1,0.966666666666667,74,"exp_g2",3,1.410995
"13",101,"l2","f","en","na",0.924484,"lshift",2.6493,1,0.966666666666667,74,"exp_g2",3,1.724816
"14",102,"l2","f","en","na",1.021105,"rshift",2.4293,1,0.966666666666667,74,"exp_g2",3,1.408195
"15",103,"l2","f","en","na",0.594925,"lshift",2.4066,1,0.966666666666667,74,"exp_g2",3,1.811675
"16",106,"l2","f","en","na",1.203962,"rshift",2.6091,1,0.966666666666667,74,"exp_g2",3,1.405138
"17",107,"l2","f","en","na",0.740095,"lshift",2.2448,1,0.966666666666667,74,"exp_g2",3,1.504705
"18",108,"l2","f","en","na",0.818995,"rshift",2.8856,1,0.966666666666667,74,"exp_g2",3,2.066605
"19",109,"l2","f","en","na",0.344097,"lshift",1.8963,1,0.966666666666667,74,"exp_g2",3,1.552203
"20",110,"l2","f","en","na",0.973278,"rshift",2.4524,1,0.966666666666667,74,"exp_g2",3,1.479122
"21",141,"l2","t","es","f0u",0.75509375,"lshift",2.4061,1,0.966666666666667,74,"exp_g2",3,1.65100625
"22",143,"l2","t","es","f0u",1.55846875,"lshift",3.2898,1,0.966666666666667,74,"exp_g2",3,1.73133125
"23",144,"l2","t","es","f0u",0.69834375,"rshift",2.3287,1,0.966666666666667,74,"exp_g2",3,1.63035625
"24",145,"l2","t","es","f0u",0.825,"lshift",2.479,1,0.966666666666667,74,"exp_g2",3,1.654
"25",146,"l2","t","es","f0u",1.63628125,"rshift",3.0807,1,0.966666666666667,74,"exp_g2",3,1.44441875
"26",147,"l2","t","es","f0u",1.025125,"lshift",2.8917,1,0.966666666666667,74,"exp_g2",3,1.866575
"27",148,"l2","t","es","f0u",0.739,"rshift",2.7669,1,0.966666666666667,74,"exp_g2",3,2.0279
"28",149,"l2","t","es","f0u",1.2804375,"lshift",3.0923,1,0.966666666666667,74,"exp_g2",3,1.8118625
"29",150,"l2","t","es","f0u",0.82653125,"rshift",2.5511,1,0.966666666666667,74,"exp_g2",3,1.72456875
