"","num","list","cond","lang","type","mat_dur","exp1_key.keys","exp1_key.rt","exp1_key.corr","cor_rate","participant","group","prof","rt"
"1",21,"l2","t","es","na",0.704021,"lshift",2.5443,1,0.833333333333333,27,"exp_g2",14,1.840279
"2",22,"l2","t","es","na",0.863963,"rshift",2.2112,1,0.833333333333333,27,"exp_g2",14,1.347237
"3",23,"l2","t","es","na",0.806296,"lshift",2.0187,1,0.833333333333333,27,"exp_g2",14,1.212404
"4",24,"l2","t","es","na",0.817267,"rshift",4.5985,1,0.833333333333333,27,"exp_g2",14,3.781233
"5",26,"l2","t","es","na",0.977641,"rshift",2.2962,1,0.833333333333333,27,"exp_g2",14,1.318559
"6",27,"l2","t","es","na",0.619246,"lshift",2.0457,1,0.833333333333333,27,"exp_g2",14,1.426454
"7",30,"l2","t","es","na",1.133667,"rshift",3.0019,1,0.833333333333333,27,"exp_g2",14,1.868233
"8",98,"l2","f","en","na",0.376142,"rshift",1.7692,1,0.833333333333333,27,"exp_g2",14,1.393058
"9",99,"l2","f","en","na",0.462405,"lshift",1.6428,1,0.833333333333333,27,"exp_g2",14,1.180395
"10",101,"l2","f","en","na",0.924484,"lshift",2.3441,1,0.833333333333333,27,"exp_g2",14,1.419616
"11",102,"l2","f","en","na",1.021105,"rshift",2.1842,1,0.833333333333333,27,"exp_g2",14,1.163095
"12",103,"l2","f","en","na",0.594925,"lshift",1.9997,1,0.833333333333333,27,"exp_g2",14,1.404775
"13",106,"l2","f","en","na",1.203962,"rshift",2.6429,1,0.833333333333333,27,"exp_g2",14,1.438938
"14",107,"l2","f","en","na",0.740095,"lshift",2.2616,1,0.833333333333333,27,"exp_g2",14,1.521505
"15",108,"l2","f","en","na",0.818995,"rshift",2.1914,1,0.833333333333333,27,"exp_g2",14,1.372405
"16",109,"l2","f","en","na",0.344097,"lshift",1.8477,1,0.833333333333333,27,"exp_g2",14,1.503603
"17",151,"l1","t","es","f0c",0.7884375,"lshift",2.9195,1,0.833333333333333,27,"exp_g2",14,2.1310625
"18",152,"l1","t","es","f0c",0.92128125,"rshift",2.5346,1,0.833333333333333,27,"exp_g2",14,1.61331875
"19",153,"l1","t","es","f0c",0.77825,"lshift",4.3531,1,0.833333333333333,27,"exp_g2",14,3.57485
"20",155,"l1","t","es","f0c",0.8595,"lshift",2.3927,1,0.833333333333333,27,"exp_g2",14,1.5332
"21",156,"l1","t","es","f0c",0.974875,"rshift",4.4179,1,0.833333333333333,27,"exp_g2",14,3.443025
"22",157,"l1","t","es","f0c",0.635125,"lshift",2.1959,1,0.833333333333333,27,"exp_g2",14,1.560775
"23",158,"l1","t","es","f0c",0.9708125,"rshift",2.3774,1,0.833333333333333,27,"exp_g2",14,1.4065875
"24",159,"l1","t","es","f0c",1.1799375,"lshift",2.6661,1,0.833333333333333,27,"exp_g2",14,1.4861625
"25",160,"l1","t","es","f0c",1.108625,"rshift",4.0264,1,0.833333333333333,27,"exp_g2",14,2.917775
