"","num","list","cond","lang","type","mat_dur","exp1_key.keys","exp1_key.rt","exp1_key.corr","cor_rate","participant","group","prof","rt"
"1",21,"l2","t","es","na",0.704021,"lshift",2.0656,1,0.9,29,"exp_g2",0,1.361579
"2",22,"l2","t","es","na",0.863963,"rshift",2.569,1,0.9,29,"exp_g2",0,1.705037
"3",23,"l2","t","es","na",0.806296,"lshift",2.5786,1,0.9,29,"exp_g2",0,1.772304
"4",24,"l2","t","es","na",0.817267,"rshift",2.8964,1,0.9,29,"exp_g2",0,2.079133
"5",25,"l2","t","es","na",0.909694,"lshift",2.5648,1,0.9,29,"exp_g2",0,1.655106
"6",26,"l2","t","es","na",0.977641,"rshift",2.247,1,0.9,29,"exp_g2",0,1.269359
"7",27,"l2","t","es","na",0.619246,"lshift",2.1859,1,0.9,29,"exp_g2",0,1.566654
"8",29,"l2","t","es","na",1.122001,"lshift",2.8995,1,0.9,29,"exp_g2",0,1.777499
"9",30,"l2","t","es","na",1.133667,"rshift",3.3472,1,0.9,29,"exp_g2",0,2.213533
"10",98,"l2","f","en","na",0.376142,"rshift",2.2157,1,0.9,29,"exp_g2",0,1.839558
"11",99,"l2","f","en","na",0.462405,"lshift",1.8658,1,0.9,29,"exp_g2",0,1.403395
"12",101,"l2","f","en","na",0.924484,"lshift",2.363,1,0.9,29,"exp_g2",0,1.438516
"13",103,"l2","f","en","na",0.594925,"lshift",2.4508,1,0.9,29,"exp_g2",0,1.855875
"14",106,"l2","f","en","na",1.203962,"rshift",2.6946,1,0.9,29,"exp_g2",0,1.490638
"15",107,"l2","f","en","na",0.740095,"lshift",2.276,1,0.9,29,"exp_g2",0,1.535905
"16",108,"l2","f","en","na",0.818995,"rshift",2.6218,1,0.9,29,"exp_g2",0,1.802805
"17",109,"l2","f","en","na",0.344097,"lshift",1.9338,1,0.9,29,"exp_g2",0,1.589703
"18",110,"l2","f","en","na",0.973278,"rshift",2.4316,1,0.9,29,"exp_g2",0,1.458322
"19",151,"l1","t","es","f0c",0.7884375,"lshift",2.3136,1,0.9,29,"exp_g2",0,1.5251625
"20",152,"l1","t","es","f0c",0.92128125,"rshift",2.5667,1,0.9,29,"exp_g2",0,1.64541875
"21",153,"l1","t","es","f0c",0.77825,"lshift",3.5795,1,0.9,29,"exp_g2",0,2.80125
"22",155,"l1","t","es","f0c",0.8595,"lshift",2.3829,1,0.9,29,"exp_g2",0,1.5234
"23",156,"l1","t","es","f0c",0.974875,"rshift",2.8025,1,0.9,29,"exp_g2",0,1.827625
"24",157,"l1","t","es","f0c",0.635125,"lshift",2.5112,1,0.9,29,"exp_g2",0,1.876075
"25",158,"l1","t","es","f0c",0.9708125,"rshift",2.7744,1,0.9,29,"exp_g2",0,1.8035875
"26",159,"l1","t","es","f0c",1.1799375,"lshift",2.8801,1,0.9,29,"exp_g2",0,1.7001625
"27",160,"l1","t","es","f0c",1.108625,"rshift",3.5883,1,0.9,29,"exp_g2",0,2.479675
