"","num","list","cond","lang","type","mat_dur","exp1_key.keys","exp1_key.rt","exp1_key.corr","cor_rate","participant","group","prof","rt"
"1",21,"l2","t","es","na",0.704021,"lshift",2.3075,1,0.966666666666667,64,"exp_g2",6,1.603479
"2",22,"l2","t","es","na",0.863963,"rshift",2.179,1,0.966666666666667,64,"exp_g2",6,1.315037
"3",23,"l2","t","es","na",0.806296,"lshift",2.4533,1,0.966666666666667,64,"exp_g2",6,1.647004
"4",24,"l2","t","es","na",0.817267,"rshift",3.2273,1,0.966666666666667,64,"exp_g2",6,2.410033
"5",26,"l2","t","es","na",0.977641,"rshift",2.6542,1,0.966666666666667,64,"exp_g2",6,1.676559
"6",27,"l2","t","es","na",0.619246,"lshift",2.3065,1,0.966666666666667,64,"exp_g2",6,1.687254
"7",28,"l2","t","es","na",0.937816,"rshift",2.1899,1,0.966666666666667,64,"exp_g2",6,1.252084
"8",29,"l2","t","es","na",1.122001,"lshift",3.8531,1,0.966666666666667,64,"exp_g2",6,2.731099
"9",30,"l2","t","es","na",1.133667,"rshift",2.7625,1,0.966666666666667,64,"exp_g2",6,1.628833
"10",98,"l2","f","en","na",0.376142,"rshift",2.3274,1,0.966666666666667,64,"exp_g2",6,1.951258
"11",99,"l2","f","en","na",0.462405,"lshift",1.9023,1,0.966666666666667,64,"exp_g2",6,1.439895
"12",101,"l2","f","en","na",0.924484,"lshift",2.3614,1,0.966666666666667,64,"exp_g2",6,1.436916
"13",102,"l2","f","en","na",1.021105,"rshift",2.699,1,0.966666666666667,64,"exp_g2",6,1.677895
"14",103,"l2","f","en","na",0.594925,"lshift",2.3238,1,0.966666666666667,64,"exp_g2",6,1.728875
"15",106,"l2","f","en","na",1.203962,"rshift",2.7815,1,0.966666666666667,64,"exp_g2",6,1.577538
"16",107,"l2","f","en","na",0.740095,"lshift",2.1982,1,0.966666666666667,64,"exp_g2",6,1.458105
"17",108,"l2","f","en","na",0.818995,"rshift",2.1623,1,0.966666666666667,64,"exp_g2",6,1.343305
"18",109,"l2","f","en","na",0.344097,"lshift",1.691,1,0.966666666666667,64,"exp_g2",6,1.346903
"19",110,"l2","f","en","na",0.973278,"rshift",2.313,1,0.966666666666667,64,"exp_g2",6,1.339722
"20",151,"l1","t","es","f0c",0.7884375,"lshift",2.4934,1,0.966666666666667,64,"exp_g2",6,1.7049625
"21",152,"l1","t","es","f0c",0.92128125,"rshift",2.3626,1,0.966666666666667,64,"exp_g2",6,1.44131875
"22",153,"l1","t","es","f0c",0.77825,"lshift",2.9477,1,0.966666666666667,64,"exp_g2",6,2.16945
"23",154,"l1","t","es","f0c",0.91259375,"rshift",3.4278,1,0.966666666666667,64,"exp_g2",6,2.51520625
"24",155,"l1","t","es","f0c",0.8595,"lshift",2.316,1,0.966666666666667,64,"exp_g2",6,1.4565
"25",156,"l1","t","es","f0c",0.974875,"rshift",3.7439,1,0.966666666666667,64,"exp_g2",6,2.769025
"26",157,"l1","t","es","f0c",0.635125,"lshift",2.614,1,0.966666666666667,64,"exp_g2",6,1.978875
"27",158,"l1","t","es","f0c",0.9708125,"rshift",2.8249,1,0.966666666666667,64,"exp_g2",6,1.8540875
"28",159,"l1","t","es","f0c",1.1799375,"lshift",2.7685,1,0.966666666666667,64,"exp_g2",6,1.5885625
"29",160,"l1","t","es","f0c",1.108625,"rshift",4.1539,1,0.966666666666667,64,"exp_g2",6,3.045275
