"","num","list","cond","lang","type","mat_dur","exp1_key.keys","exp1_key.rt","exp1_key.corr","cor_rate","participant","group","prof","rt"
"1",11,"l1","t","es","na",0.944375,"lshift",3.631,1,1,21,"exp_g1",50,2.686625
"2",12,"l1","t","es","na",0.823703,"rshift",2.1439,1,1,21,"exp_g1",50,1.320197
"3",13,"l1","t","es","na",1.352093,"lshift",2.4242,1,1,21,"exp_g1",50,1.072107
"4",14,"l1","t","es","na",0.788685,"rshift",2.1454,1,1,21,"exp_g1",50,1.356715
"5",15,"l1","t","es","na",0.882114,"lshift",2.3008,1,1,21,"exp_g1",50,1.418686
"6",16,"l1","t","es","na",1.694902,"rshift",2.8799,1,1,21,"exp_g1",50,1.184998
"7",17,"l1","t","es","na",1.328805,"lshift",2.6615,1,1,21,"exp_g1",50,1.332695
"8",18,"l1","t","es","na",0.900375,"rshift",2.3636,1,1,21,"exp_g1",50,1.463225
"9",19,"l1","t","es","na",1.44153,"lshift",2.78,1,1,21,"exp_g1",50,1.33847
"10",20,"l1","t","es","na",0.99676,"rshift",2.3985,1,1,21,"exp_g1",50,1.40174
"11",63,"l1","f","en","na",0.351376,"rshift",1.7298,1,1,21,"exp_g1",50,1.378424
"12",64,"l1","f","en","na",0.428572,"lshift",1.6783,1,1,21,"exp_g1",50,1.249728
"13",66,"l1","f","en","na",0.780001,"lshift",2.0605,1,1,21,"exp_g1",50,1.280499
"14",67,"l1","f","en","na",0.950804,"rshift",2.1114,1,1,21,"exp_g1",50,1.160596
"15",68,"l1","f","en","na",0.600784,"lshift",2.1106,1,1,21,"exp_g1",50,1.509816
"16",71,"l1","f","en","na",1.261129,"rshift",2.6437,1,1,21,"exp_g1",50,1.382571
"17",72,"l1","f","en","na",0.83156,"lshift",1.9341,1,1,21,"exp_g1",50,1.10254
"18",73,"l1","f","en","na",0.877576,"rshift",2.0781,1,1,21,"exp_g1",50,1.200524
"19",74,"l1","f","en","na",0.396484,"lshift",1.7133,1,1,21,"exp_g1",50,1.316816
"20",75,"l1","f","en","na",0.913493,"rshift",2.1633,1,1,21,"exp_g1",50,1.249807
"21",131,"l1","t","es","f0u",0.7884375,"lshift",1.9173,1,1,21,"exp_g1",50,1.1288625
"22",132,"l1","t","es","f0u",0.92128125,"rshift",2.2807,1,1,21,"exp_g1",50,1.35941875
"23",133,"l1","t","es","f0u",0.77825,"lshift",2.2766,1,1,21,"exp_g1",50,1.49835
"24",134,"l1","t","es","f0u",0.91259375,"rshift",2.3233,1,1,21,"exp_g1",50,1.41070625
"25",135,"l1","t","es","f0u",0.8595,"lshift",2.1342,1,1,21,"exp_g1",50,1.2747
"26",136,"l1","t","es","f0u",0.974875,"rshift",2.3907,1,1,21,"exp_g1",50,1.415825
"27",137,"l1","t","es","f0u",0.635125,"lshift",2.1981,1,1,21,"exp_g1",50,1.562975
"28",138,"l1","t","es","f0u",0.9708125,"rshift",2.3004,1,1,21,"exp_g1",50,1.3295875
"29",139,"l1","t","es","f0u",1.1799375,"lshift",2.6248,1,1,21,"exp_g1",50,1.4448625
"30",140,"l1","t","es","f0u",1.108625,"rshift",2.4481,1,1,21,"exp_g1",50,1.339475
