"","num","list","cond","lang","type","mat_dur","exp1_key.keys","exp1_key.rt","exp1_key.corr","cor_rate","participant","group","prof","rt"
"1",21,"l2","t","es","na",0.704021,"lshift",2.3081,1,0.9,58,"exp_g2",3,1.604079
"2",22,"l2","t","es","na",0.863963,"rshift",2.2985,1,0.9,58,"exp_g2",3,1.434537
"3",23,"l2","t","es","na",0.806296,"lshift",2.2991,1,0.9,58,"exp_g2",3,1.492804
"4",24,"l2","t","es","na",0.817267,"rshift",2.5247,1,0.9,58,"exp_g2",3,1.707433
"5",25,"l2","t","es","na",0.909694,"lshift",2.5301,1,0.9,58,"exp_g2",3,1.620406
"6",26,"l2","t","es","na",0.977641,"rshift",2.4043,1,0.9,58,"exp_g2",3,1.426659
"7",27,"l2","t","es","na",0.619246,"lshift",2.3262,1,0.9,58,"exp_g2",3,1.706954
"8",29,"l2","t","es","na",1.122001,"lshift",3.0303,1,0.9,58,"exp_g2",3,1.908299
"9",30,"l2","t","es","na",1.133667,"rshift",2.661,1,0.9,58,"exp_g2",3,1.527333
"10",98,"l2","f","en","na",0.376142,"rshift",2.1079,1,0.9,58,"exp_g2",3,1.731758
"11",99,"l2","f","en","na",0.462405,"lshift",1.7081,1,0.9,58,"exp_g2",3,1.245695
"12",101,"l2","f","en","na",0.924484,"lshift",2.2917,1,0.9,58,"exp_g2",3,1.367216
"13",103,"l2","f","en","na",0.594925,"lshift",2.2233,1,0.9,58,"exp_g2",3,1.628375
"14",106,"l2","f","en","na",1.203962,"rshift",2.6968,1,0.9,58,"exp_g2",3,1.492838
"15",107,"l2","f","en","na",0.740095,"lshift",2.1735,1,0.9,58,"exp_g2",3,1.433405
"16",108,"l2","f","en","na",0.818995,"rshift",2.3263,1,0.9,58,"exp_g2",3,1.507305
"17",109,"l2","f","en","na",0.344097,"lshift",2.0286,1,0.9,58,"exp_g2",3,1.684503
"18",110,"l2","f","en","na",0.973278,"rshift",2.2836,1,0.9,58,"exp_g2",3,1.310322
"19",151,"l1","t","es","f0c",0.7884375,"lshift",2.463,1,0.9,58,"exp_g2",3,1.6745625
"20",152,"l1","t","es","f0c",0.92128125,"rshift",2.6674,1,0.9,58,"exp_g2",3,1.74611875
"21",153,"l1","t","es","f0c",0.77825,"lshift",2.5854,1,0.9,58,"exp_g2",3,1.80715
"22",155,"l1","t","es","f0c",0.8595,"lshift",2.3579,1,0.9,58,"exp_g2",3,1.4984
"23",156,"l1","t","es","f0c",0.974875,"rshift",3.2119,1,0.9,58,"exp_g2",3,2.237025
"24",157,"l1","t","es","f0c",0.635125,"lshift",2.1273,1,0.9,58,"exp_g2",3,1.492175
"25",158,"l1","t","es","f0c",0.9708125,"rshift",2.5858,1,0.9,58,"exp_g2",3,1.6149875
"26",159,"l1","t","es","f0c",1.1799375,"lshift",2.8044,1,0.9,58,"exp_g2",3,1.6244625
"27",160,"l1","t","es","f0c",1.108625,"rshift",3.6482,1,0.9,58,"exp_g2",3,2.539575
