...1,num,list,cond,lang,type,mat_dur,correct_key,exp_num,cs,exp1_key.keys,exp1_key.rt,exp1_key.corr,exp2_key.keys,exp2_key.rt,participant,group,prof
68,168,l2,TRUE,es,f0c,0.739,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.507299999952295,2.091799999952343]",21,exp_g1,50
69,169,l2,TRUE,es,f0c,1.2804375,NA,2,1,NA,NA,NA,"[""rshift"",""lshift"",""lshift"",""rshift""]","[1.2061999999880868,1.8071000000238655,2.242600000023856,3.1916000000238682]",21,exp_g1,50
70,170,l2,TRUE,es,f0c,0.82653125,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.31870000004767,2.0592000000476673]",21,exp_g1,50
1,11,l1,TRUE,es,na,0.944375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.70150000000001,2.8367000000030203]",27,exp_g2,14
2,12,l1,TRUE,es,na,0.823703,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.7008999999910657,2.3327999999970643]",27,exp_g2,14
3,13,l1,TRUE,es,na,1.352093,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.3184000000059086,2.451999999999998]",27,exp_g2,14
4,14,l1,TRUE,es,na,0.788685,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.4927999999970325,1.9927000000029693]",27,exp_g2,14
5,15,l1,TRUE,es,na,0.882114,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.8452000000030466,2.31729999999709]",27,exp_g2,14
6,16,l1,TRUE,es,na,1.694902,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.5342999999969607,2.918099999993956]",27,exp_g2,14
7,17,l1,TRUE,es,na,1.328805,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.2327999999970416,2.708100000008926]",27,exp_g2,14
8,18,l1,TRUE,es,na,0.900375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.367100000008918,2.300600000008899]",27,exp_g2,14
9,19,l1,TRUE,es,na,1.44153,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.6509000000058904,2.6837000000028866]",27,exp_g2,14
10,20,l1,TRUE,es,na,0.99676,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.1675000000000182,2.3677999999970325]",27,exp_g2,14
11,21,l2,TRUE,es,na,0.704021,lshift,1,NA,lshift,2.5443,1,NA,NA,27,exp_g2,14
12,22,l2,TRUE,es,na,0.863963,rshift,1,NA,rshift,2.2112,1,NA,NA,27,exp_g2,14
13,23,l2,TRUE,es,na,0.806296,lshift,1,NA,lshift,2.0187,1,NA,NA,27,exp_g2,14
14,24,l2,TRUE,es,na,0.817267,rshift,1,NA,rshift,4.5985,1,NA,NA,27,exp_g2,14
15,25,l2,TRUE,es,na,0.909694,lshift,1,NA,rshift,2.6853,0,NA,NA,27,exp_g2,14
16,26,l2,TRUE,es,na,0.977641,rshift,1,NA,rshift,2.2962,1,NA,NA,27,exp_g2,14
17,27,l2,TRUE,es,na,0.619246,lshift,1,NA,lshift,2.0457,1,NA,NA,27,exp_g2,14
18,28,l2,TRUE,es,na,0.937816,rshift,1,NA,lshift,2.9292,0,NA,NA,27,exp_g2,14
19,29,l2,TRUE,es,na,1.122001,lshift,1,NA,NA,NA,0,NA,NA,27,exp_g2,14
20,30,l2,TRUE,es,na,1.133667,rshift,1,NA,rshift,3.0019,1,NA,NA,27,exp_g2,14
21,61,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.3672999999970443],27,exp_g2,14
22,62,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.3338999999909902],27,exp_g2,14
23,63,l1,FALSE,en,na,0.351376,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.2005000000000337],27,exp_g2,14
24,64,l1,FALSE,en,na,0.428572,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.217599999994036],27,exp_g2,14
25,65,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.2340000000000373],27,exp_g2,14
26,66,l1,FALSE,en,na,0.780001,NA,2,NA,NA,NA,NA,"[""lshift"",""lshift""]","[1.1004000000059477,2.406900000005976]",27,exp_g2,14
27,67,l1,FALSE,en,na,0.950804,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.6175000000000637],27,exp_g2,14
28,68,l1,FALSE,en,na,0.600784,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.201099999994085],27,exp_g2,14
29,69,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.618099999994115],27,exp_g2,14
30,70,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.610599999994065],27,exp_g2,14
31,71,l1,FALSE,en,na,1.261129,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.4094000000059168],27,exp_g2,14
32,72,l1,FALSE,en,na,0.83156,NA,2,NA,NA,NA,NA,"[""lshift"",""rshift""]","[1.260899999991068,2.056799999996997]",27,exp_g2,14
33,73,l1,FALSE,en,na,0.877576,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.3845000000000027],27,exp_g2,14
34,74,l1,FALSE,en,na,0.396484,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.5493999999910102],27,exp_g2,14
35,75,l1,FALSE,en,na,0.913493,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.461500000000001],27,exp_g2,14
36,96,l2,FALSE,en,na,-,rshift,1,NA,rshift,2.1834,1,NA,NA,27,exp_g2,14
37,97,l2,FALSE,en,na,-,lshift,1,NA,lshift,1.869,1,NA,NA,27,exp_g2,14
38,98,l2,FALSE,en,na,0.376142,rshift,1,NA,rshift,1.7692,1,NA,NA,27,exp_g2,14
39,99,l2,FALSE,en,na,0.462405,lshift,1,NA,lshift,1.6428,1,NA,NA,27,exp_g2,14
40,100,l2,FALSE,en,na,-,rshift,1,NA,rshift,1.7054,1,NA,NA,27,exp_g2,14
41,101,l2,FALSE,en,na,0.924484,lshift,1,NA,lshift,2.3441,1,NA,NA,27,exp_g2,14
42,102,l2,FALSE,en,na,1.021105,rshift,1,NA,rshift,2.1842,1,NA,NA,27,exp_g2,14
43,103,l2,FALSE,en,na,0.594925,lshift,1,NA,lshift,1.9997,1,NA,NA,27,exp_g2,14
44,104,l2,FALSE,en,na,-,rshift,1,NA,rshift,1.7226,1,NA,NA,27,exp_g2,14
45,105,l2,FALSE,en,na,-,lshift,1,NA,lshift,2.3531,1,NA,NA,27,exp_g2,14
46,106,l2,FALSE,en,na,1.203962,rshift,1,NA,rshift,2.6429,1,NA,NA,27,exp_g2,14
47,107,l2,FALSE,en,na,0.740095,lshift,1,NA,lshift,2.2616,1,NA,NA,27,exp_g2,14
48,108,l2,FALSE,en,na,0.818995,rshift,1,NA,rshift,2.1914,1,NA,NA,27,exp_g2,14
49,109,l2,FALSE,en,na,0.344097,lshift,1,NA,lshift,1.8477,1,NA,NA,27,exp_g2,14
50,110,l2,FALSE,en,na,0.973278,rshift,1,NA,lshift,2.5838,0,NA,NA,27,exp_g2,14
51,141,l2,TRUE,es,f0u,0.75509375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.517099999994116,2.000900000006027]",27,exp_g2,14
52,142,l2,TRUE,es,f0u,0.73509375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.1675000000000182,1.9011000000090235]",27,exp_g2,14
53,143,l2,TRUE,es,f0u,1.55846875,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.1842000000029884,3.250900000005913]",27,exp_g2,14
54,144,l2,TRUE,es,f0u,0.69834375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.1859000000059723,1.9184999999999945]",27,exp_g2,14
55,145,l2,TRUE,es,f0u,0.825,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.6172000000029811,2.574599999994007]",27,exp_g2,14
56,146,l2,TRUE,es,f0u,1.63628125,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.384599999994066,2.697999999999979]",27,exp_g2,14
57,147,l2,TRUE,es,f0u,1.025125,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.5092999999970402,2.6195999999940227]",27,exp_g2,14
58,148,l2,TRUE,es,f0u,0.739,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.5172999999970216,2.117200000002981]",27,exp_g2,14
59,149,l2,TRUE,es,f0u,1.2804375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.316799999996988,2.4309999999999263]",27,exp_g2,14
60,150,l2,TRUE,es,f0u,0.82653125,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.5856000000089807,2.251900000006003]",27,exp_g2,14
61,151,l1,TRUE,es,f0c,0.7884375,lshift,1,NA,lshift,2.9195,1,NA,NA,27,exp_g2,14
62,152,l1,TRUE,es,f0c,0.92128125,rshift,1,NA,rshift,2.5346,1,NA,NA,27,exp_g2,14
63,153,l1,TRUE,es,f0c,0.77825,lshift,1,NA,lshift,4.3531,1,NA,NA,27,exp_g2,14
64,154,l1,TRUE,es,f0c,0.91259375,rshift,1,NA,lshift,3.6532,0,NA,NA,27,exp_g2,14
65,155,l1,TRUE,es,f0c,0.8595,lshift,1,NA,lshift,2.3927,1,NA,NA,27,exp_g2,14
66,156,l1,TRUE,es,f0c,0.974875,rshift,1,NA,rshift,4.4179,1,NA,NA,27,exp_g2,14
67,157,l1,TRUE,es,f0c,0.635125,lshift,1,NA,lshift,2.1959,1,NA,NA,27,exp_g2,14
68,158,l1,TRUE,es,f0c,0.9708125,rshift,1,NA,rshift,2.3774,1,NA,NA,27,exp_g2,14
69,159,l1,TRUE,es,f0c,1.1799375,lshift,1,NA,lshift,2.6661,1,NA,NA,27,exp_g2,14
70,160,l1,TRUE,es,f0c,1.108625,rshift,1,NA,rshift,4.0264,1,NA,NA,27,exp_g2,14
55,11,l1,TRUE,es,na,0.944375,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.6874015000648797, 2.624867625068873]",28,exp_g2,3
60,12,l1,TRUE,es,na,0.823703,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.8183140829205513, 2.7090959169436246]",28,exp_g2,3
48,13,l1,TRUE,es,na,1.352093,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.5070403330028057, 2.6521257910644636]",28,exp_g2,3
59,14,l1,TRUE,es,na,0.788685,NA,2,1,NA,NA,NA,"['rshift', 'lshift', 'rshift']","[1.3937012500828132, 1.9286701250821352, 2.904295042040758]",28,exp_g2,3
56,15,l1,TRUE,es,na,0.882114,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.5852735829539597, 2.217871750006452]",28,exp_g2,3
64,16,l1,TRUE,es,na,1.694902,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.370475957985036, 3.0292102919192985]",28,exp_g2,3
49,17,l1,TRUE,es,na,1.328805,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.5247877499787137, 2.4675807079765946]",28,exp_g2,3
42,18,l1,TRUE,es,na,0.900375,NA,2,1,NA,NA,NA,"['rshift', 'lshift']","[1.2205119170248508, 2.7288761250674725]",28,exp_g2,3
58,19,l1,TRUE,es,na,1.44153,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.4301562090404332, 2.724822917021811]",28,exp_g2,3
38,20,l1,TRUE,es,na,0.99676,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.30634854210075, 2.389096667058766]",28,exp_g2,3
32,21,l2,TRUE,es,na,0.704021,lshift,1,NA,lshift,2.186440792,1,NA,NA,28,exp_g2,3
26,22,l2,TRUE,es,na,0.863963,rshift,1,NA,rshift,2.018713292,1,NA,NA,28,exp_g2,3
9,23,l2,TRUE,es,na,0.806296,lshift,1,NA,lshift,2.211712333,1,NA,NA,28,exp_g2,3
27,24,l2,TRUE,es,na,0.817267,rshift,1,NA,None,NA,0,NA,NA,28,exp_g2,3
22,25,l2,TRUE,es,na,0.909694,lshift,1,NA,None,NA,0,NA,NA,28,exp_g2,3
20,26,l2,TRUE,es,na,0.977641,rshift,1,NA,rshift,2.318483959,1,NA,NA,28,exp_g2,3
2,27,l2,TRUE,es,na,0.619246,lshift,1,NA,lshift,1.946936,1,NA,NA,28,exp_g2,3
28,28,l2,TRUE,es,na,0.937816,rshift,1,NA,rshift,1.952877583,1,NA,NA,28,exp_g2,3
6,29,l2,TRUE,es,na,1.122001,lshift,1,NA,None,NA,0,NA,NA,28,exp_g2,3
29,30,l2,TRUE,es,na,1.133667,rshift,1,NA,rshift,2.468942,1,NA,NA,28,exp_g2,3
41,61,l1,FALSE,en,na,-,NA,2,None,NA,NA,NA,['lshift'],[1.3128469999646768],28,exp_g2,3
69,62,l1,FALSE,en,na,-,NA,2,None,NA,NA,NA,['lshift'],[1.3559672499541193],28,exp_g2,3
57,63,l1,FALSE,en,na,0.351376,NA,2,None,NA,NA,NA,['lshift'],[1.5520654999418184],28,exp_g2,3
40,64,l1,FALSE,en,na,0.428572,NA,2,None,NA,NA,NA,['lshift'],[1.1515827080002055],28,exp_g2,3
62,65,l1,FALSE,en,na,-,NA,2,None,NA,NA,NA,['lshift'],[1.2024891660548747],28,exp_g2,3
50,66,l1,FALSE,en,na,0.780001,NA,2,None,NA,NA,NA,['lshift'],[1.4092614579712972],28,exp_g2,3
54,67,l1,FALSE,en,na,0.950804,NA,2,None,NA,NA,NA,['lshift'],[2.1306730000069365],28,exp_g2,3
67,68,l1,FALSE,en,na,0.600784,NA,2,None,NA,NA,NA,['lshift'],[1.358227875083685],28,exp_g2,3
66,69,l1,FALSE,en,na,-,NA,2,None,NA,NA,NA,['lshift'],[1.423205583007075],28,exp_g2,3
68,70,l1,FALSE,en,na,-,NA,2,None,NA,NA,NA,['lshift'],[1.8327119580935687],28,exp_g2,3
44,71,l1,FALSE,en,na,1.261129,NA,2,None,NA,NA,NA,['lshift'],[1.8078138750279322],28,exp_g2,3
47,72,l1,FALSE,en,na,0.83156,NA,2,None,NA,NA,NA,['lshift'],[1.2060993750346825],28,exp_g2,3
63,73,l1,FALSE,en,na,0.877576,NA,2,None,NA,NA,NA,['lshift'],[1.1847663749940693],28,exp_g2,3
46,74,l1,FALSE,en,na,0.396484,NA,2,None,NA,NA,NA,['lshift'],[1.2186855409527197],28,exp_g2,3
43,75,l1,FALSE,en,na,0.913493,NA,2,None,NA,NA,NA,['lshift'],[2.7750441659009084],28,exp_g2,3
31,96,l2,FALSE,en,na,-,rshift,1,NA,rshift,1.689101208,1,NA,NA,28,exp_g2,3
8,97,l2,FALSE,en,na,-,lshift,1,NA,lshift,2.078482708,1,NA,NA,28,exp_g2,3
10,98,l2,FALSE,en,na,0.376142,rshift,1,NA,rshift,2.034419334,1,NA,NA,28,exp_g2,3
21,99,l2,FALSE,en,na,0.462405,lshift,1,NA,lshift,1.494466833,1,NA,NA,28,exp_g2,3
15,100,l2,FALSE,en,na,-,rshift,1,NA,rshift,1.813425958,1,NA,NA,28,exp_g2,3
33,101,l2,FALSE,en,na,0.924484,lshift,1,NA,lshift,2.078134917,1,NA,NA,28,exp_g2,3
1,102,l2,FALSE,en,na,1.021105,rshift,1,NA,rshift,2.035493125,1,NA,NA,28,exp_g2,3
14,103,l2,FALSE,en,na,0.594925,lshift,1,NA,lshift,2.071074,1,NA,NA,28,exp_g2,3
30,104,l2,FALSE,en,na,-,rshift,1,NA,rshift,1.921852708,1,NA,NA,28,exp_g2,3
34,105,l2,FALSE,en,na,-,lshift,1,NA,lshift,1.579104458,1,NA,NA,28,exp_g2,3
4,106,l2,FALSE,en,na,1.203962,rshift,1,NA,rshift,2.594853625,1,NA,NA,28,exp_g2,3
17,107,l2,FALSE,en,na,0.740095,lshift,1,NA,lshift,2.129358792,1,NA,NA,28,exp_g2,3
11,108,l2,FALSE,en,na,0.818995,rshift,1,NA,rshift,3.883776,1,NA,NA,28,exp_g2,3
24,109,l2,FALSE,en,na,0.344097,lshift,1,NA,lshift,1.661457583,1,NA,NA,28,exp_g2,3
19,110,l2,FALSE,en,na,0.973278,rshift,1,NA,rshift,2.376817833,1,NA,NA,28,exp_g2,3
25,141,l2,TRUE,es,f0u,0.75509375,lshift,1,NA,lshift,2.04369275,1,NA,NA,28,exp_g2,3
18,142,l2,TRUE,es,f0u,0.73509375,rshift,1,NA,None,NA,0,NA,NA,28,exp_g2,3
16,143,l2,TRUE,es,f0u,1.55846875,lshift,1,NA,None,NA,0,NA,NA,28,exp_g2,3
13,144,l2,TRUE,es,f0u,0.69834375,rshift,1,NA,rshift,2.631934125,1,NA,NA,28,exp_g2,3
7,145,l2,TRUE,es,f0u,0.825,lshift,1,NA,lshift,2.040983666,1,NA,NA,28,exp_g2,3
23,146,l2,TRUE,es,f0u,1.63628125,rshift,1,NA,rshift,3.022894667,1,NA,NA,28,exp_g2,3
3,147,l2,TRUE,es,f0u,1.025125,lshift,1,NA,None,NA,0,NA,NA,28,exp_g2,3
12,148,l2,TRUE,es,f0u,0.739,rshift,1,NA,rshift,2.977680583,1,NA,NA,28,exp_g2,3
5,149,l2,TRUE,es,f0u,1.2804375,lshift,1,NA,lshift,2.71728875,1,NA,NA,28,exp_g2,3
35,150,l2,TRUE,es,f0u,0.82653125,rshift,1,NA,lshift,1.804094167,0,NA,NA,28,exp_g2,3
53,151,l1,TRUE,es,f0c,0.7884375,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.5235517079709098, 2.134467708063312]",28,exp_g2,3
39,152,l1,TRUE,es,f0c,0.92128125,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.4021387500688434, 2.3510908749885857]",28,exp_g2,3
65,153,l1,TRUE,es,f0c,0.77825,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.9069115419406444, 2.91100037493743]",28,exp_g2,3
61,154,l1,TRUE,es,f0c,0.91259375,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.8266665829578415, 2.654489165986888]",28,exp_g2,3
51,155,l1,TRUE,es,f0c,0.8595,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.4962552500655875, 2.1342154170852154]",28,exp_g2,3
37,156,l1,TRUE,es,f0c,0.974875,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.4882315000286326, 2.2514472079928964]",28,exp_g2,3
45,157,l1,TRUE,es,f0c,0.635125,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.2131880419328809, 2.1954336250200868]",28,exp_g2,3
36,158,l1,TRUE,es,f0c,0.9708125,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.2450895410729572, 2.2087631250033155]",28,exp_g2,3
70,159,l1,TRUE,es,f0c,1.1799375,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.2372437079902738, 2.416614415938966]",28,exp_g2,3
52,160,l1,TRUE,es,f0c,1.108625,NA,2,1,NA,NA,NA,"['lshift', 'rshift']","[1.6120602079899982, 2.6619776249863207]",28,exp_g2,3
1,11,l1,TRUE,es,na,0.944375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.3842000000477128,2.749499999999898]",29,exp_g2,0
2,12,l1,TRUE,es,na,0.823703,NA,2,1,NA,NA,NA,"[""lshift"",""lshift"",""rshift""]","[1.6002000000478347,1.8352000000477346,2.683999999999969]",29,exp_g2,0
3,13,l1,TRUE,es,na,1.352093,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.3176999999284362,2.7676999999284817]",29,exp_g2,0
4,14,l1,TRUE,es,na,0.788685,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.2180000000000746,2.2212999999524072]",29,exp_g2,0
5,15,l1,TRUE,es,na,0.882114,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.9693999999763037,2.90300000000002]",29,exp_g2,0
6,16,l1,TRUE,es,na,1.694902,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.2683999999760545,3.1843999999759944]",29,exp_g2,0
7,17,l1,TRUE,es,na,1.328805,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.1989999999998417,2.7818999999760763]",29,exp_g2,0
8,18,l1,TRUE,es,na,0.900375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.3701999999284453,2.714999999999918]",29,exp_g2,0
9,19,l1,TRUE,es,na,1.44153,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.4688000000714965,2.751700000047549]",29,exp_g2,0
10,20,l1,TRUE,es,na,0.99676,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.2058999999760545,2.5893999999761945]",29,exp_g2,0
11,21,l2,TRUE,es,na,0.704021,lshift,1,NA,lshift,2.0656,1,NA,NA,29,exp_g2,0
12,22,l2,TRUE,es,na,0.863963,rshift,1,NA,rshift,2.569,1,NA,NA,29,exp_g2,0
13,23,l2,TRUE,es,na,0.806296,lshift,1,NA,lshift,2.5786,1,NA,NA,29,exp_g2,0
14,24,l2,TRUE,es,na,0.817267,rshift,1,NA,rshift,2.8964,1,NA,NA,29,exp_g2,0
15,25,l2,TRUE,es,na,0.909694,lshift,1,NA,lshift,2.5648,1,NA,NA,29,exp_g2,0
16,26,l2,TRUE,es,na,0.977641,rshift,1,NA,rshift,2.247,1,NA,NA,29,exp_g2,0
17,27,l2,TRUE,es,na,0.619246,lshift,1,NA,lshift,2.1859,1,NA,NA,29,exp_g2,0
18,28,l2,TRUE,es,na,0.937816,rshift,1,NA,lshift,3.7307,0,NA,NA,29,exp_g2,0
19,29,l2,TRUE,es,na,1.122001,lshift,1,NA,lshift,2.8995,1,NA,NA,29,exp_g2,0
20,30,l2,TRUE,es,na,1.133667,rshift,1,NA,rshift,3.3472,1,NA,NA,29,exp_g2,0
21,61,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[2.0218999999760854],29,exp_g2,0
22,62,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.36720000004766],29,exp_g2,0
23,63,l1,FALSE,en,na,0.351376,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.186700000047722],29,exp_g2,0
24,64,l1,FALSE,en,na,0.428572,NA,2,NA,NA,NA,NA,"[""lshift"",""lshift""]","[1.4175000000000182,3.566000000000031]",29,exp_g2,0
25,65,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.3337000000476564],29,exp_g2,0
26,66,l1,FALSE,en,na,0.780001,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.6525999999046235],29,exp_g2,0
27,67,l1,FALSE,en,na,0.950804,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.2682000000477274],29,exp_g2,0
28,68,l1,FALSE,en,na,0.600784,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.2081000000237054],29,exp_g2,0
29,69,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.5060000000000855],29,exp_g2,0
30,70,l1,FALSE,en,na,-,NA,2,NA,NA,NA,NA,"[""lshift""]",[2.183499999999867],29,exp_g2,0
31,71,l1,FALSE,en,na,1.261129,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.5499000000954766],29,exp_g2,0
32,72,l1,FALSE,en,na,0.83156,NA,2,NA,NA,NA,NA,"[""lshift""]",[2.3366000000239637],29,exp_g2,0
33,73,l1,FALSE,en,na,0.877576,NA,2,NA,NA,NA,NA,"[""lshift""]",[2.2725000000000364],29,exp_g2,0
34,74,l1,FALSE,en,na,0.396484,NA,2,NA,NA,NA,NA,"[""lshift""]",[1.3336999999282853],29,exp_g2,0
35,75,l1,FALSE,en,na,0.913493,NA,2,NA,NA,NA,NA,"[""lshift"",""lshift""]","[1.6746000000237018,2.8542000000475127]",29,exp_g2,0
36,96,l2,FALSE,en,na,-,rshift,1,NA,rshift,1.9493,1,NA,NA,29,exp_g2,0
37,97,l2,FALSE,en,na,-,lshift,1,NA,lshift,2.3362,1,NA,NA,29,exp_g2,0
38,98,l2,FALSE,en,na,0.376142,rshift,1,NA,rshift,2.2157,1,NA,NA,29,exp_g2,0
39,99,l2,FALSE,en,na,0.462405,lshift,1,NA,lshift,1.8658,1,NA,NA,29,exp_g2,0
40,100,l2,FALSE,en,na,-,rshift,1,NA,rshift,2.2438,1,NA,NA,29,exp_g2,0
41,101,l2,FALSE,en,na,0.924484,lshift,1,NA,lshift,2.363,1,NA,NA,29,exp_g2,0
42,102,l2,FALSE,en,na,1.021105,rshift,1,NA,lshift,4.4816,0,NA,NA,29,exp_g2,0
43,103,l2,FALSE,en,na,0.594925,lshift,1,NA,lshift,2.4508,1,NA,NA,29,exp_g2,0
44,104,l2,FALSE,en,na,-,rshift,1,NA,rshift,2.0598,1,NA,NA,29,exp_g2,0
45,105,l2,FALSE,en,na,-,lshift,1,NA,lshift,2.7404,1,NA,NA,29,exp_g2,0
46,106,l2,FALSE,en,na,1.203962,rshift,1,NA,rshift,2.6946,1,NA,NA,29,exp_g2,0
47,107,l2,FALSE,en,na,0.740095,lshift,1,NA,lshift,2.276,1,NA,NA,29,exp_g2,0
48,108,l2,FALSE,en,na,0.818995,rshift,1,NA,rshift,2.6218,1,NA,NA,29,exp_g2,0
49,109,l2,FALSE,en,na,0.344097,lshift,1,NA,lshift,1.9338,1,NA,NA,29,exp_g2,0
50,110,l2,FALSE,en,na,0.973278,rshift,1,NA,rshift,2.4316,1,NA,NA,29,exp_g2,0
51,141,l2,TRUE,es,f0u,0.75509375,NA,2,1,NA,NA,NA,"[""rshift""]",[2.4456000000238873],29,exp_g2,0
52,142,l2,TRUE,es,f0u,0.73509375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.2830000000001291,2.370700000047691]",29,exp_g2,0
53,143,l2,TRUE,es,f0u,1.55846875,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.4541999999285053,3.038099999904489]",29,exp_g2,0
54,144,l2,TRUE,es,f0u,0.69834375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.5016000000239274,2.189600000023802]",29,exp_g2,0
55,145,l2,TRUE,es,f0u,0.825,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[2.716100000023971,3.0996000000238837]",29,exp_g2,0
56,146,l2,TRUE,es,f0u,1.63628125,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.758700000047611,3.269399999976031]",29,exp_g2,0
57,147,l2,TRUE,es,f0u,1.025125,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.2831999999284562,2.5836000000238073]",29,exp_g2,0
58,148,l2,TRUE,es,f0u,0.739,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.18260000002374,2.30169999992836]",29,exp_g2,0
59,149,l2,TRUE,es,f0u,1.2804375,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.403600000023971,2.8665000000000873]",29,exp_g2,0
60,150,l2,TRUE,es,f0u,0.82653125,NA,2,1,NA,NA,NA,"[""lshift"",""rshift""]","[1.3552999999524218,2.4746000000238837]",29,exp_g2,0
61,151,l1,TRUE,es,f0c,0.7884375,lshift,1,NA,lshift,2.3136,1,NA,NA,29,exp_g2,0
62,152,l1,TRUE,es,f0c,0.92128125,rshift,1,NA,rshift,2.5667,1,NA,NA,29,exp_g2,0
63,153,l1,TRUE,es,f0c,0.77825,lshift,1,NA,lshift,3.5795,1,NA,NA,29,exp_g2,0
64,154,l1,TRUE,es,f0c,0.91259375,rshift,1,NA,lshift,3.1161,0,NA,NA,29,exp_g2,0
65,155,l1,TRUE,es,f0c,0.8595,lshift,1,NA,lshift,2.3829,1,NA,NA,29,exp_g2,0
