participant,group,list,cond,lang,type,num,exp_num,cs,response,rt1,rt2,lextale,lextale_z,mat_dur,rt_mat,rt_cs
068,exp_g1,l2,t,es,na,030,2,1,"['lshift', 'rshift']",1.2947960420278832,2.5099258749978617,1,-0.5727458686742466,1.133667,1.3762588749978617,1.2151298329699785
068,exp_g1,l2,t,es,f0c,170,2,1,"['lshift', 'rshift']",1.390549375093542,2.3334637080552056,1,-0.5727458686742466,0.82653125000000005,1.5069324580552057,0.9429143329616636
068,exp_g1,l2,t,es,f0c,167,2,1,"['lshift', 'rshift']",1.5410607079975307,2.551621332997456,1,-0.5727458686742466,1.0251250000000001,1.5264963329974561,1.0105606249999255
068,exp_g1,l2,t,es,na,021,2,1,"['lshift', 'rshift']",1.5685014999471605,2.310467791976407,1,-0.5727458686742466,0.70402100000000001,1.6064467919764072,0.7419662920292467
068,exp_g1,l2,t,es,f0c,163,2,1,"['lshift', 'rshift']",1.967455375008285,3.227886958047748,1,-0.5727458686742466,1.5584687500000001,1.669418208047748,1.260431583039463
068,exp_g1,l2,t,es,f0c,164,2,1,"['lshift', 'rshift']",1.6627742919372397,2.3540242079179734,1,-0.5727458686742466,0.69834375000000004,1.6556804579179734,0.6912499159807337
068,exp_g1,l2,t,es,na,029,2,1,"['lshift', 'rshift']",1.3111616669921204,2.7384508749237284,1,-0.5727458686742466,1.122001,1.6164498749237284,1.427289207931608
068,exp_g1,l2,t,es,na,023,2,1,"['lshift', 'rshift']",1.523934290977195,2.202906624996104,1,-0.5727458686742466,0.80629600000000001,1.3966106249961037,0.6789723340189089
068,exp_g1,l2,t,es,f0c,162,2,1,"['lshift', 'rshift']",1.4376144169364125,2.2853007919620723,1,-0.5727458686742466,0.73509374999999999,1.5502070419620724,0.8476863750256598
068,exp_g1,l2,t,es,f0c,165,2,1,"['lshift', 'rshift']",1.6158061659662053,2.182483748998493,1,-0.5727458686742466,0.82499999999999996,1.3574837489984932,0.5666775830322877
068,exp_g1,l2,t,es,f0c,166,2,1,"['lshift', 'rshift']",1.4496714579872787,3.0149214999983087,1,-0.5727458686742466,1.6362812499999999,1.3786402499983088,1.56525004201103
068,exp_g1,l2,t,es,na,027,2,1,"['lshift', 'rshift']",1.693926875013858,2.0729216660838574,1,-0.5727458686742466,0.61924599999999996,1.4536756660838575,0.37899479106999934
068,exp_g1,l2,t,es,na,025,2,1,"['lshift', 'rshift']",1.398018499952741,2.0304547499399632,1,-0.5727458686742466,0.909694,1.1207607499399632,0.6324362499872223
028,exp_g2,l1,t,es,f0c,158,2,1,"['lshift', 'rshift']",1.2450895410729572,2.2087631250033155,3,-0.422740998307182,0.97081249999999997,1.2379506250033154,0.9636735839303583
028,exp_g2,l1,t,es,f0c,156,2,1,"['lshift', 'rshift']",1.4882315000286326,2.2514472079928964,3,-0.422740998307182,0.97487500000000005,1.2765722079928965,0.7632157079642639
028,exp_g2,l1,t,es,na,020,2,1,"['lshift', 'rshift']",1.30634854210075,2.389096667058766,3,-0.422740998307182,0.99675999999999998,1.3923366670587658,1.082748124958016
028,exp_g2,l1,t,es,f0c,152,2,1,"['lshift', 'rshift']",1.4021387500688434,2.3510908749885857,3,-0.422740998307182,0.92128125000000005,1.4298096249885857,0.9489521249197423
028,exp_g2,l1,t,es,na,018,2,1,"['rshift', 'lshift']",1.2205119170248508,2.7288761250674725,3,-0.422740998307182,0.90037500000000004,1.8285011250674725,1.5083642080426216
028,exp_g2,l1,t,es,f0c,157,2,1,"['lshift', 'rshift']",1.2131880419328809,2.1954336250200868,3,-0.422740998307182,0.63512500000000005,1.5603086250200868,0.9822455830872059
028,exp_g2,l1,t,es,na,013,2,1,"['lshift', 'rshift']",1.5070403330028057,2.652125791064464,3,-0.422740998307182,1.352093,1.300032791064464,1.1450854580616583
028,exp_g2,l1,t,es,na,017,2,1,"['lshift', 'rshift']",1.5247877499787137,2.4675807079765946,3,-0.422740998307182,1.328805,1.1387757079765946,0.9427929579978809
028,exp_g2,l1,t,es,f0c,155,2,1,"['lshift', 'rshift']",1.4962552500655877,2.1342154170852154,3,-0.422740998307182,0.85950000000000004,1.2747154170852153,0.6379601670196278
028,exp_g2,l1,t,es,f0c,160,2,1,"['lshift', 'rshift']",1.6120602079899982,2.6619776249863207,3,-0.422740998307182,1.108625,1.5533526249863208,1.0499174169963226
028,exp_g2,l1,t,es,f0c,151,2,1,"['lshift', 'rshift']",1.5235517079709098,2.134467708063312,3,-0.422740998307182,0.78843750000000001,1.3460302080633118,0.6109160000924021
028,exp_g2,l1,t,es,na,011,2,1,"['lshift', 'rshift']",1.6874015000648797,2.624867625068873,3,-0.422740998307182,0.94437499999999996,1.6804926250688732,0.9374661250039935
028,exp_g2,l1,t,es,na,015,2,1,"['lshift', 'rshift']",1.5852735829539597,2.217871750006452,3,-0.422740998307182,0.88211399999999995,1.3357577500064524,0.6325981670524925
028,exp_g2,l1,t,es,na,019,2,1,"['lshift', 'rshift']",1.4301562090404332,2.724822917021811,3,-0.422740998307182,1.44153,1.283292917021811,1.2946667079813778
028,exp_g2,l1,t,es,na,014,2,1,"['rshift', 'lshift', 'rshift']",1.3937012500828132,1.9286701250821352,3,-0.422740998307182,0.78868499999999997,1.1399851250821353,0.534968874999322
028,exp_g2,l1,t,es,na,012,2,1,"['lshift', 'rshift']",1.8183140829205515,2.7090959169436246,3,-0.422740998307182,0.82370299999999996,1.8853929169436248,0.8907818340230731
028,exp_g2,l1,t,es,f0c,154,2,1,"['lshift', 'rshift']",1.8266665829578412,2.654489165986888,3,-0.422740998307182,0.91259374999999998,1.741895415986888,0.8278225830290469
028,exp_g2,l1,t,es,na,016,2,1,"['lshift', 'rshift']",1.370475957985036,3.0292102919192985,3,-0.422740998307182,1.6949019999999999,1.3343082919192986,1.6587343339342624
028,exp_g2,l1,t,es,f0c,153,2,1,"['lshift', 'rshift']",1.9069115419406444,2.91100037493743,3,-0.422740998307182,0.77825,2.13275037493743,1.0040888329967856
028,exp_g2,l1,t,es,f0c,159,2,1,"['lshift', 'rshift']",1.2372437079902738,2.416614415938966,3,-0.422740998307182,1.1799375000000001,1.236676915938966,1.1793707079486921
006,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",2.598799999952348,3.082299999952397,-16,-1.8477872667942958,1.328805,1.7534949999523968,0.48350000000004867
006,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",2.9642999999523454,3.18129999995233,-16,-1.8477872667942958,0.73509374999999999,2.44620624995233,0.21699999999998454
006,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",2.8138999999761154,3.612100000023816,-16,-1.8477872667942958,0.82653125000000005,2.785568750023816,0.7982000000477005
006,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",2.5157999999522644,2.91339999997615,-16,-1.8477872667942958,1.2804374999999999,1.63296249997615,0.3976000000238855
006,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",2.257399999976201,3.1900000000001683,-16,-1.8477872667942958,1.6362812499999999,1.5537187500001683,0.9326000000239674
006,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""lshift"",""lshift""]",4.328999999999951,4.6124999999999545,-16,-1.8477872667942958,1.44153,3.1709699999999543,0.28350000000000364
006,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",3.064600000023802,3.380499999999984,-16,-1.8477872667942958,1.352093,2.028406999999984,0.31589999997618223
006,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",3.247000000000071,3.4292000000477856,-16,-1.8477872667942958,0.82370299999999996,2.6054970000477855,0.18220000004771464
006,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",2.624300000071571,2.8324000000952765,-16,-1.8477872667942958,0.88211399999999995,1.9502860000952766,0.20810000002370543
006,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",3.181199999928367,3.431999999999789,-16,-1.8477872667942958,0.73899999999999999,2.692999999999789,0.2508000000714219
006,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",3.74740000009524,4.116200000047684,-16,-1.8477872667942958,1.6949019999999999,2.421298000047684,0.3687999999524436
006,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift"",""rshift"",""rshift""]",2.665899999976091,2.8990000000001146,-16,-1.8477872667942958,0.90037500000000004,1.9986250000001147,0.23310000002402376
006,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",2.932200000047714,3.18029999995224,-16,-1.8477872667942958,1.0251250000000001,2.15517499995224,0.2480999999045257
021,exp_g1,l2,t,es,f0c,166,2,1,"[""lshift"",""rshift""]",1.2836000000238528,2.9517000000477083,50,3.102373455318837,1.6362812499999999,1.3154187500477084,1.6681000000238555
021,exp_g1,l2,t,es,na,029,2,1,"[""lshift"",""rshift""]",1.2666000000238569,2.452400000035766,50,3.102373455318837,1.122001,1.330399000035766,1.185800000011909
021,exp_g1,l2,t,es,na,021,2,1,"[""lshift"",""rshift""]",1.547200000047667,2.002000000000009,50,3.102373455318837,0.70402100000000001,1.297979000000009,0.4547999999523422
021,exp_g1,l2,t,es,na,022,2,1,"[""lshift"",""rshift""]",1.458100000023876,2.169899999976167,50,3.102373455318837,0.86396300000000004,1.3059369999761667,0.7117999999522908
021,exp_g1,l2,t,es,f0c,169,2,1,"[""rshift"",""lshift"",""lshift"",""rshift""]",1.2061999999880868,1.8071000000238653,50,3.102373455318837,1.2804374999999999,0.5266625000238654,0.6009000000357785
021,exp_g1,l2,t,es,na,027,2,1,"[""lshift"",""rshift""]",1.3684999999999832,2.000400000035768,50,3.102373455318837,0.61924599999999996,1.3811540000357678,0.6319000000357846
021,exp_g1,l2,t,es,na,025,2,1,"[""lshift"",""rshift""]",1.289800000011951,2.1524000000357546,50,3.102373455318837,0.909694,1.2427060000357546,0.8626000000238037
021,exp_g1,l2,t,es,na,024,2,1,"[""lshift"",""rshift""]",1.356099999964215,2.206599999964226,50,3.102373455318837,0.81726699999999997,1.389332999964226,0.8505000000000109
021,exp_g1,l2,t,es,f0c,168,2,1,"[""lshift"",""rshift""]",1.507299999952295,2.091799999952343,50,3.102373455318837,0.73899999999999999,1.3527999999523432,0.5845000000000482
021,exp_g1,l2,t,es,f0c,162,2,1,"[""lshift"",""rshift""]",1.475500000000011,2.10269999998809,50,3.102373455318837,0.73509374999999999,1.36760624998809,0.6271999999880791
021,exp_g1,l2,t,es,f0c,165,2,1,"[""lshift"",""rshift""]",1.3373000000119075,2.1348999999761418,50,3.102373455318837,0.82499999999999996,1.309899999976142,0.7975999999642343
021,exp_g1,l2,t,es,f0c,163,2,1,"[""lshift"",""rshift""]",1.485099999964234,3.0324999999999704,50,3.102373455318837,1.5584687500000001,1.4740312499999704,1.5474000000357364
021,exp_g1,l2,t,es,na,023,2,1,"[""lshift"",""rshift""]",1.3206999999881075,2.144199999988075,50,3.102373455318837,0.80629600000000001,1.3379039999880749,0.8234999999999675
021,exp_g1,l2,t,es,f0c,167,2,1,"[""lshift"",""rshift""]",1.422599999964234,2.2998999999761622,50,3.102373455318837,1.0251250000000001,1.2747749999761622,0.8773000000119282
021,exp_g1,l2,t,es,na,026,2,1,"[""lshift"",""rshift""]",1.4004999999999654,2.250800000011907,50,3.102373455318837,0.97764099999999998,1.2731590000119068,0.8503000000119414
021,exp_g1,l2,t,es,f0c,161,2,1,"[""lshift"",""rshift""]",1.4207999999523508,2.045399999976098,50,3.102373455318837,0.75509375000000001,1.2903062499760982,0.6246000000237473
021,exp_g1,l2,t,es,f0c,164,2,1,"[""lshift"",""rshift""]",1.5539000000356964,2.0692000000476582,50,3.102373455318837,0.69834375000000004,1.3708562500476582,0.5153000000119619
021,exp_g1,l2,t,es,na,028,2,1,"[""lshift"",""rshift""]",1.3999999999999773,2.2845999999642572,50,3.102373455318837,0.93781599999999998,1.3467839999642572,0.88459999996428
021,exp_g1,l2,t,es,na,030,2,1,"[""lshift"",""rshift""]",1.333900000035669,2.31870000004767,50,3.102373455318837,1.133667,1.18503300004767,0.984800000012001
021,exp_g1,l2,t,es,f0c,170,2,1,"[""lshift"",""rshift""]",1.31870000004767,2.059200000047668,50,3.102373455318837,0.82653125000000005,1.2326687500476678,0.7404999999999977
027,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",1.5092999999970402,2.6195999999940227,14,0.4022857887116734,1.0251250000000001,1.5944749999940226,1.1102999999969825
027,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",1.5172999999970216,2.117200000002981,14,0.4022857887116734,0.73899999999999999,1.3782000000029813,0.5999000000059596
027,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",1.2327999999970416,2.708100000008926,14,0.4022857887116734,1.328805,1.3792950000089261,1.4753000000118845
027,exp_g2,l1,t,es,na,011,2,1,"[""lshift"",""rshift""]",1.70150000000001,2.8367000000030203,14,0.4022857887116734,0.94437499999999996,1.8923250000030203,1.1352000000030102
027,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",1.316799999996988,2.4309999999999263,14,0.4022857887116734,1.2804374999999999,1.1505624999999264,1.1142000000029384
027,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift""]",1.367100000008918,2.300600000008899,14,0.4022857887116734,0.90037500000000004,1.400225000008899,0.9334999999999809
027,exp_g2,l2,t,es,f0u,144,2,1,"[""lshift"",""rshift""]",1.1859000000059725,1.9184999999999943,14,0.4022857887116734,0.69834375000000004,1.2201562499999943,0.7325999999940218
027,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",1.7008999999910657,2.3327999999970643,14,0.4022857887116734,0.82370299999999996,1.5090969999970645,0.6319000000059987
027,exp_g2,l1,t,es,na,020,2,1,"[""lshift"",""rshift""]",1.1675000000000182,2.3677999999970325,14,0.4022857887116734,0.99675999999999998,1.3710399999970324,1.2002999999970143
027,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",1.3184000000059086,2.451999999999998,14,0.4022857887116734,1.352093,1.0999069999999982,1.1335999999940896
027,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",1.1842000000029884,3.250900000005913,14,0.4022857887116734,1.5584687500000001,1.692431250005913,2.0667000000029248
027,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",1.6172000000029811,2.574599999994007,14,0.4022857887116734,0.82499999999999996,1.749599999994007,0.9573999999910257
027,exp_g2,l2,t,es,f0u,141,2,1,"[""lshift"",""rshift""]",1.517099999994116,2.000900000006027,14,0.4022857887116734,0.75509375000000001,1.245806250006027,0.4838000000119109
027,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",1.5856000000089807,2.251900000006003,14,0.4022857887116734,0.82653125000000005,1.4253687500060033,0.6662999999970225
027,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",1.4927999999970325,1.992700000002969,14,0.4022857887116734,0.78868499999999997,1.2040150000029692,0.4999000000059366
027,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",1.8452000000030464,2.31729999999709,14,0.4022857887116734,0.88211399999999995,1.43518599999709,0.4720999999940434
027,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",1.6509000000058904,2.6837000000028866,14,0.4022857887116734,1.44153,1.2421700000028866,1.0327999999969961
027,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",1.384599999994066,2.697999999999979,14,0.4022857887116734,1.6362812499999999,1.0617187499999792,1.3134000000059132
027,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",1.1675000000000182,1.9011000000090237,14,0.4022857887116734,0.73509374999999999,1.1660062500090236,0.7336000000090055
027,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",1.5342999999969609,2.918099999993956,14,0.4022857887116734,1.6949019999999999,1.223197999993956,1.383799999996995
029,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",2.716100000023971,3.099600000023884,0,-0.6477483038577789,0.82499999999999996,2.2746000000238844,0.38349999999991313
029,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift""]",1.370199999928445,2.714999999999918,0,-0.6477483038577789,0.90037500000000004,1.8146249999999182,1.344800000071473
029,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",1.3552999999524218,2.474600000023884,0,-0.6477483038577789,0.82653125000000005,1.6480687500238842,1.1193000000714624
029,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",1.758700000047611,3.269399999976031,0,-0.6477483038577789,1.6362812499999999,1.633118749976031,1.5106999999284199
029,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",1.403600000023971,2.8665000000000878,0,-0.6477483038577789,1.2804374999999999,1.5860625000000879,1.4628999999761167
029,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",1.1989999999998415,2.7818999999760763,0,-0.6477483038577789,1.328805,1.4530949999760763,1.5828999999762348
029,exp_g2,l1,t,es,na,020,2,1,"[""lshift"",""rshift""]",1.2058999999760545,2.5893999999761945,0,-0.6477483038577789,0.99675999999999998,1.5926399999761944,1.38350000000014
029,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",1.2830000000001291,2.370700000047691,0,-0.6477483038577789,0.73509374999999999,1.6356062500476911,1.0877000000475618
029,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",1.18260000002374,2.30169999992836,0,-0.6477483038577789,0.73899999999999999,1.56269999992836,1.1190999999046198
029,exp_g2,l1,t,es,na,011,2,1,"[""lshift"",""rshift""]",1.3842000000477128,2.749499999999898,0,-0.6477483038577789,0.94437499999999996,1.8051249999998982,1.3652999999521853
029,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""lshift"",""rshift""]",1.6002000000478347,1.8352000000477344,0,-0.6477483038577789,0.82370299999999996,1.0114970000477346,0.23499999999989973
029,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",1.969399999976304,2.90300000000002,0,-0.6477483038577789,0.88211399999999995,2.0208860000000204,0.9336000000237159
029,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",1.2683999999760545,3.1843999999759944,0,-0.6477483038577789,1.6949019999999999,1.4894979999759945,1.91599999999994
029,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",1.2180000000000746,2.2212999999524072,0,-0.6477483038577789,0.78868499999999997,1.4326149999524074,1.0032999999523327
029,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",1.2831999999284562,2.5836000000238077,0,-0.6477483038577789,1.0251250000000001,1.5584750000238077,1.3004000000953515
029,exp_g2,l2,t,es,f0u,144,2,1,"[""lshift"",""rshift""]",1.5016000000239274,2.189600000023802,0,-0.6477483038577789,0.69834375000000004,1.4912562500238018,0.6879999999998745
029,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",1.4541999999285051,3.038099999904489,0,-0.6477483038577789,1.5584687500000001,1.4796312499044888,1.5838999999759837
029,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",1.3176999999284362,2.7676999999284817,0,-0.6477483038577789,1.352093,1.4156069999284817,1.4500000000000455
029,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",1.4688000000714965,2.751700000047549,0,-0.6477483038577789,1.44153,1.3101700000475491,1.2828999999760526
