participant,group,list,cond,lang,type,num,exp_num,cs,response,rt1,rt2,lextale,lextale_z,mat_dur,rt_mat,rt_cs
033,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",1.4775999999995977,2.1268999999994094,12,0.2522809183446088,0.78868499999999997,1.3382149999994095,0.6492999999998117
033,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",1.5349000000003912,2.934299999999837,12,0.2522809183446088,1.6949019999999999,1.239397999999837,1.3993999999994458
033,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",1.4318999999994162,2.066299999999785,12,0.2522809183446088,0.73509374999999999,1.3312062499997852,0.6344000000003689
033,exp_g2,l2,t,es,f0u,144,2,1,"[""lshift"",""rshift""]",1.6519999999999868,2.134400000000369,12,0.2522809183446088,0.69834375000000004,1.4360562500003689,0.4824000000003821
033,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",2.4325000000000045,3.0504999999999995,12,0.2522809183446088,1.5584687500000001,1.4920312499999995,0.617999999999995
033,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",1.6514999999999986,2.0856999999992354,12,0.2522809183446088,0.82499999999999996,1.2606999999992357,0.43419999999923675
033,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",1.7837999999998146,2.155900000000372,12,0.2522809183446088,0.82370299999999996,1.3321970000003722,0.37210000000055743
033,exp_g2,l1,t,es,na,011,2,1,"[""lshift"",""rshift""]",1.534600000000523,2.5176000000005274,12,0.2522809183446088,0.94437499999999996,1.5732250000005275,0.9830000000000043
033,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",1.5349000000003343,2.8516000000005306,12,0.2522809183446088,1.6362812499999999,1.2153187500005307,1.3167000000001963
033,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",1.281799999999805,2.1012000000001763,12,0.2522809183446088,0.82653125000000005,1.2746687500001763,0.8194000000003712
033,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",1.4424999999999957,2.2345999999996597,12,0.2522809183446088,1.0251250000000001,1.2094749999996597,0.7920999999996641
033,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",1.4377000000001772,2.686900000000378,12,0.2522809183446088,1.44153,1.245370000000378,1.2492000000002008
033,exp_g2,l1,t,es,na,020,2,1,"[""lshift"",""rshift""]",1.5502000000001317,2.3824999999999363,12,0.2522809183446088,0.99675999999999998,1.3857399999999362,0.8322999999998046
033,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift""]",1.6409999999999627,2.28449999999998,12,0.2522809183446088,0.90037500000000004,1.38412499999998,0.6435000000000173
033,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",1.8512000000001765,2.190100000000598,12,0.2522809183446088,0.88211399999999995,1.307986000000598,0.3389000000004214
033,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",1.7845000000000937,2.5178999999994858,12,0.2522809183446088,1.2804374999999999,1.2374624999994859,0.7333999999993921
033,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",2.388700000000199,2.6414000000004307,12,0.2522809183446088,1.352093,1.2893070000004307,0.25270000000023174
033,exp_g2,l1,t,es,na,017,2,1,"[""rshift"",""lshift"",""rshift""]",1.1670999999995502,1.7862999999997555,12,0.2522809183446088,1.328805,0.4574949999997555,0.6192000000002054
033,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",1.4169999999999163,2.082799999999793,12,0.2522809183446088,0.73899999999999999,1.343799999999793,0.6657999999998765
033,exp_g2,l2,t,es,f0u,141,2,1,"[""lshift"",""rshift""]",1.405900000000429,2.0049000000003616,12,0.2522809183446088,0.75509375000000001,1.2498062500003617,0.5989999999999327
042,exp_g1,l2,t,es,f0c,161,2,1,"[""lshift"",""rshift"",""rshift""]",2.000799999997014,2.934000000000026,22,1.002305270179932,0.75509375000000001,2.178906250000026,0.9332000000030121
042,exp_g1,l2,t,es,na,027,2,1,"[""rshift"",""lshift"",""rshift""]",2.273000000000025,3.5338000000119223,22,1.002305270179932,0.61924599999999996,2.9145540000119223,1.2608000000118973
042,exp_g1,l2,t,es,f0c,170,2,1,"[""lshift"",""rshift"",""lshift"",""rshift""]",1.9174999999999611,2.5482999999969707,22,1.002305270179932,0.82653125000000005,1.7217687499969707,0.6307999999970095
042,exp_g1,l2,t,es,na,025,2,1,"[""lshift"",""rshift""]",3.134200000002977,3.569100000008973,22,1.002305270179932,0.909694,2.659406000008973,0.43490000000599593
042,exp_g1,l2,t,es,f0c,165,2,1,"[""lshift"",""rshift"",""lshift"",""rshift""]",2.068699999988098,2.4858999999910907,22,1.002305270179932,0.82499999999999996,1.660899999991091,0.4172000000029925
042,exp_g1,l2,t,es,f0c,163,2,1,"[""lshift"",""lshift"",""rshift"",""rshift""]",2.4511000000088643,3.0574000000059414,22,1.002305270179932,1.5584687500000001,1.4989312500059413,0.6062999999970771
042,exp_g1,l2,t,es,na,029,2,1,"[""lshift"",""rshift""]",2.7227999999970507,3.866599999994037,22,1.002305270179932,1.122001,2.744598999994037,1.1437999999969861
042,exp_g1,l2,t,es,na,022,2,1,"[""lshift"",""rshift"",""rshift""]",1.7839000000059286,2.481600000008939,22,1.002305270179932,0.86396300000000004,1.6176370000089388,0.6977000000030102
042,exp_g1,l2,t,es,f0c,169,2,1,"[""lshift"",""lshift"",""lshift""]",1.933600000008937,2.6326000000088925,22,1.002305270179932,1.2804374999999999,1.3521625000088926,0.6989999999999554
042,exp_g1,l2,t,es,na,024,2,1,"[""lshift"",""rshift"",""lshift"",""rshift"",""rshift""]",2.0167000000029702,2.389200000002916,22,1.002305270179932,0.81726699999999997,1.5719330000029164,0.3724999999999459
042,exp_g1,l2,t,es,f0c,162,2,1,"[""rshift"",""rshift""]",3.199199999988082,4.807599999994068,22,1.002305270179932,0.73509374999999999,4.072506249994068,1.608400000005986
042,exp_g1,l2,t,es,f0c,166,2,1,"[""lshift"",""rshift""]",3.0494999999999663,3.6164000000059104,22,1.002305270179932,1.6362812499999999,1.9801187500059105,0.5669000000059441
042,exp_g1,l2,t,es,na,021,2,1,"[""lshift"",""rshift""]",2.5229000000059614,3.2180000000000746,22,1.002305270179932,0.70402100000000001,2.5139790000000746,0.6950999999941132
042,exp_g1,l2,t,es,f0c,164,2,1,"[""lshift"",""rshift""]",2.150700000002985,2.798000000000002,22,1.002305270179932,0.69834375000000004,2.0996562500000016,0.647299999997017
042,exp_g1,l2,t,es,f0c,167,2,1,"[""lshift"",""rshift""]",2.9880000000000564,3.684500000000071,22,1.002305270179932,1.0251250000000001,2.659375000000071,0.6965000000000146
042,exp_g1,l2,t,es,na,026,2,1,"[""rshift"",""rshift""]",2.733699999988062,3.5995999999940977,22,1.002305270179932,0.97764099999999998,2.6219589999940975,0.865900000006036
042,exp_g1,l2,t,es,na,028,2,1,"[""lshift"",""rshift""]",2.4664999999999964,2.9028000000118936,22,1.002305270179932,0.93781599999999998,1.9649840000118937,0.4363000000118973
042,exp_g1,l2,t,es,f0c,168,2,1,"[""lshift"",""rshift""]",2.5326000000089834,2.951000000000022,22,1.002305270179932,0.73899999999999999,2.212000000000022,0.4183999999910384
042,exp_g1,l2,t,es,na,030,2,1,"[""lshift"",""rshift""]",1.367099999994025,2.283599999994067,22,1.002305270179932,1.133667,1.1499329999940668,0.9165000000000418
054,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",1.5009999999999764,2.875,8,-0.047728822389520455,1.352093,1.522907,1.3740000000000236
054,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",1.6322999999997592,3.08409999999958,8,-0.047728822389520455,1.6949019999999999,1.3891979999995803,1.451799999999821
054,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",1.4014999999999418,2.7749000000003434,8,-0.047728822389520455,1.44153,1.3333700000003434,1.3734000000004016
054,exp_g2,l1,t,es,na,011,2,1,"[""lshift"",""rshift""]",1.5690999999997075,2.4685999999996966,8,-0.047728822389520455,0.94437499999999996,1.5242249999996966,0.8994999999999891
054,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",1.4514000000003762,2.319000000000188,8,-0.047728822389520455,0.82370299999999996,1.495297000000188,0.8675999999998116
054,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",1.6014999999999873,2.1825999999996384,8,-0.047728822389520455,0.73509374999999999,1.4475062499996385,0.5810999999996511
054,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",1.455199999999195,2.0174999999999272,8,-0.047728822389520455,0.73899999999999999,1.2784999999999274,0.5623000000007323
054,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",1.9175000000000184,2.283800000000838,8,-0.047728822389520455,0.88211399999999995,1.401686000000838,0.3663000000008194
054,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift""]",2.486200000000281,2.75200000000018,8,-0.047728822389520455,0.90037500000000004,1.8516250000001802,0.26579999999989923
054,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",1.70479999999975,2.2339000000004035,8,-0.047728822389520455,0.78868499999999997,1.4452150000004036,0.5291000000006534
054,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",1.5499000000004344,2.151100000000497,8,-0.047728822389520455,0.82499999999999996,1.3261000000004972,0.6012000000000626
054,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",2.3089000000002216,2.934499999999844,8,-0.047728822389520455,1.6362812499999999,1.298218749999844,0.6255999999996225
054,exp_g2,l2,t,es,f0u,141,2,1,"[""lshift"",""rshift""]",1.5327000000002045,2.0697999999999865,8,-0.047728822389520455,0.75509375000000001,1.3147062499999866,0.5370999999997821
054,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",1.8211000000005697,2.316900000000487,8,-0.047728822389520455,1.0251250000000001,1.291775000000487,0.4957999999999174
054,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",2.001299999999901,2.8177000000002863,8,-0.047728822389520455,1.2804374999999999,1.5372625000002864,0.8164000000003853
054,exp_g2,l2,t,es,f0u,144,2,1,"[""lshift"",""rshift""]",2.407799999999952,2.699000000000069,8,-0.047728822389520455,0.69834375000000004,2.000656250000069,0.29120000000011714
054,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",1.4351000000006024,2.287600000000566,8,-0.047728822389520455,0.82653125000000005,1.4610687500005661,0.8524999999999636
054,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",1.8836000000005697,2.649100000000544,8,-0.047728822389520455,1.328805,1.3202950000005438,0.7654999999999741
054,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",2.0342000000002827,2.93320000000017,8,-0.047728822389520455,1.5584687500000001,1.3747312500001698,0.8989999999998872
058,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",1.421799999997006,2.614500000000021,3,-0.422740998307182,1.0251250000000001,1.5893750000000209,1.192700000003015
058,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",1.749100000001533,3.0488999999985253,3,-0.422740998307182,1.5584687500000001,1.4904312499985253,1.2997999999969923
058,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",1.814500000000009,3.0121000000014533,3,-0.422740998307182,1.44153,1.5705700000014533,1.1976000000014442
058,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",1.698799999996993,2.5985000000000014,3,-0.422740998307182,0.82370299999999996,1.7747970000000015,0.8997000000030084
058,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",1.796700000002943,3.349999999999966,3,-0.422740998307182,0.78868499999999997,2.561314999999966,1.553299999997023
058,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",1.5318999999984726,3.015100000001496,3,-0.422740998307182,1.6362812499999999,1.3788187500014961,1.4832000000030234
058,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift""]",1.4567999999970311,2.563100000001498,3,-0.422740998307182,0.90037500000000004,1.662725000001498,1.1063000000044667
058,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",1.8316000000014585,2.5493000000044503,3,-0.422740998307182,0.88211399999999995,1.6671860000044505,0.7177000000029918
058,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",1.652399999998465,2.3693000000043867,3,-0.422740998307182,0.82499999999999996,1.544300000004387,0.7169000000059216
058,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",1.4525000000001,2.6993000000045413,3,-0.422740998307182,1.328805,1.3704950000045413,1.2468000000044412
058,exp_g2,l1,t,es,na,011,2,1,"[""lshift"",""rshift""]",1.8319999999999936,2.5997999999970034,3,-0.422740998307182,0.94437499999999996,1.6554249999970034,0.7677999999970098
058,exp_g2,l2,t,es,f0u,144,2,1,"[""lshift"",""rshift""]",1.8973999999984696,2.415200000002983,3,-0.422740998307182,0.69834375000000004,1.716856250002983,0.5178000000045133
058,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",1.510499999999979,3.2525000000000546,3,-0.422740998307182,1.6949019999999999,1.5575980000000547,1.7420000000000755
058,exp_g2,l2,t,es,f0u,141,2,1,"[""lshift"",""rshift""]",2.213100000001532,2.632000000000062,3,-0.422740998307182,0.75509375000000001,1.876906250000062,0.4188999999985299
058,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",1.851299999996968,2.6358999999985144,3,-0.422740998307182,0.73509374999999999,1.9008062499985146,0.7846000000015465
058,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",2.122899999998481,2.390099999994049,3,-0.422740998307182,0.73899999999999999,1.6510999999940492,0.2671999999955683
058,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",1.665200000002983,2.535300000004554,3,-0.422740998307182,0.82653125000000005,1.708768750004554,0.8701000000015711
058,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",1.4950999999940675,2.7950000000000728,3,-0.422740998307182,1.352093,1.4429070000000728,1.2999000000060053
058,exp_g2,l1,t,es,na,020,2,1,"[""lshift"",""rshift""]",1.6647000000029948,2.63250000000005,3,-0.422740998307182,0.99675999999999998,1.63574000000005,0.9677999999970552
058,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",1.629199999995535,2.8514999999999877,3,-0.422740998307182,1.2804374999999999,1.5710624999999878,1.2223000000044526
062,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift""]",1.1589000000357714,2.154200000047694,5,-0.27273612794011737,0.90037500000000004,1.2538250000476943,0.9953000000119228
062,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",1.5018000000118832,2.501800000011883,5,-0.27273612794011737,1.0251250000000001,1.4766750000118831,1
062,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",1.4013000000119291,2.467700000047671,5,-0.27273612794011737,1.328805,1.138895000047671,1.0664000000357419
062,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",1.1186999999881095,2.250499999999988,5,-0.27273612794011737,0.82653125000000005,1.4239687499999882,1.1318000000118786
062,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",1.4839999999999804,2.5018999999761604,5,-0.27273612794011737,1.2804374999999999,1.2214624999761605,1.01789999997618
062,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",1.4498999999761395,2.007399999976144,5,-0.27273612794011737,0.73899999999999999,1.2683999999761442,0.5575000000000045
062,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",1.3496000000238837,2.6349000000357705,5,-0.27273612794011737,1.352093,1.2828070000357705,1.2853000000118868
062,exp_g2,l2,t,es,f0u,144,2,1,"[""lshift"",""rshift""]",1.823399999976175,2.139800000011917,5,-0.27273612794011737,0.69834375000000004,1.4414562500119168,0.31640000003574187
062,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",1.3691000000238205,2.9346000000238632,5,-0.27273612794011737,1.6949019999999999,1.2396980000238633,1.5655000000000427
062,exp_g2,l1,t,es,na,020,2,1,"[""lshift"",""rshift""]",1.9678999999761688,2.4891999999881023,5,-0.27273612794011737,0.99675999999999998,1.4924399999881022,0.5213000000119334
062,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",1.4988999999761743,2.0188999999761563,5,-0.27273612794011737,0.73509374999999999,1.2838062499761564,0.519999999999982
062,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",1.3845999999641665,2.91989999997611,5,-0.27273612794011737,1.5584687500000001,1.3614312499761099,1.5353000000119434
062,exp_g2,l2,t,es,f0u,141,2,1,"[""lshift"",""rshift""]",1.6893999999762173,2.134199999988141,5,-0.27273612794011737,0.75509375000000001,1.379106249988141,0.44480000001192366
062,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",1.3519999999999754,2.743399999976077,5,-0.27273612794011737,1.44153,1.3018699999760772,1.3913999999761018
062,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",1.7168000000118582,2.205400000035752,5,-0.27273612794011737,0.78868499999999997,1.416715000035752,0.4886000000238937
062,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",1.30059999996422,2.221699999988118,5,-0.27273612794011737,0.88211399999999995,1.3395859999881183,0.9211000000238982
062,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",1.534100000023841,2.24040000003572,5,-0.27273612794011737,0.82370299999999996,1.4166970000357202,0.7063000000118791
062,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",1.474199999988059,2.7110000000000127,5,-0.27273612794011737,1.6362812499999999,1.0747187500000128,1.2368000000119537
062,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",1.5170999999642163,2.07469999998807,5,-0.27273612794011737,0.82499999999999996,1.2496999999880702,0.5576000000238537
064,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",1.5576000000238537,2.4735000000000014,6,-0.19773369275658506,0.82653125000000005,1.6469687500000014,0.9158999999761477
064,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",1.434500000000014,2.527399999976126,6,-0.19773369275658506,0.82499999999999996,1.7023999999761261,1.0928999999761118
064,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",1.2672999999522858,2.718899999976145,6,-0.19773369275658506,1.0251250000000001,1.693774999976145,1.4516000000238591
064,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",1.2635000000000218,2.1725000000000136,6,-0.19773369275658506,0.73899999999999999,1.4335000000000138,0.9089999999999918
064,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",1.3786999999284717,3.210199999928477,6,-0.19773369275658506,1.6949019999999999,1.5152979999284772,1.8315000000000055
064,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",1.5672000000476487,2.979800000071521,6,-0.19773369275658506,1.2804374999999999,1.6993625000715211,1.4126000000238723
064,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",1.264899999976194,3.2596999999285003,6,-0.19773369275658506,1.5584687500000001,1.7012312499285003,1.9947999999523063
064,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",2.0628000000715474,3.301200000047686,6,-0.19773369275658506,1.44153,1.859670000047686,1.2383999999761386
064,exp_g2,l2,t,es,f0u,141,2,1,"[""lshift"",""rshift""]",1.706200000047602,2.4867000000476764,6,-0.19773369275658506,0.75509375000000001,1.7316062500476765,0.7805000000000744
064,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""lshift"",""rshift""]",1.3856000000238282,1.8482999999522465,6,-0.19773369275658506,1.6362812499999999,0.21201874995224657,0.46269999992841826
064,exp_g2,l2,t,es,f0u,144,2,1,"[""lshift"",""rshift""]",2.0103000000715383,2.4806000000238555,6,-0.19773369275658506,0.69834375000000004,1.7822562500238555,0.4702999999523172
064,exp_g2,l1,t,es,na,013,2,1,"[""rshift"",""lshift""]",1.5463999999761882,2.9583999999762227,6,-0.19773369275658506,1.352093,1.6063069999762227,1.4120000000000346
064,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",2.0434999999999945,2.8091999999285235,6,-0.19773369275658506,0.88211399999999995,1.9270859999285237,0.765699999928529
064,exp_g2,l1,t,es,na,020,2,1,"[""lshift"",""rshift""]",2.03189999997619,2.9586999999285126,6,-0.19773369275658506,0.99675999999999998,1.9619399999285125,0.9267999999523227
064,exp_g2,l1,t,es,na,018,2,1,"[""lshift"",""rshift""]",1.4440000000000737,2.6866999999284644,6,-0.19773369275658506,0.90037500000000004,1.7863249999284645,1.2426999999283908
064,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",1.563399999976241,2.8248000000716047,6,-0.19773369275658506,1.328805,1.4959950000716047,1.2614000000953638
064,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",2.358200000047645,2.971200000047702,6,-0.19773369275658506,0.78868499999999997,2.182515000047702,0.6130000000000568
064,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",2.486499999999978,3.115999999999985,6,-0.19773369275658506,0.73509374999999999,2.380906249999985,0.6295000000000068
064,exp_g2,l1,t,es,na,011,2,1,"[""lshift"",""rshift""]",2.797099999904617,3.888899999976161,6,-0.19773369275658506,0.94437499999999996,2.944524999976161,1.0918000000715438
064,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",3.2661999999284035,4.0294999999999845,6,-0.19773369275658506,0.82370299999999996,3.2057969999999845,0.763300000071581
067,exp_g2,l2,t,es,f0u,144,2,1,"[""rshift"",""lshift"",""rshift""]",1.7664000000059443,1.9860999999940527,-1,-0.7227507390413113,0.69834375000000004,1.2877562499940527,0.2196999999881084
067,exp_g2,l2,t,es,f0u,149,2,1,"[""lshift"",""rshift""]",1.9512000000178773,2.9674000000059664,-1,-0.7227507390413113,1.2804374999999999,1.6869625000059665,1.016199999988089
067,exp_g2,l2,t,es,f0u,148,2,1,"[""lshift"",""rshift""]",1.990299999982085,2.6834000000059177,-1,-0.7227507390413113,0.73899999999999999,1.9444000000059178,0.6931000000238328
067,exp_g2,l1,t,es,na,013,2,1,"[""lshift"",""rshift""]",2.2323000000119464,3.167900000005943,-1,-0.7227507390413113,1.352093,1.8158070000059432,0.9355999999939968
067,exp_g2,l2,t,es,f0u,146,2,1,"[""lshift"",""rshift""]",1.9879000000059364,3.2876999999880354,-1,-0.7227507390413113,1.6362812499999999,1.6514187499880355,1.299799999982099
067,exp_g2,l1,t,es,na,015,2,1,"[""lshift"",""rshift""]",1.7240999999940527,2.8716999999880954,-1,-0.7227507390413113,0.88211399999999995,1.9895859999880956,1.1475999999940427
067,exp_g2,l1,t,es,na,016,2,1,"[""lshift"",""rshift""]",3.967199999988111,4.156599999994057,-1,-0.7227507390413113,1.6949019999999999,2.4616979999940574,0.18940000000594637
067,exp_g2,l2,t,es,f0u,147,2,1,"[""lshift"",""rshift""]",2.6980999999940423,3.0010999999940395,-1,-0.7227507390413113,1.0251250000000001,1.9759749999940395,0.30299999999999727
067,exp_g2,l1,t,es,na,020,2,1,"[""lshift"",""rshift""]",2.035799999982089,2.9537999999820954,-1,-0.7227507390413113,0.99675999999999998,1.9570399999820953,0.9180000000000064
067,exp_g2,l1,t,es,na,018,2,1,"[""rshift"",""lshift""]",4.087099999994052,4.9669999999999845,-1,-0.7227507390413113,0.90037500000000004,4.066624999999984,0.8799000000059323
067,exp_g2,l1,t,es,na,019,2,1,"[""lshift"",""rshift""]",2.4349000000058822,3.2810999999940123,-1,-0.7227507390413113,1.44153,1.8395699999940123,0.84619999998813
067,exp_g2,l2,t,es,f0u,150,2,1,"[""lshift"",""rshift""]",2.3173000000119828,2.775000000000091,-1,-0.7227507390413113,0.82653125000000005,1.948468750000091,0.4576999999881082
067,exp_g2,l2,t,es,f0u,145,2,1,"[""lshift"",""rshift""]",2.552800000011871,4.0399000000059,-1,-0.7227507390413113,0.82499999999999996,3.2149000000059007,1.4870999999940295
067,exp_g2,l2,t,es,f0u,142,2,1,"[""lshift"",""rshift""]",2.3165999999939686,2.7094000000058718,-1,-0.7227507390413113,0.73509374999999999,1.974306250005872,0.3928000000119032
067,exp_g2,l1,t,es,na,014,2,1,"[""lshift"",""rshift""]",3.016700000017863,3.281900000005976,-1,-0.7227507390413113,0.78868499999999997,2.493215000005976,0.2651999999881127
067,exp_g2,l1,t,es,na,017,2,1,"[""lshift"",""rshift""]",2.0526999999880218,3.0040999999940823,-1,-0.7227507390413113,1.328805,1.6752949999940823,0.9514000000060605
067,exp_g2,l2,t,es,f0u,143,2,1,"[""lshift"",""rshift""]",1.840900000005945,3.364100000023768,-1,-0.7227507390413113,1.5584687500000001,1.8056312500237681,1.5232000000178232
067,exp_g2,l2,t,es,f0u,141,2,1,"[""lshift"",""rshift""]",1.775900000006004,2.5490999999940414,-1,-0.7227507390413113,0.75509375000000001,1.7940062499940415,0.7731999999880375
067,exp_g2,l1,t,es,na,012,2,1,"[""lshift"",""rshift""]",3.485699999988128,4.201000000000022,-1,-0.7227507390413113,0.82370299999999996,3.3772970000000218,0.7153000000118936
067,exp_g2,l1,t,es,na,011,2,1,"[""lshift"",""rshift""]",3.302900000005934,3.5614000000059605,-1,-0.7227507390413113,0.94437499999999996,2.6170250000059605,0.2585000000000264
070,exp_g1,l2,t,es,na,028,2,1,"[""lshift"",""rshift""]",1.4812999999969634,2.383299999997007,31,1.6773271868317228,0.93781599999999998,1.445483999997007,0.9020000000000437
070,exp_g1,l2,t,es,na,021,2,1,"[""lshift"",""rshift""]",1.2007999999970025,2.185199999995575,31,1.6773271868317228,0.70402100000000001,1.4811789999955751,0.9843999999985726
070,exp_g1,l2,t,es,f0c,167,2,1,"[""lshift"",""rshift""]",1.2000000000000457,2.716899999998532,31,1.6773271868317228,1.0251250000000001,1.691774999998532,1.5168999999984865
070,exp_g1,l2,t,es,f0c,168,2,1,"[""lshift"",""rshift""]",1.433499999999981,2.1837999999969497,31,1.6773271868317228,0.73899999999999999,1.4447999999969499,0.7502999999969688
070,exp_g1,l2,t,es,na,024,2,1,"[""lshift"",""rshift""]",1.1766000000014856,2.233000000000061,31,1.6773271868317228,0.81726699999999997,1.4157330000000612,1.0563999999985754
070,exp_g1,l2,t,es,f0c,165,2,1,"[""lshift"",""rshift""]",2.06899999999996,2.2002999999970143,31,1.6773271868317228,0.82499999999999996,1.3752999999970146,0.13129999999705433
070,exp_g1,l2,t,es,f0c,162,2,1,"[""lshift"",""rshift""]",2.290299999997046,2.489500000000021,31,1.6773271868317228,0.73509374999999999,1.754406250000021,0.19920000000297478
070,exp_g1,l2,t,es,na,025,2,1,"[""lshift"",""rshift""]",1.6507000000029848,2.3333999999985053,31,1.6773271868317228,0.909694,1.4237059999985053,0.6826999999955206
070,exp_g1,l2,t,es,na,029,2,1,"[""lshift"",""rshift""]",1.5326999999955433,2.584099999994123,31,1.6773271868317228,1.122001,1.4620989999941232,1.05139999999858
070,exp_g1,l2,t,es,na,023,2,1,"[""lshift"",""rshift""]",2.1673000000043885,2.5562000000029457,31,1.6773271868317228,0.80629600000000001,1.7499040000029455,0.3888999999985572
