...1,num,list,cond,lang,type,mat_dur,exp1_key.keys,exp1_key.rt,exp1_key.corr,cor_rate,participant,group,prof,rt
11,98,l2,FALSE,en,na,0.376142,rshift,2.1352,1,0.966666666666667,54,exp_g2,8,1.759058
12,99,l2,FALSE,en,na,0.462405,lshift,2.1399,1,0.966666666666667,54,exp_g2,8,1.677495
13,101,l2,FALSE,en,na,0.924484,lshift,2.3769,1,0.966666666666667,54,exp_g2,8,1.452416
14,102,l2,FALSE,en,na,1.021105,rshift,2.6344,1,0.966666666666667,54,exp_g2,8,1.613295
15,103,l2,FALSE,en,na,0.594925,lshift,2.3404,1,0.966666666666667,54,exp_g2,8,1.745475
16,106,l2,FALSE,en,na,1.203962,rshift,3.18,1,0.966666666666667,54,exp_g2,8,1.976038
17,107,l2,FALSE,en,na,0.740095,lshift,2.7083,1,0.966666666666667,54,exp_g2,8,1.968205
18,108,l2,FALSE,en,na,0.818995,rshift,2.8076,1,0.966666666666667,54,exp_g2,8,1.988605
19,109,l2,FALSE,en,na,0.344097,lshift,1.8405,1,0.966666666666667,54,exp_g2,8,1.496403
20,110,l2,FALSE,en,na,0.973278,rshift,2.4685,1,0.966666666666667,54,exp_g2,8,1.495222
21,151,l1,TRUE,es,f0c,0.7884375,lshift,2.3964,1,0.966666666666667,54,exp_g2,8,1.6079625
22,152,l1,TRUE,es,f0c,0.92128125,rshift,2.6077,1,0.966666666666667,54,exp_g2,8,1.68641875
23,153,l1,TRUE,es,f0c,0.77825,lshift,2.7087,1,0.966666666666667,54,exp_g2,8,1.93045
24,155,l1,TRUE,es,f0c,0.8595,lshift,2.3422,1,0.966666666666667,54,exp_g2,8,1.4827
25,156,l1,TRUE,es,f0c,0.974875,rshift,2.6674,1,0.966666666666667,54,exp_g2,8,1.692525
26,157,l1,TRUE,es,f0c,0.635125,lshift,2.763,1,0.966666666666667,54,exp_g2,8,2.127875
27,158,l1,TRUE,es,f0c,0.9708125,rshift,3.2273,1,0.966666666666667,54,exp_g2,8,2.2564875
28,159,l1,TRUE,es,f0c,1.1799375,lshift,3.6228,1,0.966666666666667,54,exp_g2,8,2.4428625
29,160,l1,TRUE,es,f0c,1.108625,rshift,3.9841,1,0.966666666666667,54,exp_g2,8,2.875475
1,21,l2,TRUE,es,na,0.704021,lshift,2.3081,1,0.9,58,exp_g2,3,1.604079
2,22,l2,TRUE,es,na,0.863963,rshift,2.2985,1,0.9,58,exp_g2,3,1.434537
3,23,l2,TRUE,es,na,0.806296,lshift,2.2991,1,0.9,58,exp_g2,3,1.492804
4,24,l2,TRUE,es,na,0.817267,rshift,2.5247,1,0.9,58,exp_g2,3,1.707433
5,25,l2,TRUE,es,na,0.909694,lshift,2.5301,1,0.9,58,exp_g2,3,1.620406
6,26,l2,TRUE,es,na,0.977641,rshift,2.4043,1,0.9,58,exp_g2,3,1.426659
7,27,l2,TRUE,es,na,0.619246,lshift,2.3262,1,0.9,58,exp_g2,3,1.706954
8,29,l2,TRUE,es,na,1.122001,lshift,3.0303,1,0.9,58,exp_g2,3,1.908299
9,30,l2,TRUE,es,na,1.133667,rshift,2.661,1,0.9,58,exp_g2,3,1.527333
10,98,l2,FALSE,en,na,0.376142,rshift,2.1079,1,0.9,58,exp_g2,3,1.731758
11,99,l2,FALSE,en,na,0.462405,lshift,1.7081,1,0.9,58,exp_g2,3,1.245695
12,101,l2,FALSE,en,na,0.924484,lshift,2.2917,1,0.9,58,exp_g2,3,1.367216
13,103,l2,FALSE,en,na,0.594925,lshift,2.2233,1,0.9,58,exp_g2,3,1.628375
14,106,l2,FALSE,en,na,1.203962,rshift,2.6968,1,0.9,58,exp_g2,3,1.492838
15,107,l2,FALSE,en,na,0.740095,lshift,2.1735,1,0.9,58,exp_g2,3,1.433405
16,108,l2,FALSE,en,na,0.818995,rshift,2.3263,1,0.9,58,exp_g2,3,1.507305
17,109,l2,FALSE,en,na,0.344097,lshift,2.0286,1,0.9,58,exp_g2,3,1.684503
18,110,l2,FALSE,en,na,0.973278,rshift,2.2836,1,0.9,58,exp_g2,3,1.310322
19,151,l1,TRUE,es,f0c,0.7884375,lshift,2.463,1,0.9,58,exp_g2,3,1.6745625
20,152,l1,TRUE,es,f0c,0.92128125,rshift,2.6674,1,0.9,58,exp_g2,3,1.74611875
21,153,l1,TRUE,es,f0c,0.77825,lshift,2.5854,1,0.9,58,exp_g2,3,1.80715
22,155,l1,TRUE,es,f0c,0.8595,lshift,2.3579,1,0.9,58,exp_g2,3,1.4984
23,156,l1,TRUE,es,f0c,0.974875,rshift,3.2119,1,0.9,58,exp_g2,3,2.237025
24,157,l1,TRUE,es,f0c,0.635125,lshift,2.1273,1,0.9,58,exp_g2,3,1.492175
25,158,l1,TRUE,es,f0c,0.9708125,rshift,2.5858,1,0.9,58,exp_g2,3,1.6149875
26,159,l1,TRUE,es,f0c,1.1799375,lshift,2.8044,1,0.9,58,exp_g2,3,1.6244625
27,160,l1,TRUE,es,f0c,1.108625,rshift,3.6482,1,0.9,58,exp_g2,3,2.539575
1,21,l2,TRUE,es,na,0.704021,lshift,2.5458,1,0.833333333333333,62,exp_g2,5,1.841779
2,22,l2,TRUE,es,na,0.863963,rshift,2.353,1,0.833333333333333,62,exp_g2,5,1.489037
3,24,l2,TRUE,es,na,0.817267,rshift,2.9391,1,0.833333333333333,62,exp_g2,5,2.121833
4,26,l2,TRUE,es,na,0.977641,rshift,2.3069,1,0.833333333333333,62,exp_g2,5,1.329259
5,27,l2,TRUE,es,na,0.619246,lshift,2.0148,1,0.833333333333333,62,exp_g2,5,1.395554
6,28,l2,TRUE,es,na,0.937816,rshift,3.0101,1,0.833333333333333,62,exp_g2,5,2.072284
7,30,l2,TRUE,es,na,1.133667,rshift,2.6326,1,0.833333333333333,62,exp_g2,5,1.498933
8,98,l2,FALSE,en,na,0.376142,rshift,2.0228,1,0.833333333333333,62,exp_g2,5,1.646658
9,99,l2,FALSE,en,na,0.462405,lshift,1.8068,1,0.833333333333333,62,exp_g2,5,1.344395
10,101,l2,FALSE,en,na,0.924484,lshift,2.4624,1,0.833333333333333,62,exp_g2,5,1.537916
11,102,l2,FALSE,en,na,1.021105,rshift,2.5086,1,0.833333333333333,62,exp_g2,5,1.487495
12,103,l2,FALSE,en,na,0.594925,lshift,2.2118,1,0.833333333333333,62,exp_g2,5,1.616875
13,106,l2,FALSE,en,na,1.203962,rshift,2.7429,1,0.833333333333333,62,exp_g2,5,1.538938
14,107,l2,FALSE,en,na,0.740095,lshift,2.0126,1,0.833333333333333,62,exp_g2,5,1.272505
15,108,l2,FALSE,en,na,0.818995,rshift,2.6101,1,0.833333333333333,62,exp_g2,5,1.791105
16,109,l2,FALSE,en,na,0.344097,lshift,2.0421,1,0.833333333333333,62,exp_g2,5,1.698003
17,110,l2,FALSE,en,na,0.973278,rshift,2.2648,1,0.833333333333333,62,exp_g2,5,1.291522
18,151,l1,TRUE,es,f0c,0.7884375,lshift,2.1745,1,0.833333333333333,62,exp_g2,5,1.3860625
19,152,l1,TRUE,es,f0c,0.92128125,rshift,2.2763,1,0.833333333333333,62,exp_g2,5,1.35501875
20,153,l1,TRUE,es,f0c,0.77825,lshift,2.4563,1,0.833333333333333,62,exp_g2,5,1.67805
21,155,l1,TRUE,es,f0c,0.8595,lshift,2.2284,1,0.833333333333333,62,exp_g2,5,1.3689
22,157,l1,TRUE,es,f0c,0.635125,lshift,2.1202,1,0.833333333333333,62,exp_g2,5,1.485075
23,158,l1,TRUE,es,f0c,0.9708125,rshift,2.4279,1,0.833333333333333,62,exp_g2,5,1.4570875
24,159,l1,TRUE,es,f0c,1.1799375,lshift,2.6397,1,0.833333333333333,62,exp_g2,5,1.4597625
25,160,l1,TRUE,es,f0c,1.108625,rshift,3.0168,1,0.833333333333333,62,exp_g2,5,1.908175
1,21,l2,TRUE,es,na,0.704021,lshift,2.3075,1,0.966666666666667,64,exp_g2,6,1.603479
2,22,l2,TRUE,es,na,0.863963,rshift,2.179,1,0.966666666666667,64,exp_g2,6,1.315037
3,23,l2,TRUE,es,na,0.806296,lshift,2.4533,1,0.966666666666667,64,exp_g2,6,1.647004
4,24,l2,TRUE,es,na,0.817267,rshift,3.2273,1,0.966666666666667,64,exp_g2,6,2.410033
5,26,l2,TRUE,es,na,0.977641,rshift,2.6542,1,0.966666666666667,64,exp_g2,6,1.676559
6,27,l2,TRUE,es,na,0.619246,lshift,2.3065,1,0.966666666666667,64,exp_g2,6,1.687254
7,28,l2,TRUE,es,na,0.937816,rshift,2.1899,1,0.966666666666667,64,exp_g2,6,1.252084
8,29,l2,TRUE,es,na,1.122001,lshift,3.8531,1,0.966666666666667,64,exp_g2,6,2.731099
9,30,l2,TRUE,es,na,1.133667,rshift,2.7625,1,0.966666666666667,64,exp_g2,6,1.628833
10,98,l2,FALSE,en,na,0.376142,rshift,2.3274,1,0.966666666666667,64,exp_g2,6,1.951258
11,99,l2,FALSE,en,na,0.462405,lshift,1.9023,1,0.966666666666667,64,exp_g2,6,1.439895
12,101,l2,FALSE,en,na,0.924484,lshift,2.3614,1,0.966666666666667,64,exp_g2,6,1.436916
13,102,l2,FALSE,en,na,1.021105,rshift,2.699,1,0.966666666666667,64,exp_g2,6,1.677895
14,103,l2,FALSE,en,na,0.594925,lshift,2.3238,1,0.966666666666667,64,exp_g2,6,1.728875
15,106,l2,FALSE,en,na,1.203962,rshift,2.7815,1,0.966666666666667,64,exp_g2,6,1.577538
16,107,l2,FALSE,en,na,0.740095,lshift,2.1982,1,0.966666666666667,64,exp_g2,6,1.458105
17,108,l2,FALSE,en,na,0.818995,rshift,2.1623,1,0.966666666666667,64,exp_g2,6,1.343305
18,109,l2,FALSE,en,na,0.344097,lshift,1.691,1,0.966666666666667,64,exp_g2,6,1.346903
19,110,l2,FALSE,en,na,0.973278,rshift,2.313,1,0.966666666666667,64,exp_g2,6,1.339722
20,151,l1,TRUE,es,f0c,0.7884375,lshift,2.4934,1,0.966666666666667,64,exp_g2,6,1.7049625
21,152,l1,TRUE,es,f0c,0.92128125,rshift,2.3626,1,0.966666666666667,64,exp_g2,6,1.44131875
22,153,l1,TRUE,es,f0c,0.77825,lshift,2.9477,1,0.966666666666667,64,exp_g2,6,2.16945
23,154,l1,TRUE,es,f0c,0.91259375,rshift,3.4278,1,0.966666666666667,64,exp_g2,6,2.51520625
24,155,l1,TRUE,es,f0c,0.8595,lshift,2.316,1,0.966666666666667,64,exp_g2,6,1.4565
25,156,l1,TRUE,es,f0c,0.974875,rshift,3.7439,1,0.966666666666667,64,exp_g2,6,2.769025
26,157,l1,TRUE,es,f0c,0.635125,lshift,2.614,1,0.966666666666667,64,exp_g2,6,1.978875
27,158,l1,TRUE,es,f0c,0.9708125,rshift,2.8249,1,0.966666666666667,64,exp_g2,6,1.8540875
28,159,l1,TRUE,es,f0c,1.1799375,lshift,2.7685,1,0.966666666666667,64,exp_g2,6,1.5885625
29,160,l1,TRUE,es,f0c,1.108625,rshift,4.1539,1,0.966666666666667,64,exp_g2,6,3.045275
1,12,l1,TRUE,es,na,0.823703,rshift,2.798144125,1,0.9,65,exp_g1,2,1.974441125
2,13,l1,TRUE,es,na,1.352093,lshift,2.998631833,1,0.9,65,exp_g1,2,1.646538833
3,14,l1,TRUE,es,na,0.788685,rshift,2.366582041,1,0.9,65,exp_g1,2,1.577897041
4,15,l1,TRUE,es,na,0.882114,lshift,2.132350708,1,0.9,65,exp_g1,2,1.250236708
5,16,l1,TRUE,es,na,1.694902,rshift,2.959787459,1,0.9,65,exp_g1,2,1.264885459
6,17,l1,TRUE,es,na,1.328805,lshift,2.69643575,1,0.9,65,exp_g1,2,1.36763075
7,19,l1,TRUE,es,na,1.44153,lshift,2.885078416,1,0.9,65,exp_g1,2,1.443548416
8,20,l1,TRUE,es,na,0.99676,rshift,2.496069708,1,0.9,65,exp_g1,2,1.499309708
9,63,l1,FALSE,en,na,0.351376,rshift,1.796138625,1,0.9,65,exp_g1,2,1.444762625
10,64,l1,FALSE,en,na,0.428572,lshift,1.923029708,1,0.9,65,exp_g1,2,1.494457708
11,66,l1,FALSE,en,na,0.78000100000000006,lshift,2.252674792,1,0.9,65,exp_g1,2,1.472673792
12,67,l1,FALSE,en,na,0.950804,rshift,2.236905333,1,0.9,65,exp_g1,2,1.286101333
13,68,l1,FALSE,en,na,0.600784,lshift,2.017785916,1,0.9,65,exp_g1,2,1.417001916
14,71,l1,FALSE,en,na,1.261129,rshift,2.659649375,1,0.9,65,exp_g1,2,1.398520375
15,72,l1,FALSE,en,na,0.83156,lshift,2.0631605,1,0.9,65,exp_g1,2,1.2316005
16,73,l1,FALSE,en,na,0.877576,rshift,2.188976958,1,0.9,65,exp_g1,2,1.311400958
17,74,l1,FALSE,en,na,0.396484,lshift,1.826541583,1,0.9,65,exp_g1,2,1.430057583
18,75,l1,FALSE,en,na,0.913493,rshift,2.251358916,1,0.9,65,exp_g1,2,1.337865916
19,131,l1,TRUE,es,f0u,0.7884375,lshift,2.155837625,1,0.9,65,exp_g1,2,1.367400125
20,132,l1,TRUE,es,f0u,0.92128125,rshift,2.250381792,1,0.9,65,exp_g1,2,1.329100542
21,133,l1,TRUE,es,f0u,0.77825,lshift,2.667171584,1,0.9,65,exp_g1,2,1.888921584
22,135,l1,TRUE,es,f0u,0.8595,lshift,2.234045375,1,0.9,65,exp_g1,2,1.374545375
23,136,l1,TRUE,es,f0u,0.974875,rshift,2.865509875,1,0.9,65,exp_g1,2,1.890634875
24,137,l1,TRUE,es,f0u,0.635125,lshift,2.0827295,1,0.9,65,exp_g1,2,1.4476045
25,138,l1,TRUE,es,f0u,0.9708125,rshift,2.561772208,1,0.9,65,exp_g1,2,1.590959708
26,139,l1,TRUE,es,f0u,1.1799375,lshift,2.774440792,1,0.9,65,exp_g1,2,1.594503292
27,140,l1,TRUE,es,f0u,1.108625,rshift,2.9927785,1,0.9,65,exp_g1,2,1.8841535
1,22,l2,TRUE,es,na,0.863963,rshift,2.6522,1,0.766666666666667,67,exp_g2,-1,1.788237
2,24,l2,TRUE,es,na,0.817267,rshift,2.8863,1,0.766666666666667,67,exp_g2,-1,2.069033
3,27,l2,TRUE,es,na,0.619246,lshift,2.5765,1,0.766666666666667,67,exp_g2,-1,1.957254
4,28,l2,TRUE,es,na,0.937816,rshift,3.317,1,0.766666666666667,67,exp_g2,-1,2.379184
5,29,l2,TRUE,es,na,1.122001,lshift,3.201,1,0.766666666666667,67,exp_g2,-1,2.078999
6,30,l2,TRUE,es,na,1.133667,rshift,3.2216,1,0.766666666666667,67,exp_g2,-1,2.087933
7,98,l2,FALSE,en,na,0.376142,rshift,2.2273,1,0.766666666666667,67,exp_g2,-1,1.851158
8,99,l2,FALSE,en,na,0.462405,lshift,1.9751,1,0.766666666666667,67,exp_g2,-1,1.512695
9,101,l2,FALSE,en,na,0.924484,lshift,2.6518,1,0.766666666666667,67,exp_g2,-1,1.727316
10,102,l2,FALSE,en,na,1.021105,rshift,2.9522,1,0.766666666666667,67,exp_g2,-1,1.931095
11,103,l2,FALSE,en,na,0.594925,lshift,2.6326,1,0.766666666666667,67,exp_g2,-1,2.037675
12,106,l2,FALSE,en,na,1.203962,rshift,2.8905,1,0.766666666666667,67,exp_g2,-1,1.686538
13,107,l2,FALSE,en,na,0.740095,lshift,2.5202,1,0.766666666666667,67,exp_g2,-1,1.780105
14,108,l2,FALSE,en,na,0.818995,rshift,2.5863,1,0.766666666666667,67,exp_g2,-1,1.767305
15,109,l2,FALSE,en,na,0.344097,lshift,2.12,1,0.766666666666667,67,exp_g2,-1,1.775903
16,110,l2,FALSE,en,na,0.973278,rshift,2.5811,1,0.766666666666667,67,exp_g2,-1,1.607822
17,151,l1,TRUE,es,f0c,0.7884375,lshift,2.8521,1,0.766666666666667,67,exp_g2,-1,2.0636625
18,152,l1,TRUE,es,f0c,0.92128125,rshift,2.5859,1,0.766666666666667,67,exp_g2,-1,1.66461875
19,155,l1,TRUE,es,f0c,0.8595,lshift,2.5026,1,0.766666666666667,67,exp_g2,-1,1.6431
20,156,l1,TRUE,es,f0c,0.974875,rshift,4.3654,1,0.766666666666667,67,exp_g2,-1,3.390525
21,157,l1,TRUE,es,f0c,0.635125,lshift,2.7356,1,0.766666666666667,67,exp_g2,-1,2.100475
22,159,l1,TRUE,es,f0c,1.1799375,lshift,3.0817,1,0.766666666666667,67,exp_g2,-1,1.9017625
23,160,l1,TRUE,es,f0c,1.108625,rshift,3.2854,1,0.766666666666667,67,exp_g2,-1,2.176775
1,11,l1,TRUE,es,na,0.944375,lshift,2.666977374,1,0.833333333333333,68,exp_g1,1,1.722602374
2,12,l1,TRUE,es,na,0.823703,rshift,2.855989583,1,0.833333333333333,68,exp_g1,1,2.032286583
3,14,l1,TRUE,es,na,0.788685,rshift,2.647232124,1,0.833333333333333,68,exp_g1,1,1.858547124
4,15,l1,TRUE,es,na,0.882114,lshift,4.833840916,1,0.833333333333333,68,exp_g1,1,3.951726916
5,16,l1,TRUE,es,na,1.694902,rshift,3.373792083,1,0.833333333333333,68,exp_g1,1,1.678890083
6,17,l1,TRUE,es,na,1.328805,lshift,3.812655833,1,0.833333333333333,68,exp_g1,1,2.483850833
7,19,l1,TRUE,es,na,1.44153,lshift,3.125430666,1,0.833333333333333,68,exp_g1,1,1.683900666
8,63,l1,FALSE,en,na,0.351376,rshift,1.767320541,1,0.833333333333333,68,exp_g1,1,1.415944541
9,64,l1,FALSE,en,na,0.428572,lshift,2.039571166,1,0.833333333333333,68,exp_g1,1,1.610999166
10,66,l1,FALSE,en,na,0.78000100000000006,lshift,2.251348833,1,0.833333333333333,68,exp_g1,1,1.471347833
11,67,l1,FALSE,en,na,0.950804,rshift,2.491859833,1,0.833333333333333,68,exp_g1,1,1.541055833
12,68,l1,FALSE,en,na,0.600784,lshift,2.4025395,1,0.833333333333333,68,exp_g1,1,1.8017555
13,71,l1,FALSE,en,na,1.261129,rshift,2.705067625,1,0.833333333333333,68,exp_g1,1,1.443938625
14,72,l1,FALSE,en,na,0.83156,lshift,2.23053975,1,0.833333333333333,68,exp_g1,1,1.39897975
15,73,l1,FALSE,en,na,0.877576,rshift,2.304684875,1,0.833333333333333,68,exp_g1,1,1.427108875
16,74,l1,FALSE,en,na,0.396484,lshift,1.851720417,1,0.833333333333333,68,exp_g1,1,1.455236417
17,75,l1,FALSE,en,na,0.913493,rshift,2.440931833,1,0.833333333333333,68,exp_g1,1,1.527438833
18,131,l1,TRUE,es,f0u,0.7884375,lshift,3.436666167,1,0.833333333333333,68,exp_g1,1,2.648228667
19,132,l1,TRUE,es,f0u,0.92128125,rshift,2.553308083,1,0.833333333333333,68,exp_g1,1,1.632026833
20,133,l1,TRUE,es,f0u,0.77825,lshift,2.556124708,1,0.833333333333333,68,exp_g1,1,1.777874708
21,135,l1,TRUE,es,f0u,0.8595,lshift,2.400553999,1,0.833333333333333,68,exp_g1,1,1.541053999
22,136,l1,TRUE,es,f0u,0.974875,rshift,3.471286208,1,0.833333333333333,68,exp_g1,1,2.496411208
23,137,l1,TRUE,es,f0u,0.635125,lshift,2.272429375,1,0.833333333333333,68,exp_g1,1,1.637304375
24,138,l1,TRUE,es,f0u,0.9708125,rshift,3.201570541,1,0.833333333333333,68,exp_g1,1,2.230758041
25,139,l1,TRUE,es,f0u,1.1799375,lshift,2.843328583,1,0.833333333333333,68,exp_g1,1,1.663391083
1,11,l1,TRUE,es,na,0.944375,lshift,2.7305,1,0.966666666666667,70,exp_g1,31,1.786125
2,12,l1,TRUE,es,na,0.823703,rshift,2.8514,1,0.966666666666667,70,exp_g1,31,2.027697
3,13,l1,TRUE,es,na,1.352093,lshift,2.9699,1,0.966666666666667,70,exp_g1,31,1.617807
4,14,l1,TRUE,es,na,0.788685,rshift,2.6667,1,0.966666666666667,70,exp_g1,31,1.878015
5,15,l1,TRUE,es,na,0.882114,lshift,2.6872,1,0.966666666666667,70,exp_g1,31,1.805086
6,16,l1,TRUE,es,na,1.694902,rshift,3.3809,1,0.966666666666667,70,exp_g1,31,1.685998
7,17,l1,TRUE,es,na,1.328805,lshift,2.9769,1,0.966666666666667,70,exp_g1,31,1.648095
8,18,l1,TRUE,es,na,0.900375,rshift,2.5008,1,0.966666666666667,70,exp_g1,31,1.600425
9,19,l1,TRUE,es,na,1.44153,lshift,3.196,1,0.966666666666667,70,exp_g1,31,1.75447
10,20,l1,TRUE,es,na,0.99676,rshift,2.7099,1,0.966666666666667,70,exp_g1,31,1.71314
11,63,l1,FALSE,en,na,0.351376,rshift,1.7243,1,0.966666666666667,70,exp_g1,31,1.372924
12,64,l1,FALSE,en,na,0.428572,lshift,1.7684,1,0.966666666666667,70,exp_g1,31,1.339828
13,66,l1,FALSE,en,na,0.78000100000000006,lshift,2.6242,1,0.966666666666667,70,exp_g1,31,1.844199
14,67,l1,FALSE,en,na,0.950804,rshift,2.299,1,0.966666666666667,70,exp_g1,31,1.348196
15,68,l1,FALSE,en,na,0.600784,lshift,2.4115,1,0.966666666666667,70,exp_g1,31,1.810716
16,71,l1,FALSE,en,na,1.261129,rshift,2.8546,1,0.966666666666667,70,exp_g1,31,1.593471
17,73,l1,FALSE,en,na,0.877576,rshift,2.5228,1,0.966666666666667,70,exp_g1,31,1.645224
18,74,l1,FALSE,en,na,0.396484,lshift,2.0088,1,0.966666666666667,70,exp_g1,31,1.612316
19,75,l1,FALSE,en,na,0.913493,rshift,2.3945,1,0.966666666666667,70,exp_g1,31,1.481007
20,131,l1,TRUE,es,f0u,0.7884375,lshift,3.2011,1,0.966666666666667,70,exp_g1,31,2.4126625
21,132,l1,TRUE,es,f0u,0.92128125,rshift,3.0368,1,0.966666666666667,70,exp_g1,31,2.11551875
22,133,l1,TRUE,es,f0u,0.77825,lshift,2.4774,1,0.966666666666667,70,exp_g1,31,1.69915
23,134,l1,TRUE,es,f0u,0.91259375,rshift,2.6907,1,0.966666666666667,70,exp_g1,31,1.77810625
24,135,l1,TRUE,es,f0u,0.8595,lshift,2.3796,1,0.966666666666667,70,exp_g1,31,1.5201
25,136,l1,TRUE,es,f0u,0.974875,rshift,2.7888,1,0.966666666666667,70,exp_g1,31,1.813925
26,137,l1,TRUE,es,f0u,0.635125,lshift,2.4776,1,0.966666666666667,70,exp_g1,31,1.842475
27,138,l1,TRUE,es,f0u,0.9708125,rshift,2.6115,1,0.966666666666667,70,exp_g1,31,1.6406875
28,139,l1,TRUE,es,f0u,1.1799375,lshift,2.8424,1,0.966666666666667,70,exp_g1,31,1.6624625
29,140,l1,TRUE,es,f0u,1.108625,rshift,2.8118,1,0.966666666666667,70,exp_g1,31,1.703175
1,21,l2,TRUE,es,na,0.704021,lshift,2.319,1,1,73,exp_g2,7,1.614979
2,22,l2,TRUE,es,na,0.863963,rshift,2.231,1,1,73,exp_g2,7,1.367037
3,23,l2,TRUE,es,na,0.806296,lshift,2.219,1,1,73,exp_g2,7,1.412704
4,24,l2,TRUE,es,na,0.817267,rshift,2.745,1,1,73,exp_g2,7,1.927733
5,25,l2,TRUE,es,na,0.909694,lshift,2.502,1,1,73,exp_g2,7,1.592306
6,26,l2,TRUE,es,na,0.977641,rshift,2.377,1,1,73,exp_g2,7,1.399359
7,27,l2,TRUE,es,na,0.619246,lshift,2.149,1,1,73,exp_g2,7,1.529754
8,28,l2,TRUE,es,na,0.937816,rshift,2.373,1,1,73,exp_g2,7,1.435184
9,29,l2,TRUE,es,na,1.122001,lshift,3.139,1,1,73,exp_g2,7,2.016999
10,30,l2,TRUE,es,na,1.133667,rshift,2.688,1,1,73,exp_g2,7,1.554333
11,98,l2,FALSE,en,na,0.376142,rshift,1.878,1,1,73,exp_g2,7,1.501858
12,99,l2,FALSE,en,na,0.462405,lshift,1.825,1,1,73,exp_g2,7,1.362595
13,101,l2,FALSE,en,na,0.924484,lshift,2.474,1,1,73,exp_g2,7,1.549516
14,102,l2,FALSE,en,na,1.021105,rshift,2.255,1,1,73,exp_g2,7,1.233895
15,103,l2,FALSE,en,na,0.594925,lshift,2.176,1,1,73,exp_g2,7,1.581075
16,106,l2,FALSE,en,na,1.203962,rshift,2.704,1,1,73,exp_g2,7,1.500038
17,107,l2,FALSE,en,na,0.740095,lshift,2.438,1,1,73,exp_g2,7,1.697905
18,108,l2,FALSE,en,na,0.818995,rshift,2.439,1,1,73,exp_g2,7,1.620005
19,109,l2,FALSE,en,na,0.344097,lshift,1.811,1,1,73,exp_g2,7,1.466903
20,110,l2,FALSE,en,na,0.973278,rshift,2.425,1,1,73,exp_g2,7,1.451722
21,141,l2,TRUE,es,f0u,0.75509375,lshift,2.198,1,1,73,exp_g2,7,1.44290625
22,142,l2,TRUE,es,f0u,0.73509375,rshift,3,1,1,73,exp_g2,7,2.26490625
23,143,l2,TRUE,es,f0u,1.55846875,lshift,3.342,1,1,73,exp_g2,7,1.78353125
24,144,l2,TRUE,es,f0u,0.69834375,rshift,2.368,1,1,73,exp_g2,7,1.66965625
25,145,l2,TRUE,es,f0u,0.825,lshift,2.264,1,1,73,exp_g2,7,1.439
26,146,l2,TRUE,es,f0u,1.63628125,rshift,3.342,1,1,73,exp_g2,7,1.70571875
27,147,l2,TRUE,es,f0u,1.025125,lshift,2.776,1,1,73,exp_g2,7,1.750875
28,148,l2,TRUE,es,f0u,0.739,rshift,2.226,1,1,73,exp_g2,7,1.487
29,149,l2,TRUE,es,f0u,1.2804375,lshift,2.587,1,1,73,exp_g2,7,1.3065625
30,150,l2,TRUE,es,f0u,0.82653125,rshift,2.506,1,1,73,exp_g2,7,1.67946875
1,21,l2,TRUE,es,na,0.704021,lshift,2.4088,1,0.966666666666667,74,exp_g2,3,1.704779
2,22,l2,TRUE,es,na,0.863963,rshift,2.3492,1,0.966666666666667,74,exp_g2,3,1.485237
3,23,l2,TRUE,es,na,0.806296,lshift,2.3006,1,0.966666666666667,74,exp_g2,3,1.494304
4,24,l2,TRUE,es,na,0.817267,rshift,2.6107,1,0.966666666666667,74,exp_g2,3,1.793433
5,25,l2,TRUE,es,na,0.909694,lshift,2.5492,1,0.966666666666667,74,exp_g2,3,1.639506
6,26,l2,TRUE,es,na,0.977641,rshift,2.3899,1,0.966666666666667,74,exp_g2,3,1.412259
7,27,l2,TRUE,es,na,0.619246,lshift,2.2929,1,0.966666666666667,74,exp_g2,3,1.673654
8,28,l2,TRUE,es,na,0.937816,rshift,2.4244,1,0.966666666666667,74,exp_g2,3,1.486584
9,29,l2,TRUE,es,na,1.122001,lshift,3.1397,1,0.966666666666667,74,exp_g2,3,2.017699
10,30,l2,TRUE,es,na,1.133667,rshift,2.6584,1,0.966666666666667,74,exp_g2,3,1.524733
11,98,l2,FALSE,en,na,0.376142,rshift,2.1739,1,0.966666666666667,74,exp_g2,3,1.797758
12,99,l2,FALSE,en,na,0.462405,lshift,1.8734,1,0.966666666666667,74,exp_g2,3,1.410995
13,101,l2,FALSE,en,na,0.924484,lshift,2.6493,1,0.966666666666667,74,exp_g2,3,1.724816
14,102,l2,FALSE,en,na,1.021105,rshift,2.4293,1,0.966666666666667,74,exp_g2,3,1.408195
15,103,l2,FALSE,en,na,0.594925,lshift,2.4066,1,0.966666666666667,74,exp_g2,3,1.811675
16,106,l2,FALSE,en,na,1.203962,rshift,2.6091,1,0.966666666666667,74,exp_g2,3,1.405138
17,107,l2,FALSE,en,na,0.740095,lshift,2.2448,1,0.966666666666667,74,exp_g2,3,1.504705
18,108,l2,FALSE,en,na,0.818995,rshift,2.8856,1,0.966666666666667,74,exp_g2,3,2.066605
19,109,l2,FALSE,en,na,0.344097,lshift,1.8963,1,0.966666666666667,74,exp_g2,3,1.552203
20,110,l2,FALSE,en,na,0.973278,rshift,2.4524,1,0.966666666666667,74,exp_g2,3,1.479122
