participant,lt_std,...1,num,list,cond,lang,type,mat_dur,exp1_key.keys,exp1_key.rt,exp1_key.corr,cor_rate,group,prof,rt
70,1.6773271868317228,2,12,l1,TRUE,es,na,0.823703,rshift,2.8514,1,0.966666666666667,exp_g1,31,2.027697
70,1.6773271868317228,3,13,l1,TRUE,es,na,1.352093,lshift,2.9699,1,0.966666666666667,exp_g1,31,1.617807
70,1.6773271868317228,4,14,l1,TRUE,es,na,0.788685,rshift,2.6667,1,0.966666666666667,exp_g1,31,1.878015
70,1.6773271868317228,5,15,l1,TRUE,es,na,0.882114,lshift,2.6872,1,0.966666666666667,exp_g1,31,1.805086
70,1.6773271868317228,6,16,l1,TRUE,es,na,1.694902,rshift,3.3809,1,0.966666666666667,exp_g1,31,1.685998
70,1.6773271868317228,7,17,l1,TRUE,es,na,1.328805,lshift,2.9769,1,0.966666666666667,exp_g1,31,1.648095
70,1.6773271868317228,8,18,l1,TRUE,es,na,0.900375,rshift,2.5008,1,0.966666666666667,exp_g1,31,1.600425
70,1.6773271868317228,9,19,l1,TRUE,es,na,1.44153,lshift,3.196,1,0.966666666666667,exp_g1,31,1.75447
70,1.6773271868317228,10,20,l1,TRUE,es,na,0.99676,rshift,2.7099,1,0.966666666666667,exp_g1,31,1.71314
70,1.6773271868317228,11,63,l1,FALSE,en,na,0.351376,rshift,1.7243,1,0.966666666666667,exp_g1,31,1.372924
70,1.6773271868317228,12,64,l1,FALSE,en,na,0.428572,lshift,1.7684,1,0.966666666666667,exp_g1,31,1.339828
70,1.6773271868317228,13,66,l1,FALSE,en,na,0.78000100000000006,lshift,2.6242,1,0.966666666666667,exp_g1,31,1.844199
70,1.6773271868317228,14,67,l1,FALSE,en,na,0.950804,rshift,2.299,1,0.966666666666667,exp_g1,31,1.348196
70,1.6773271868317228,15,68,l1,FALSE,en,na,0.600784,lshift,2.4115,1,0.966666666666667,exp_g1,31,1.810716
70,1.6773271868317228,16,71,l1,FALSE,en,na,1.261129,rshift,2.8546,1,0.966666666666667,exp_g1,31,1.593471
70,1.6773271868317228,17,73,l1,FALSE,en,na,0.877576,rshift,2.5228,1,0.966666666666667,exp_g1,31,1.645224
70,1.6773271868317228,18,74,l1,FALSE,en,na,0.396484,lshift,2.0088,1,0.966666666666667,exp_g1,31,1.612316
70,1.6773271868317228,19,75,l1,FALSE,en,na,0.913493,rshift,2.3945,1,0.966666666666667,exp_g1,31,1.481007
70,1.6773271868317228,20,131,l1,TRUE,es,f0u,0.7884375,lshift,3.2011,1,0.966666666666667,exp_g1,31,2.4126625
70,1.6773271868317228,21,132,l1,TRUE,es,f0u,0.92128125,rshift,3.0368,1,0.966666666666667,exp_g1,31,2.11551875
70,1.6773271868317228,22,133,l1,TRUE,es,f0u,0.77825,lshift,2.4774,1,0.966666666666667,exp_g1,31,1.69915
70,1.6773271868317228,23,134,l1,TRUE,es,f0u,0.91259375,rshift,2.6907,1,0.966666666666667,exp_g1,31,1.77810625
70,1.6773271868317228,24,135,l1,TRUE,es,f0u,0.8595,lshift,2.3796,1,0.966666666666667,exp_g1,31,1.5201
70,1.6773271868317228,25,136,l1,TRUE,es,f0u,0.974875,rshift,2.7888,1,0.966666666666667,exp_g1,31,1.813925
70,1.6773271868317228,26,137,l1,TRUE,es,f0u,0.635125,lshift,2.4776,1,0.966666666666667,exp_g1,31,1.842475
70,1.6773271868317228,27,138,l1,TRUE,es,f0u,0.9708125,rshift,2.6115,1,0.966666666666667,exp_g1,31,1.6406875
70,1.6773271868317228,28,139,l1,TRUE,es,f0u,1.1799375,lshift,2.8424,1,0.966666666666667,exp_g1,31,1.6624625
70,1.6773271868317228,29,140,l1,TRUE,es,f0u,1.108625,rshift,2.8118,1,0.966666666666667,exp_g1,31,1.703175
86,-0.7977531742248436,1,11,l1,TRUE,es,na,0.944375,lshift,2.6752,1,1,exp_g1,-2,1.730825
86,-0.7977531742248436,2,12,l1,TRUE,es,na,0.823703,rshift,2.155,1,1,exp_g1,-2,1.331297
86,-0.7977531742248436,3,13,l1,TRUE,es,na,1.352093,lshift,3.3428,1,1,exp_g1,-2,1.990707
86,-0.7977531742248436,4,14,l1,TRUE,es,na,0.788685,rshift,2.1162,1,1,exp_g1,-2,1.327515
86,-0.7977531742248436,5,15,l1,TRUE,es,na,0.882114,lshift,3.7102,1,1,exp_g1,-2,2.828086
86,-0.7977531742248436,6,16,l1,TRUE,es,na,1.694902,rshift,3.1275,1,1,exp_g1,-2,1.432598
86,-0.7977531742248436,7,17,l1,TRUE,es,na,1.328805,lshift,2.9827,1,1,exp_g1,-2,1.653895
86,-0.7977531742248436,8,18,l1,TRUE,es,na,0.900375,rshift,2.7175,1,1,exp_g1,-2,1.817125
86,-0.7977531742248436,9,19,l1,TRUE,es,na,1.44153,lshift,2.7747,1,1,exp_g1,-2,1.33317
86,-0.7977531742248436,10,20,l1,TRUE,es,na,0.99676,rshift,2.7426,1,1,exp_g1,-2,1.74584
86,-0.7977531742248436,11,63,l1,FALSE,en,na,0.351376,rshift,1.7452,1,1,exp_g1,-2,1.393824
86,-0.7977531742248436,12,64,l1,FALSE,en,na,0.428572,lshift,1.7092,1,1,exp_g1,-2,1.280628
86,-0.7977531742248436,13,66,l1,FALSE,en,na,0.78000100000000006,lshift,2.1798,1,1,exp_g1,-2,1.399799
86,-0.7977531742248436,14,67,l1,FALSE,en,na,0.950804,rshift,2.23,1,1,exp_g1,-2,1.279196
86,-0.7977531742248436,15,68,l1,FALSE,en,na,0.600784,lshift,2.9253,1,1,exp_g1,-2,2.324516
86,-0.7977531742248436,16,71,l1,FALSE,en,na,1.261129,rshift,2.5574,1,1,exp_g1,-2,1.296271
86,-0.7977531742248436,17,72,l1,FALSE,en,na,0.83156,lshift,1.9953,1,1,exp_g1,-2,1.16374
86,-0.7977531742248436,18,73,l1,FALSE,en,na,0.877576,rshift,2.1087,1,1,exp_g1,-2,1.231124
86,-0.7977531742248436,19,74,l1,FALSE,en,na,0.396484,lshift,1.752,1,1,exp_g1,-2,1.355516
86,-0.7977531742248436,20,75,l1,FALSE,en,na,0.913493,rshift,2.1912,1,1,exp_g1,-2,1.277707
86,-0.7977531742248436,21,131,l1,TRUE,es,f0u,0.7884375,lshift,2.0444,1,1,exp_g1,-2,1.2559625
86,-0.7977531742248436,22,132,l1,TRUE,es,f0u,0.92128125,rshift,2.2591,1,1,exp_g1,-2,1.33781875
86,-0.7977531742248436,23,133,l1,TRUE,es,f0u,0.77825,lshift,2.4687,1,1,exp_g1,-2,1.69045
86,-0.7977531742248436,24,134,l1,TRUE,es,f0u,0.91259375,rshift,3.1593,1,1,exp_g1,-2,2.24670625
86,-0.7977531742248436,25,135,l1,TRUE,es,f0u,0.8595,lshift,2.236,1,1,exp_g1,-2,1.3765
86,-0.7977531742248436,26,136,l1,TRUE,es,f0u,0.974875,rshift,2.8425,1,1,exp_g1,-2,1.867625
86,-0.7977531742248436,27,137,l1,TRUE,es,f0u,0.635125,lshift,2.1904,1,1,exp_g1,-2,1.555275
86,-0.7977531742248436,28,138,l1,TRUE,es,f0u,0.9708125,rshift,2.3275,1,1,exp_g1,-2,1.3566875
86,-0.7977531742248436,29,139,l1,TRUE,es,f0u,1.1799375,lshift,2.8033,1,1,exp_g1,-2,1.6233625
86,-0.7977531742248436,30,140,l1,TRUE,es,f0u,1.108625,rshift,3.2168,1,1,exp_g1,-2,2.108175
42,1.002305270179932,1,11,l1,TRUE,es,na,0.944375,lshift,3.3065,1,1,exp_g1,22,2.362125
42,1.002305270179932,2,12,l1,TRUE,es,na,0.823703,rshift,2.9853,1,1,exp_g1,22,2.161597
42,1.002305270179932,3,13,l1,TRUE,es,na,1.352093,lshift,2.9101,1,1,exp_g1,22,1.558007
42,1.002305270179932,4,14,l1,TRUE,es,na,0.788685,rshift,2.2701,1,1,exp_g1,22,1.481415
42,1.002305270179932,5,15,l1,TRUE,es,na,0.882114,lshift,2.3637,1,1,exp_g1,22,1.481586
42,1.002305270179932,6,16,l1,TRUE,es,na,1.694902,rshift,2.9477,1,1,exp_g1,22,1.252798
42,1.002305270179932,7,17,l1,TRUE,es,na,1.328805,lshift,2.673,1,1,exp_g1,22,1.344195
42,1.002305270179932,8,18,l1,TRUE,es,na,0.900375,rshift,2.3447,1,1,exp_g1,22,1.444325
42,1.002305270179932,9,19,l1,TRUE,es,na,1.44153,lshift,2.7553,1,1,exp_g1,22,1.31377
42,1.002305270179932,10,20,l1,TRUE,es,na,0.99676,rshift,2.4087,1,1,exp_g1,22,1.41194
42,1.002305270179932,11,63,l1,FALSE,en,na,0.351376,rshift,1.9423,1,1,exp_g1,22,1.590924
42,1.002305270179932,12,64,l1,FALSE,en,na,0.428572,lshift,1.7487,1,1,exp_g1,22,1.320128
42,1.002305270179932,13,66,l1,FALSE,en,na,0.78000100000000006,lshift,2.2257,1,1,exp_g1,22,1.445699
42,1.002305270179932,14,67,l1,FALSE,en,na,0.950804,rshift,2.1113,1,1,exp_g1,22,1.160496
42,1.002305270179932,15,68,l1,FALSE,en,na,0.600784,lshift,2.2376,1,1,exp_g1,22,1.636816
42,1.002305270179932,16,71,l1,FALSE,en,na,1.261129,rshift,2.4456,1,1,exp_g1,22,1.184471
42,1.002305270179932,17,72,l1,FALSE,en,na,0.83156,lshift,2.0583,1,1,exp_g1,22,1.22674
42,1.002305270179932,18,73,l1,FALSE,en,na,0.877576,rshift,2.1033,1,1,exp_g1,22,1.225724
42,1.002305270179932,19,74,l1,FALSE,en,na,0.396484,lshift,1.9003,1,1,exp_g1,22,1.503816
42,1.002305270179932,20,75,l1,FALSE,en,na,0.913493,rshift,2.1181,1,1,exp_g1,22,1.204607
42,1.002305270179932,21,131,l1,TRUE,es,f0u,0.7884375,lshift,2.2105,1,1,exp_g1,22,1.4220625
42,1.002305270179932,22,132,l1,TRUE,es,f0u,0.92128125,rshift,3.0475,1,1,exp_g1,22,2.12621875
42,1.002305270179932,23,133,l1,TRUE,es,f0u,0.77825,lshift,2.3104,1,1,exp_g1,22,1.53215
42,1.002305270179932,24,134,l1,TRUE,es,f0u,0.91259375,rshift,2.8409,1,1,exp_g1,22,1.92830625
42,1.002305270179932,25,135,l1,TRUE,es,f0u,0.8595,lshift,2.2932,1,1,exp_g1,22,1.4337
42,1.002305270179932,26,136,l1,TRUE,es,f0u,0.974875,rshift,3.5679,1,1,exp_g1,22,2.593025
42,1.002305270179932,27,137,l1,TRUE,es,f0u,0.635125,lshift,2.0769,1,1,exp_g1,22,1.441775
42,1.002305270179932,28,138,l1,TRUE,es,f0u,0.9708125,rshift,2.4573,1,1,exp_g1,22,1.4864875
42,1.002305270179932,29,139,l1,TRUE,es,f0u,1.1799375,lshift,2.875,1,1,exp_g1,22,1.6950625
42,1.002305270179932,30,140,l1,TRUE,es,f0u,1.108625,rshift,2.8235,1,1,exp_g1,22,1.714875
74,0.777297964629335,1,21,l2,TRUE,es,na,0.704021,lshift,2.4088,1,0.966666666666667,exp_g2,3,1.704779
74,0.777297964629335,2,22,l2,TRUE,es,na,0.863963,rshift,2.3492,1,0.966666666666667,exp_g2,3,1.485237
74,0.777297964629335,3,23,l2,TRUE,es,na,0.806296,lshift,2.3006,1,0.966666666666667,exp_g2,3,1.494304
74,0.777297964629335,4,24,l2,TRUE,es,na,0.817267,rshift,2.6107,1,0.966666666666667,exp_g2,3,1.793433
74,0.777297964629335,5,25,l2,TRUE,es,na,0.909694,lshift,2.5492,1,0.966666666666667,exp_g2,3,1.639506
74,0.777297964629335,6,26,l2,TRUE,es,na,0.977641,rshift,2.3899,1,0.966666666666667,exp_g2,3,1.412259
74,0.777297964629335,7,27,l2,TRUE,es,na,0.619246,lshift,2.2929,1,0.966666666666667,exp_g2,3,1.673654
74,0.777297964629335,8,28,l2,TRUE,es,na,0.937816,rshift,2.4244,1,0.966666666666667,exp_g2,3,1.486584
74,0.777297964629335,9,29,l2,TRUE,es,na,1.122001,lshift,3.1397,1,0.966666666666667,exp_g2,3,2.017699
74,0.777297964629335,10,30,l2,TRUE,es,na,1.133667,rshift,2.6584,1,0.966666666666667,exp_g2,3,1.524733
74,0.777297964629335,11,98,l2,FALSE,en,na,0.376142,rshift,2.1739,1,0.966666666666667,exp_g2,3,1.797758
74,0.777297964629335,12,99,l2,FALSE,en,na,0.462405,lshift,1.8734,1,0.966666666666667,exp_g2,3,1.410995
74,0.777297964629335,13,101,l2,FALSE,en,na,0.924484,lshift,2.6493,1,0.966666666666667,exp_g2,3,1.724816
74,0.777297964629335,14,102,l2,FALSE,en,na,1.021105,rshift,2.4293,1,0.966666666666667,exp_g2,3,1.408195
74,0.777297964629335,15,103,l2,FALSE,en,na,0.594925,lshift,2.4066,1,0.966666666666667,exp_g2,3,1.811675
74,0.777297964629335,16,106,l2,FALSE,en,na,1.203962,rshift,2.6091,1,0.966666666666667,exp_g2,3,1.405138
74,0.777297964629335,17,107,l2,FALSE,en,na,0.740095,lshift,2.2448,1,0.966666666666667,exp_g2,3,1.504705
74,0.777297964629335,18,108,l2,FALSE,en,na,0.818995,rshift,2.8856,1,0.966666666666667,exp_g2,3,2.066605
74,0.777297964629335,19,109,l2,FALSE,en,na,0.344097,lshift,1.8963,1,0.966666666666667,exp_g2,3,1.552203
74,0.777297964629335,20,110,l2,FALSE,en,na,0.973278,rshift,2.4524,1,0.966666666666667,exp_g2,3,1.479122
74,0.777297964629335,21,141,l2,TRUE,es,f0u,0.75509375,lshift,2.4061,1,0.966666666666667,exp_g2,3,1.65100625
74,0.777297964629335,22,143,l2,TRUE,es,f0u,1.55846875,lshift,3.2898,1,0.966666666666667,exp_g2,3,1.73133125
74,0.777297964629335,23,144,l2,TRUE,es,f0u,0.69834375,rshift,2.3287,1,0.966666666666667,exp_g2,3,1.63035625
74,0.777297964629335,24,145,l2,TRUE,es,f0u,0.825,lshift,2.479,1,0.966666666666667,exp_g2,3,1.654
74,0.777297964629335,25,146,l2,TRUE,es,f0u,1.63628125,rshift,3.0807,1,0.966666666666667,exp_g2,3,1.44441875
74,0.777297964629335,26,147,l2,TRUE,es,f0u,1.025125,lshift,2.8917,1,0.966666666666667,exp_g2,3,1.866575
74,0.777297964629335,27,148,l2,TRUE,es,f0u,0.739,rshift,2.7669,1,0.966666666666667,exp_g2,3,2.0279
74,0.777297964629335,28,149,l2,TRUE,es,f0u,1.2804375,lshift,3.0923,1,0.966666666666667,exp_g2,3,1.8118625
74,0.777297964629335,29,150,l2,TRUE,es,f0u,0.82653125,rshift,2.5511,1,0.966666666666667,exp_g2,3,1.72456875
33,0.2522809183446088,1,21,l2,TRUE,es,na,0.704021,lshift,2.248,1,0.966666666666667,exp_g2,12,1.543979
33,0.2522809183446088,2,22,l2,TRUE,es,na,0.863963,rshift,2.0765,1,0.966666666666667,exp_g2,12,1.212537
33,0.2522809183446088,3,23,l2,TRUE,es,na,0.806296,lshift,2.3297,1,0.966666666666667,exp_g2,12,1.523404
33,0.2522809183446088,4,24,l2,TRUE,es,na,0.817267,rshift,2.4066,1,0.966666666666667,exp_g2,12,1.589333
33,0.2522809183446088,5,25,l2,TRUE,es,na,0.909694,lshift,2.92,1,0.966666666666667,exp_g2,12,2.010306
33,0.2522809183446088,6,26,l2,TRUE,es,na,0.977641,rshift,2.1915,1,0.966666666666667,exp_g2,12,1.213859
33,0.2522809183446088,7,27,l2,TRUE,es,na,0.619246,lshift,1.983,1,0.966666666666667,exp_g2,12,1.363754
33,0.2522809183446088,8,28,l2,TRUE,es,na,0.937816,rshift,2.4705,1,0.966666666666667,exp_g2,12,1.532684
33,0.2522809183446088,9,30,l2,TRUE,es,na,1.133667,rshift,2.4113,1,0.966666666666667,exp_g2,12,1.277633
33,0.2522809183446088,10,98,l2,FALSE,en,na,0.376142,rshift,1.8238,1,0.966666666666667,exp_g2,12,1.447658
33,0.2522809183446088,11,99,l2,FALSE,en,na,0.462405,lshift,1.6992,1,0.966666666666667,exp_g2,12,1.236795
33,0.2522809183446088,12,101,l2,FALSE,en,na,0.924484,lshift,2.1419,1,0.966666666666667,exp_g2,12,1.217416
33,0.2522809183446088,13,102,l2,FALSE,en,na,1.021105,rshift,2.0628,1,0.966666666666667,exp_g2,12,1.041695
33,0.2522809183446088,14,103,l2,FALSE,en,na,0.594925,lshift,1.9579,1,0.966666666666667,exp_g2,12,1.362975
33,0.2522809183446088,15,106,l2,FALSE,en,na,1.203962,rshift,2.3756,1,0.966666666666667,exp_g2,12,1.171638
33,0.2522809183446088,16,107,l2,FALSE,en,na,0.740095,lshift,2.0474,1,0.966666666666667,exp_g2,12,1.307305
33,0.2522809183446088,17,108,l2,FALSE,en,na,0.818995,rshift,2.2241,1,0.966666666666667,exp_g2,12,1.405105
33,0.2522809183446088,18,109,l2,FALSE,en,na,0.344097,lshift,1.6086,1,0.966666666666667,exp_g2,12,1.264503
33,0.2522809183446088,19,110,l2,FALSE,en,na,0.973278,rshift,2.3628,1,0.966666666666667,exp_g2,12,1.389522
33,0.2522809183446088,20,151,l1,TRUE,es,f0c,0.7884375,lshift,1.9798,1,0.966666666666667,exp_g2,12,1.1913625
33,0.2522809183446088,21,152,l1,TRUE,es,f0c,0.92128125,rshift,2.3238,1,0.966666666666667,exp_g2,12,1.40251875
33,0.2522809183446088,22,153,l1,TRUE,es,f0c,0.77825,lshift,2.2616,1,0.966666666666667,exp_g2,12,1.48335
33,0.2522809183446088,23,154,l1,TRUE,es,f0c,0.91259375,rshift,3.4741,1,0.966666666666667,exp_g2,12,2.56150625
33,0.2522809183446088,24,155,l1,TRUE,es,f0c,0.8595,lshift,2.1585,1,0.966666666666667,exp_g2,12,1.299
33,0.2522809183446088,25,156,l1,TRUE,es,f0c,0.974875,rshift,2.718,1,0.966666666666667,exp_g2,12,1.743125
33,0.2522809183446088,26,157,l1,TRUE,es,f0c,0.635125,lshift,2.0992,1,0.966666666666667,exp_g2,12,1.464075
33,0.2522809183446088,27,158,l1,TRUE,es,f0c,0.9708125,rshift,2.3009,1,0.966666666666667,exp_g2,12,1.3300875
33,0.2522809183446088,28,159,l1,TRUE,es,f0c,1.1799375,lshift,2.5734,1,0.966666666666667,exp_g2,12,1.3934625
33,0.2522809183446088,29,160,l1,TRUE,es,f0c,1.108625,rshift,2.6138,1,0.966666666666667,exp_g2,12,1.505175
54,-0.047728822389520455,1,21,l2,TRUE,es,na,0.704021,lshift,2.2567,1,0.966666666666667,exp_g2,8,1.552679
54,-0.047728822389520455,2,22,l2,TRUE,es,na,0.863963,rshift,3.3995,1,0.966666666666667,exp_g2,8,2.535537
54,-0.047728822389520455,3,23,l2,TRUE,es,na,0.806296,lshift,2.8016,1,0.966666666666667,exp_g2,8,1.995304
54,-0.047728822389520455,4,24,l2,TRUE,es,na,0.817267,rshift,3.1288,1,0.966666666666667,exp_g2,8,2.311533
54,-0.047728822389520455,5,25,l2,TRUE,es,na,0.909694,lshift,2.4311,1,0.966666666666667,exp_g2,8,1.521406
54,-0.047728822389520455,6,26,l2,TRUE,es,na,0.977641,rshift,2.3851,1,0.966666666666667,exp_g2,8,1.407459
54,-0.047728822389520455,7,27,l2,TRUE,es,na,0.619246,lshift,2.0583,1,0.966666666666667,exp_g2,8,1.439054
54,-0.047728822389520455,8,28,l2,TRUE,es,na,0.937816,rshift,3.0743,1,0.966666666666667,exp_g2,8,2.136484
54,-0.047728822389520455,9,29,l2,TRUE,es,na,1.122001,lshift,2.7913,1,0.966666666666667,exp_g2,8,1.669299
54,-0.047728822389520455,10,30,l2,TRUE,es,na,1.133667,rshift,2.958,1,0.966666666666667,exp_g2,8,1.824333
54,-0.047728822389520455,11,98,l2,FALSE,en,na,0.376142,rshift,2.1352,1,0.966666666666667,exp_g2,8,1.759058
54,-0.047728822389520455,12,99,l2,FALSE,en,na,0.462405,lshift,2.1399,1,0.966666666666667,exp_g2,8,1.677495
54,-0.047728822389520455,13,101,l2,FALSE,en,na,0.924484,lshift,2.3769,1,0.966666666666667,exp_g2,8,1.452416
54,-0.047728822389520455,14,102,l2,FALSE,en,na,1.021105,rshift,2.6344,1,0.966666666666667,exp_g2,8,1.613295
54,-0.047728822389520455,15,103,l2,FALSE,en,na,0.594925,lshift,2.3404,1,0.966666666666667,exp_g2,8,1.745475
54,-0.047728822389520455,16,106,l2,FALSE,en,na,1.203962,rshift,3.18,1,0.966666666666667,exp_g2,8,1.976038
54,-0.047728822389520455,17,107,l2,FALSE,en,na,0.740095,lshift,2.7083,1,0.966666666666667,exp_g2,8,1.968205
54,-0.047728822389520455,18,108,l2,FALSE,en,na,0.818995,rshift,2.8076,1,0.966666666666667,exp_g2,8,1.988605
54,-0.047728822389520455,19,109,l2,FALSE,en,na,0.344097,lshift,1.8405,1,0.966666666666667,exp_g2,8,1.496403
54,-0.047728822389520455,20,110,l2,FALSE,en,na,0.973278,rshift,2.4685,1,0.966666666666667,exp_g2,8,1.495222
54,-0.047728822389520455,21,151,l1,TRUE,es,f0c,0.7884375,lshift,2.3964,1,0.966666666666667,exp_g2,8,1.6079625
54,-0.047728822389520455,22,152,l1,TRUE,es,f0c,0.92128125,rshift,2.6077,1,0.966666666666667,exp_g2,8,1.68641875
54,-0.047728822389520455,23,153,l1,TRUE,es,f0c,0.77825,lshift,2.7087,1,0.966666666666667,exp_g2,8,1.93045
54,-0.047728822389520455,24,155,l1,TRUE,es,f0c,0.8595,lshift,2.3422,1,0.966666666666667,exp_g2,8,1.4827
54,-0.047728822389520455,25,156,l1,TRUE,es,f0c,0.974875,rshift,2.6674,1,0.966666666666667,exp_g2,8,1.692525
54,-0.047728822389520455,26,157,l1,TRUE,es,f0c,0.635125,lshift,2.763,1,0.966666666666667,exp_g2,8,2.127875
54,-0.047728822389520455,27,158,l1,TRUE,es,f0c,0.9708125,rshift,3.2273,1,0.966666666666667,exp_g2,8,2.2564875
54,-0.047728822389520455,28,159,l1,TRUE,es,f0c,1.1799375,lshift,3.6228,1,0.966666666666667,exp_g2,8,2.4428625
54,-0.047728822389520455,29,160,l1,TRUE,es,f0c,1.108625,rshift,3.9841,1,0.966666666666667,exp_g2,8,2.875475
75,-0.7977531742248436,1,21,l2,TRUE,es,na,0.704021,lshift,2.0106,1,0.966666666666667,exp_g2,-2,1.306579
75,-0.7977531742248436,2,22,l2,TRUE,es,na,0.863963,rshift,2.2637,1,0.966666666666667,exp_g2,-2,1.399737
75,-0.7977531742248436,3,23,l2,TRUE,es,na,0.806296,lshift,2.5005,1,0.966666666666667,exp_g2,-2,1.694204
75,-0.7977531742248436,4,24,l2,TRUE,es,na,0.817267,rshift,2.7794,1,0.966666666666667,exp_g2,-2,1.962133
75,-0.7977531742248436,5,25,l2,TRUE,es,na,0.909694,lshift,2.3285,1,0.966666666666667,exp_g2,-2,1.418806
75,-0.7977531742248436,6,26,l2,TRUE,es,na,0.977641,rshift,2.4099,1,0.966666666666667,exp_g2,-2,1.432259
75,-0.7977531742248436,7,27,l2,TRUE,es,na,0.619246,lshift,2.1439,1,0.966666666666667,exp_g2,-2,1.524654
75,-0.7977531742248436,8,28,l2,TRUE,es,na,0.937816,rshift,2.5108,1,0.966666666666667,exp_g2,-2,1.572984
75,-0.7977531742248436,9,30,l2,TRUE,es,na,1.133667,rshift,2.4459,1,0.966666666666667,exp_g2,-2,1.312233
75,-0.7977531742248436,10,98,l2,FALSE,en,na,0.376142,rshift,2.8726,1,0.966666666666667,exp_g2,-2,2.496458
75,-0.7977531742248436,11,99,l2,FALSE,en,na,0.462405,lshift,1.8802,1,0.966666666666667,exp_g2,-2,1.417795
75,-0.7977531742248436,12,101,l2,FALSE,en,na,0.924484,lshift,2.4033,1,0.966666666666667,exp_g2,-2,1.478816
75,-0.7977531742248436,13,102,l2,FALSE,en,na,1.021105,rshift,2.3821,1,0.966666666666667,exp_g2,-2,1.360995
75,-0.7977531742248436,14,103,l2,FALSE,en,na,0.594925,lshift,1.9954,1,0.966666666666667,exp_g2,-2,1.400475
75,-0.7977531742248436,15,106,l2,FALSE,en,na,1.203962,rshift,2.5795,1,0.966666666666667,exp_g2,-2,1.375538
75,-0.7977531742248436,16,107,l2,FALSE,en,na,0.740095,lshift,2.1589,1,0.966666666666667,exp_g2,-2,1.418805
75,-0.7977531742248436,17,108,l2,FALSE,en,na,0.818995,rshift,2.3224,1,0.966666666666667,exp_g2,-2,1.503405
75,-0.7977531742248436,18,109,l2,FALSE,en,na,0.344097,lshift,1.7093,1,0.966666666666667,exp_g2,-2,1.365203
75,-0.7977531742248436,19,110,l2,FALSE,en,na,0.973278,rshift,3.0725,1,0.966666666666667,exp_g2,-2,2.099222
75,-0.7977531742248436,20,151,l1,TRUE,es,f0c,0.7884375,lshift,2.193,1,0.966666666666667,exp_g2,-2,1.4045625
75,-0.7977531742248436,21,152,l1,TRUE,es,f0c,0.92128125,rshift,2.387,1,0.966666666666667,exp_g2,-2,1.46571875
75,-0.7977531742248436,22,153,l1,TRUE,es,f0c,0.77825,lshift,2.4274,1,0.966666666666667,exp_g2,-2,1.64915
75,-0.7977531742248436,23,154,l1,TRUE,es,f0c,0.91259375,rshift,3.2518,1,0.966666666666667,exp_g2,-2,2.33920625
75,-0.7977531742248436,24,155,l1,TRUE,es,f0c,0.8595,lshift,2.3653,1,0.966666666666667,exp_g2,-2,1.5058
75,-0.7977531742248436,25,156,l1,TRUE,es,f0c,0.974875,rshift,2.9424,1,0.966666666666667,exp_g2,-2,1.967525
75,-0.7977531742248436,26,157,l1,TRUE,es,f0c,0.635125,lshift,2.0665,1,0.966666666666667,exp_g2,-2,1.431375
75,-0.7977531742248436,27,158,l1,TRUE,es,f0c,0.9708125,rshift,2.509,1,0.966666666666667,exp_g2,-2,1.5381875
75,-0.7977531742248436,28,159,l1,TRUE,es,f0c,1.1799375,lshift,2.8446,1,0.966666666666667,exp_g2,-2,1.6646625
75,-0.7977531742248436,29,160,l1,TRUE,es,f0c,1.108625,rshift,3.8271,1,0.966666666666667,exp_g2,-2,2.718475
6,-1.8477872667942958,1,21,l2,TRUE,es,na,0.704021,lshift,2.4685,1,0.833333333333333,exp_g2,-16,1.764479
6,-1.8477872667942958,2,22,l2,TRUE,es,na,0.863963,rshift,2.8365,1,0.833333333333333,exp_g2,-16,1.972537
6,-1.8477872667942958,3,24,l2,TRUE,es,na,0.817267,rshift,2.8472,1,0.833333333333333,exp_g2,-16,2.029933
6,-1.8477872667942958,4,26,l2,TRUE,es,na,0.977641,rshift,2.5987,1,0.833333333333333,exp_g2,-16,1.621059
6,-1.8477872667942958,5,27,l2,TRUE,es,na,0.619246,lshift,2.3653,1,0.833333333333333,exp_g2,-16,1.746054
6,-1.8477872667942958,6,28,l2,TRUE,es,na,0.937816,rshift,2.4808,1,0.833333333333333,exp_g2,-16,1.542984
6,-1.8477872667942958,7,30,l2,TRUE,es,na,1.133667,rshift,3.879,1,0.833333333333333,exp_g2,-16,2.745333
6,-1.8477872667942958,8,98,l2,FALSE,en,na,0.376142,rshift,2.2816,1,0.833333333333333,exp_g2,-16,1.905458
6,-1.8477872667942958,9,99,l2,FALSE,en,na,0.462405,lshift,1.968,1,0.833333333333333,exp_g2,-16,1.505595
6,-1.8477872667942958,10,101,l2,FALSE,en,na,0.924484,lshift,2.4701,1,0.833333333333333,exp_g2,-16,1.545616
6,-1.8477872667942958,11,102,l2,FALSE,en,na,1.021105,rshift,2.5881,1,0.833333333333333,exp_g2,-16,1.566995
6,-1.8477872667942958,12,103,l2,FALSE,en,na,0.594925,lshift,2.1179,1,0.833333333333333,exp_g2,-16,1.522975
6,-1.8477872667942958,13,106,l2,FALSE,en,na,1.203962,rshift,2.8203,1,0.833333333333333,exp_g2,-16,1.616338
6,-1.8477872667942958,14,107,l2,FALSE,en,na,0.740095,lshift,2.8047,1,0.833333333333333,exp_g2,-16,2.064605
