...1,num,list,cond,lang,type,mat_dur,exp_num,participant,group,prof,cor_rate,rt_cs,rt_mat
16,148,l2,TRUE,es,f0u,0.739,2,67,exp_g2,-1,0.6,0.693100000023833,1.94440000000592
17,149,l2,TRUE,es,f0u,1.2804375,2,67,exp_g2,-1,0.6,1.01619999998809,1.68696250000597
18,150,l2,TRUE,es,f0u,0.82653125,2,67,exp_g2,-1,0.6,0.457699999988108,1.94846875000009
1,21,l2,TRUE,es,na,0.704021,2,68,exp_g1,1,0.933333333333333,0.741966292029247,1.60644679197641
2,22,l2,TRUE,es,na,0.863963,2,68,exp_g1,1,0.933333333333333,0.808886667015031,1.35554920801566
3,23,l2,TRUE,es,na,0.806296,2,68,exp_g1,1,0.933333333333333,0.678972334018909,1.3966106249961
4,24,l2,TRUE,es,na,0.817267,2,68,exp_g1,1,0.933333333333333,0.705184875056147,1.30737441601231
5,25,l2,TRUE,es,na,0.909694,2,68,exp_g1,1,0.933333333333333,0.632436249987222,1.12076074993996
6,26,l2,TRUE,es,na,0.977641,2,68,exp_g1,1,0.933333333333333,1.07395091699436,1.53985412506649
7,27,l2,TRUE,es,na,0.619246,2,68,exp_g1,1,0.933333333333333,0.378994791069999,1.45367566608386
8,28,l2,TRUE,es,na,0.937816,2,68,exp_g1,1,0.933333333333333,1.23211108299438,1.50614591590931
9,29,l2,TRUE,es,na,1.122001,2,68,exp_g1,1,0.933333333333333,1.42728920793161,1.61644987492373
10,30,l2,TRUE,es,na,1.133667,2,68,exp_g1,1,0.933333333333333,1.21512983296998,1.37625887499786
11,161,l2,TRUE,es,f0c,0.75509375,2,68,exp_g1,1,0.933333333333333,0.639244875055737,1.69786358306557
12,162,l2,TRUE,es,f0c,0.73509375,2,68,exp_g1,1,0.933333333333333,0.84768637502566,1.55020704196207
13,163,l2,TRUE,es,f0c,1.55846875,2,68,exp_g1,1,0.933333333333333,1.26043158303946,1.66941820804775
14,164,l2,TRUE,es,f0c,0.69834375,2,68,exp_g1,1,0.933333333333333,0.691249915980734,1.65568045791797
15,165,l2,TRUE,es,f0c,0.825,2,68,exp_g1,1,0.933333333333333,0.566677583032288,1.35748374899849
16,166,l2,TRUE,es,f0c,1.63628125,2,68,exp_g1,1,0.933333333333333,1.56525004201103,1.37864024999831
17,167,l2,TRUE,es,f0c,1.025125,2,68,exp_g1,1,0.933333333333333,1.01056062499993,1.52649633299746
18,168,l2,TRUE,es,f0c,0.739,2,68,exp_g1,1,0.933333333333333,0.944740959093906,1.76111458306108
19,170,l2,TRUE,es,f0c,0.82653125,2,68,exp_g1,1,0.933333333333333,0.942914332961664,1.50693245805521
1,21,l2,TRUE,es,na,0.704021,2,70,exp_g1,31,0.633333333333333,0.984399999998573,1.48117899999558
2,22,l2,TRUE,es,na,0.863963,2,70,exp_g1,31,0.633333333333333,0.881700000002979,1.8974369999985
3,23,l2,TRUE,es,na,0.806296,2,70,exp_g1,31,0.633333333333333,0.388899999998557,1.74990400000295
4,24,l2,TRUE,es,na,0.817267,2,70,exp_g1,31,0.633333333333333,1.05639999999858,1.41573300000006
5,25,l2,TRUE,es,na,0.909694,2,70,exp_g1,31,0.633333333333333,0.68269999999552,1.42370599999851
6,26,l2,TRUE,es,na,0.977641,2,70,exp_g1,31,0.633333333333333,0.495100000001458,1.33895900000147
7,27,l2,TRUE,es,na,0.619246,2,70,exp_g1,31,0.633333333333333,0.59239999999852,1.44765399999844
8,28,l2,TRUE,es,na,0.937816,2,70,exp_g1,31,0.633333333333333,0.902000000000044,1.44548399999701
9,29,l2,TRUE,es,na,1.122001,2,70,exp_g1,31,0.633333333333333,1.05139999999858,1.46209899999412
10,30,l2,TRUE,es,na,1.133667,2,70,exp_g1,31,0.633333333333333,0.205800000004501,1.97253300000301
11,161,l2,TRUE,es,f0c,0.75509375,2,70,exp_g1,31,0.633333333333333,0.426100000001498,2.04560625000308
12,162,l2,TRUE,es,f0c,0.73509375,2,70,exp_g1,31,0.633333333333333,0.199200000002975,1.75440625000002
13,163,l2,TRUE,es,f0c,1.55846875,2,70,exp_g1,31,0.633333333333333,1.53380000000448,1.658731250003
14,164,l2,TRUE,es,f0c,0.69834375,2,70,exp_g1,31,0.633333333333333,0.704499999999939,1.37455624999853
15,165,l2,TRUE,es,f0c,0.825,2,70,exp_g1,31,0.633333333333333,0.131299999997054,1.37529999999701
16,167,l2,TRUE,es,f0c,1.025125,2,70,exp_g1,31,0.633333333333333,1.51689999999849,1.69177499999853
17,168,l2,TRUE,es,f0c,0.739,2,70,exp_g1,31,0.633333333333333,0.750299999996969,1.44479999999695
18,169,l2,TRUE,es,f0c,1.2804375,2,70,exp_g1,31,0.633333333333333,0.550200000002974,1.90386250000456
19,170,l2,TRUE,es,f0c,0.82653125,2,70,exp_g1,31,0.633333333333333,0.546900000005962,1.18836875000592
1,12,l1,TRUE,es,na,0.823703,2,73,exp_g2,7,0.5,1.28199999999998,1.96529699999999
2,13,l1,TRUE,es,na,1.352093,2,73,exp_g2,7,0.5,0.971000000000003,1.44490700000003
3,15,l1,TRUE,es,na,0.882114,2,73,exp_g2,7,0.5,0.75999999999999,1.386886
4,16,l1,TRUE,es,na,1.694902,2,73,exp_g2,7,0.5,1.85500000000002,1.69809800000003
5,17,l1,TRUE,es,na,1.328805,2,73,exp_g2,7,0.5,0.436000000000035,1.474195
6,18,l1,TRUE,es,na,0.900375,2,73,exp_g2,7,0.5,0.932999999999993,1.61362500000001
7,19,l1,TRUE,es,na,1.44153,2,73,exp_g2,7,0.5,1.31299999999999,1.61246999999997
8,151,l1,TRUE,es,f0c,0.7884375,2,73,exp_g2,7,0.5,0.625,1.4325625
9,152,l1,TRUE,es,f0c,0.92128125,2,73,exp_g2,7,0.5,0.735000000000014,1.52771874999996
10,153,l1,TRUE,es,f0c,0.77825,2,73,exp_g2,7,0.5,0.517999999999972,1.55174999999998
11,154,l1,TRUE,es,f0c,0.91259375,2,73,exp_g2,7,0.5,1.096,1.8434062500000299
12,155,l1,TRUE,es,f0c,0.8595,2,73,exp_g2,7,0.5,0.850999999999999,1.57149999999998
13,156,l1,TRUE,es,f0c,0.974875,2,73,exp_g2,7,0.5,0.870999999999981,1.47612499999997
14,157,l1,TRUE,es,f0c,0.635125,2,73,exp_g2,7,0.5,0.643000000000029,1.71187499999998
15,159,l1,TRUE,es,f0c,1.1799375,2,73,exp_g2,7,0.5,1.00799999999992,1.6510624999999
1,11,l1,TRUE,es,na,0.944375,2,74,exp_g2,3,0.633333333333333,0.879500000000007,1.39102500000596
2,12,l1,TRUE,es,na,0.823703,2,74,exp_g2,3,0.633333333333333,1.08950000000004,1.49979699999997
3,13,l1,TRUE,es,na,1.352093,2,74,exp_g2,3,0.633333333333333,1.11839999999097,1.17340699999997
4,14,l1,TRUE,es,na,0.788685,2,74,exp_g2,3,0.633333333333333,0.350099999993973,1.59991499999397
5,16,l1,TRUE,es,na,1.694902,2,74,exp_g2,3,0.633333333333333,1.66859999999406,1.30839799999707
6,17,l1,TRUE,es,na,1.328805,2,74,exp_g2,3,0.633333333333333,1.04859999999405,1.23729499999409
7,18,l1,TRUE,es,na,0.900375,2,74,exp_g2,3,0.633333333333333,0.930000000000064,1.35542499999707
8,19,l1,TRUE,es,na,1.44153,2,74,exp_g2,3,0.633333333333333,0.998499999999922,1.27587000000591
9,20,l1,TRUE,es,na,0.99676,2,74,exp_g2,3,0.633333333333333,1.13279999999702,1.36853999999703
10,151,l1,TRUE,es,f0c,0.7884375,2,74,exp_g2,3,0.633333333333333,0.634799999997028,1.26356250000002
11,152,l1,TRUE,es,f0c,0.92128125,2,74,exp_g2,3,0.633333333333333,0.882099999994011,1.19561874999106
12,153,l1,TRUE,es,f0c,0.77825,2,74,exp_g2,3,0.633333333333333,0.87029999999703,1.39264999999109
13,154,l1,TRUE,es,f0c,0.91259375,2,74,exp_g2,3,0.633333333333333,1.05129999999701,1.40550624999405
14,155,l1,TRUE,es,f0c,0.8595,2,74,exp_g2,3,0.633333333333333,0.858400000005929,1.4075
15,156,l1,TRUE,es,f0c,0.974875,2,74,exp_g2,3,0.633333333333333,0.832600000008938,1.29162500000001
16,157,l1,TRUE,es,f0c,0.635125,2,74,exp_g2,3,0.633333333333333,0.532199999988052,1.34987499999996
17,158,l1,TRUE,es,f0c,0.9708125,2,74,exp_g2,3,0.633333333333333,1.03259999999409,1.34658749999104
18,159,l1,TRUE,es,f0c,1.1799375,2,74,exp_g2,3,0.633333333333333,1.08309999999403,1.34056249999997
19,160,l1,TRUE,es,f0c,1.108625,2,74,exp_g2,3,0.633333333333333,1.05270000000303,1.31617499999705
1,11,l1,TRUE,es,na,0.944375,2,75,exp_g2,-2,0.666666666666667,0.482800000000282,1.90682500000018
2,12,l1,TRUE,es,na,0.823703,2,75,exp_g2,-2,0.666666666666667,0.47160000000008,2.94969700000038
3,13,l1,TRUE,es,na,1.352093,2,75,exp_g2,-2,0.666666666666667,0.548700000000167,3.23020700000026
4,14,l1,TRUE,es,na,0.788685,2,75,exp_g2,-2,0.666666666666667,0.452899999999886,1.7982149999999
5,15,l1,TRUE,es,na,0.882114,2,75,exp_g2,-2,0.666666666666667,1.41659999999968,2.23498599999965
6,16,l1,TRUE,es,na,1.694902,2,75,exp_g2,-2,0.666666666666667,0.465000000000032,1.97039800000034
7,17,l1,TRUE,es,na,1.328805,2,75,exp_g2,-2,0.666666666666667,0.500199999999722,1.97149499999988
8,18,l1,TRUE,es,na,0.900375,2,75,exp_g2,-2,0.666666666666667,0.424900000000435,3.07462500000002
9,19,l1,TRUE,es,na,1.44153,2,75,exp_g2,-2,0.666666666666667,0.593299999999772,2.01026999999982
10,20,l1,TRUE,es,na,0.99676,2,75,exp_g2,-2,0.666666666666667,0.732300000000237,2.1373400000001
11,141,l2,TRUE,es,f0u,0.75509375,2,75,exp_g2,-2,0.666666666666667,0.548999999999979,3.02930624999989
12,142,l2,TRUE,es,f0u,0.73509375,2,75,exp_g2,-2,0.666666666666667,0.550200000000246,2.23530624999993
13,143,l2,TRUE,es,f0u,1.55846875,2,75,exp_g2,-2,0.666666666666667,1.60089999999991,1.57613124999964
14,144,l2,TRUE,es,f0u,0.69834375,2,75,exp_g2,-2,0.666666666666667,0.955700000000206,1.55215624999999
15,145,l2,TRUE,es,f0u,0.825,2,75,exp_g2,-2,0.666666666666667,0.433999999999969,2.31019999999971
16,146,l2,TRUE,es,f0u,1.63628125,2,75,exp_g2,-2,0.666666666666667,1.54539999999992,1.21491874999972
17,147,l2,TRUE,es,f0u,1.025125,2,75,exp_g2,-2,0.666666666666667,0.43320000000017,2.12417500000027
18,148,l2,TRUE,es,f0u,0.739,2,75,exp_g2,-2,0.666666666666667,0.411399999999958,1.86269999999971
19,149,l2,TRUE,es,f0u,1.2804375,2,75,exp_g2,-2,0.666666666666667,0.516600000000039,2.00526249999968
20,150,l2,TRUE,es,f0u,0.82653125,2,75,exp_g2,-2,0.666666666666667,0.540000000000077,2.11356875000014
1,21,l2,TRUE,es,na,0.704021,2,86,exp_g1,-2,0.633333333333333,0.551800000190724,1.43757900014294
2,22,l2,TRUE,es,na,0.863963,2,86,exp_g1,-2,0.633333333333333,0.803199999809295,1.19243699985704
3,23,l2,TRUE,es,na,0.806296,2,86,exp_g1,-2,0.633333333333333,0.959900000095331,1.41130400014308
4,24,l2,TRUE,es,na,0.817267,2,86,exp_g1,-2,0.633333333333333,0.0839999999999463,2.1345330001907
5,25,l2,TRUE,es,na,0.909694,2,86,exp_g1,-2,0.633333333333333,0.416099999904645,1.10680599999995
6,26,l2,TRUE,es,na,0.977641,2,86,exp_g1,-2,0.633333333333333,0.982100000143021,1.07295900014305
7,27,l2,TRUE,es,na,0.619246,2,86,exp_g1,-2,0.633333333333333,0.554899999856957,1.21825400000003
8,28,l2,TRUE,es,na,0.937816,2,86,exp_g1,-2,0.633333333333333,0.56039999985694,1.34748399995231
9,29,l2,TRUE,es,na,1.122001,2,86,exp_g1,-2,0.633333333333333,1.11620000004768,1.42929899995233
10,30,l2,TRUE,es,na,1.133667,2,86,exp_g1,-2,0.633333333333333,1.01339999985697,1.23173299985695
11,161,l2,TRUE,es,f0c,0.75509375,2,86,exp_g1,-2,0.633333333333333,0.548200000047643,1.27770624995232
12,162,l2,TRUE,es,f0c,0.73509375,2,86,exp_g1,-2,0.633333333333333,0.412099999904626,1.24810625004765
13,163,l2,TRUE,es,f0c,1.55846875,2,86,exp_g1,-2,0.633333333333333,1.24729999995225,1.37583124995226
14,164,l2,TRUE,es,f0c,0.69834375,2,86,exp_g1,-2,0.633333333333333,0.46119999980931,1.18355624985696
15,165,l2,TRUE,es,f0c,0.825,2,86,exp_g1,-2,0.633333333333333,0.399400000095284,1.06040000009539
16,166,l2,TRUE,es,f0c,1.63628125,2,86,exp_g1,-2,0.633333333333333,1.40259999990462,1.11371875
17,167,l2,TRUE,es,f0c,1.025125,2,86,exp_g1,-2,0.633333333333333,0.169599999904676,1.68107499980931
18,168,l2,TRUE,es,f0c,0.739,2,86,exp_g1,-2,0.633333333333333,0.545200000047714,1.12179999995235
19,169,l2,TRUE,es,f0c,1.2804375,2,86,exp_g1,-2,0.633333333333333,0.641200000047661,0.797762500047673
1,11,l1,TRUE,es,na,0.944375,2,91,exp_g2,9,0.633333333333333,0.980899999856945,1.47452499985693
2,12,l1,TRUE,es,na,0.823703,2,91,exp_g2,9,0.633333333333333,0.666200000047695,1.60919700009534
3,13,l1,TRUE,es,na,1.352093,2,91,exp_g2,9,0.633333333333333,1.2495999999046,1.07650699990463
4,14,l1,TRUE,es,na,0.788685,2,91,exp_g2,9,0.633333333333333,0.864500000000021,1.45381500000001
5,15,l1,TRUE,es,na,0.882114,2,91,exp_g2,9,0.633333333333333,0.404300000190688,1.18698600014307
6,16,l1,TRUE,es,na,1.694902,2,91,exp_g2,9,0.633333333333333,1.73579999995229,1.290598
7,17,l1,TRUE,es,na,1.328805,2,91,exp_g2,9,0.633333333333333,1.26020000004769,1.26999500019075
8,18,l1,TRUE,es,na,0.900375,2,91,exp_g2,9,0.633333333333333,0.84050000000002,1.35342499995232
9,20,l1,TRUE,es,na,0.99676,2,91,exp_g2,9,0.633333333333333,0.73359999990464,1.17183999990464
10,151,l1,TRUE,es,f0c,0.7884375,2,91,exp_g2,9,0.633333333333333,0.884399999856953,1.46376250004765
11,152,l1,TRUE,es,f0c,0.92128125,2,91,exp_g2,9,0.633333333333333,0.588799999952301,1.28631875014303
12,153,l1,TRUE,es,f0c,0.77825,2,91,exp_g2,9,0.633333333333333,1.27520000004768,1.94615000009539
13,154,l1,TRUE,es,f0c,0.91259375,2,91,exp_g2,9,0.633333333333333,0.996200000047679,1.60650624990465
14,155,l1,TRUE,es,f0c,0.8595,2,91,exp_g2,9,0.633333333333333,0.317300000190812,1.05730000019073
15,156,l1,TRUE,es,f0c,0.974875,2,91,exp_g2,9,0.633333333333333,1.04129999995229,1.44952500009537
16,157,l1,TRUE,es,f0c,0.635125,2,91,exp_g2,9,0.633333333333333,0.810900000095387,1.54197500014307
17,158,l1,TRUE,es,f0c,0.9708125,2,91,exp_g2,9,0.633333333333333,0.858399999856942,1.3416875
18,159,l1,TRUE,es,f0c,1.1799375,2,91,exp_g2,9,0.633333333333333,1.56569999980928,1.71936249995229
19,160,l1,TRUE,es,f0c,1.108625,2,91,exp_g2,9,0.633333333333333,1.21509999990462,1.69107499980926
