participant,lt_std,...1,num,list,cond,lang,type,mat_dur,exp_num,group,prof,cor_rate,rt_cs,rt_mat
6,-1.8477872667942958,6,142,l2,TRUE,es,f0u,0.73509375,2,exp_g2,-16,0.366666666666667,0.216999999999985,2.44620624995233
6,-1.8477872667942958,7,146,l2,TRUE,es,f0u,1.63628125,2,exp_g2,-16,0.366666666666667,0.932600000023967,1.55371875000017
6,-1.8477872667942958,8,147,l2,TRUE,es,f0u,1.025125,2,exp_g2,-16,0.366666666666667,0.248099999904526,2.15517499995224
6,-1.8477872667942958,9,148,l2,TRUE,es,f0u,0.739,2,exp_g2,-16,0.366666666666667,0.250800000071422,2.69299999999979
6,-1.8477872667942958,10,149,l2,TRUE,es,f0u,1.2804375,2,exp_g2,-16,0.366666666666667,0.397600000023886,1.63296249997615
6,-1.8477872667942958,11,150,l2,TRUE,es,f0u,0.82653125,2,exp_g2,-16,0.366666666666667,0.7982000000477,2.78556875002382
27,0.4022857887116734,1,11,l1,TRUE,es,na,0.944375,2,exp_g2,14,0.666666666666667,1.13520000000301,1.89232500000302
27,0.4022857887116734,2,12,l1,TRUE,es,na,0.823703,2,exp_g2,14,0.666666666666667,0.631900000005999,1.50909699999706
27,0.4022857887116734,3,13,l1,TRUE,es,na,1.352093,2,exp_g2,14,0.666666666666667,1.13359999999409,1.099907
27,0.4022857887116734,4,14,l1,TRUE,es,na,0.788685,2,exp_g2,14,0.666666666666667,0.499900000005937,1.20401500000297
27,0.4022857887116734,5,15,l1,TRUE,es,na,0.882114,2,exp_g2,14,0.666666666666667,0.472099999994043,1.43518599999709
27,0.4022857887116734,6,16,l1,TRUE,es,na,1.694902,2,exp_g2,14,0.666666666666667,1.383799999997,1.22319799999396
27,0.4022857887116734,7,17,l1,TRUE,es,na,1.328805,2,exp_g2,14,0.666666666666667,1.47530000001188,1.37929500000893
27,0.4022857887116734,8,18,l1,TRUE,es,na,0.900375,2,exp_g2,14,0.666666666666667,0.933499999999981,1.4002250000089
27,0.4022857887116734,9,19,l1,TRUE,es,na,1.44153,2,exp_g2,14,0.666666666666667,1.032799999997,1.24217000000289
27,0.4022857887116734,10,20,l1,TRUE,es,na,0.99676,2,exp_g2,14,0.666666666666667,1.20029999999701,1.37103999999703
27,0.4022857887116734,11,141,l2,TRUE,es,f0u,0.75509375,2,exp_g2,14,0.666666666666667,0.483800000011911,1.24580625000603
27,0.4022857887116734,12,142,l2,TRUE,es,f0u,0.73509375,2,exp_g2,14,0.666666666666667,0.733600000009005,1.16600625000902
27,0.4022857887116734,13,143,l2,TRUE,es,f0u,1.55846875,2,exp_g2,14,0.666666666666667,2.06670000000292,1.69243125000591
27,0.4022857887116734,14,144,l2,TRUE,es,f0u,0.69834375,2,exp_g2,14,0.666666666666667,0.732599999994022,1.22015624999999
27,0.4022857887116734,15,145,l2,TRUE,es,f0u,0.825,2,exp_g2,14,0.666666666666667,0.957399999991026,1.74959999999401
27,0.4022857887116734,16,146,l2,TRUE,es,f0u,1.63628125,2,exp_g2,14,0.666666666666667,1.31340000000591,1.06171874999998
27,0.4022857887116734,17,147,l2,TRUE,es,f0u,1.025125,2,exp_g2,14,0.666666666666667,1.11029999999698,1.59447499999402
27,0.4022857887116734,18,148,l2,TRUE,es,f0u,0.739,2,exp_g2,14,0.666666666666667,0.59990000000596,1.37820000000298
27,0.4022857887116734,19,149,l2,TRUE,es,f0u,1.2804375,2,exp_g2,14,0.666666666666667,1.11420000000294,1.15056249999993
27,0.4022857887116734,20,150,l2,TRUE,es,f0u,0.82653125,2,exp_g2,14,0.666666666666667,0.666299999997022,1.425368750006
67,-0.7227507390413113,1,11,l1,TRUE,es,na,0.944375,2,exp_g2,-1,0.6,0.258500000000026,2.61702500000596
67,-0.7227507390413113,2,12,l1,TRUE,es,na,0.823703,2,exp_g2,-1,0.6,0.715300000011894,3.37729700000002
67,-0.7227507390413113,3,13,l1,TRUE,es,na,1.352093,2,exp_g2,-1,0.6,0.935599999993997,1.81580700000594
67,-0.7227507390413113,4,14,l1,TRUE,es,na,0.788685,2,exp_g2,-1,0.6,0.265199999988113,2.49321500000598
67,-0.7227507390413113,5,15,l1,TRUE,es,na,0.882114,2,exp_g2,-1,0.6,1.14759999999404,1.9895859999881
67,-0.7227507390413113,6,16,l1,TRUE,es,na,1.694902,2,exp_g2,-1,0.6,0.189400000005946,2.46169799999406
67,-0.7227507390413113,7,17,l1,TRUE,es,na,1.328805,2,exp_g2,-1,0.6,0.95140000000606,1.67529499999408
67,-0.7227507390413113,8,19,l1,TRUE,es,na,1.44153,2,exp_g2,-1,0.6,0.84619999998813,1.83956999999401
67,-0.7227507390413113,9,20,l1,TRUE,es,na,0.99676,2,exp_g2,-1,0.6,0.918000000000006,1.9570399999821
67,-0.7227507390413113,10,141,l2,TRUE,es,f0u,0.75509375,2,exp_g2,-1,0.6,0.773199999988037,1.79400624999404
67,-0.7227507390413113,11,142,l2,TRUE,es,f0u,0.73509375,2,exp_g2,-1,0.6,0.392800000011903,1.97430625000587
67,-0.7227507390413113,12,143,l2,TRUE,es,f0u,1.55846875,2,exp_g2,-1,0.6,1.52320000001782,1.80563125002377
67,-0.7227507390413113,13,145,l2,TRUE,es,f0u,0.825,2,exp_g2,-1,0.6,1.48709999999403,3.2149000000059
67,-0.7227507390413113,14,146,l2,TRUE,es,f0u,1.63628125,2,exp_g2,-1,0.6,1.2997999999821,1.65141874998804
67,-0.7227507390413113,15,147,l2,TRUE,es,f0u,1.025125,2,exp_g2,-1,0.6,0.302999999999997,1.97597499999404
