"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",11,"l1","t","es","na",0.944375,2,74,"exp_g2",3,0.633333333333333,0.879500000000007,1.39102500000596
"2",12,"l1","t","es","na",0.823703,2,74,"exp_g2",3,0.633333333333333,1.08950000000004,1.49979699999997
"3",13,"l1","t","es","na",1.352093,2,74,"exp_g2",3,0.633333333333333,1.11839999999097,1.17340699999997
"4",14,"l1","t","es","na",0.788685,2,74,"exp_g2",3,0.633333333333333,0.350099999993973,1.59991499999397
"5",16,"l1","t","es","na",1.694902,2,74,"exp_g2",3,0.633333333333333,1.66859999999406,1.30839799999707
"6",17,"l1","t","es","na",1.328805,2,74,"exp_g2",3,0.633333333333333,1.04859999999405,1.23729499999409
"7",18,"l1","t","es","na",0.900375,2,74,"exp_g2",3,0.633333333333333,0.930000000000064,1.35542499999707
"8",19,"l1","t","es","na",1.44153,2,74,"exp_g2",3,0.633333333333333,0.998499999999922,1.27587000000591
"9",20,"l1","t","es","na",0.99676,2,74,"exp_g2",3,0.633333333333333,1.13279999999702,1.36853999999703
"10",151,"l1","t","es","f0c",0.7884375,2,74,"exp_g2",3,0.633333333333333,0.634799999997028,1.26356250000002
"11",152,"l1","t","es","f0c",0.92128125,2,74,"exp_g2",3,0.633333333333333,0.882099999994011,1.19561874999106
"12",153,"l1","t","es","f0c",0.77825,2,74,"exp_g2",3,0.633333333333333,0.87029999999703,1.39264999999109
"13",154,"l1","t","es","f0c",0.91259375,2,74,"exp_g2",3,0.633333333333333,1.05129999999701,1.40550624999405
"14",155,"l1","t","es","f0c",0.8595,2,74,"exp_g2",3,0.633333333333333,0.858400000005929,1.4075
"15",156,"l1","t","es","f0c",0.974875,2,74,"exp_g2",3,0.633333333333333,0.832600000008938,1.29162500000001
"16",157,"l1","t","es","f0c",0.635125,2,74,"exp_g2",3,0.633333333333333,0.532199999988052,1.34987499999996
"17",158,"l1","t","es","f0c",0.9708125,2,74,"exp_g2",3,0.633333333333333,1.03259999999409,1.34658749999104
"18",159,"l1","t","es","f0c",1.1799375,2,74,"exp_g2",3,0.633333333333333,1.08309999999403,1.34056249999997
"19",160,"l1","t","es","f0c",1.108625,2,74,"exp_g2",3,0.633333333333333,1.05270000000303,1.31617499999705
