"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",21,"l2","t","es","na",0.704021,2,65,"exp_g1",2,0.933333333333333,0.898969875066541,1.59708187503339
"2",22,"l2","t","es","na",0.863963,2,65,"exp_g1",2,0.933333333333333,0.81380350003019,1.36822045805071
"3",23,"l2","t","es","na",0.806296,2,65,"exp_g1",2,0.933333333333333,1.06173062499147,1.68901637501651
"4",24,"l2","t","es","na",0.817267,2,65,"exp_g1",2,0.933333333333333,0.700891916989349,1.41271708402782
"5",25,"l2","t","es","na",0.909694,2,65,"exp_g1",2,0.933333333333333,0.962482207920402,1.27212954106102
"6",26,"l2","t","es","na",0.977641,2,65,"exp_g1",2,0.933333333333333,1.21167095797136,1.53755950002728
"7",27,"l2","t","es","na",0.619246,2,65,"exp_g1",2,0.933333333333333,0.617936959024519,1.32541233401773
"8",28,"l2","t","es","na",0.937816,2,65,"exp_g1",2,0.933333333333333,0.790984833962284,1.48950162502808
"9",29,"l2","t","es","na",1.122001,2,65,"exp_g1",2,0.933333333333333,1.29443170805462,1.43130458307469
"10",30,"l2","t","es","na",1.133667,2,65,"exp_g1",2,0.933333333333333,1.24915837508161,1.37215145908891
"11",161,"l2","t","es","f0c",0.75509375,2,65,"exp_g1",2,0.933333333333333,0.696222290978767,1.41213891604822
"12",162,"l2","t","es","f0c",0.73509375,2,65,"exp_g1",2,0.933333333333333,0.736371875042096,1.43593041709531
"13",163,"l2","t","es","f0c",1.55846875,2,65,"exp_g1",2,0.933333333333333,1.06396904191934,1.53614633295499
"14",164,"l2","t","es","f0c",0.69834375,2,65,"exp_g1",2,0.933333333333333,0.667067333008163,1.93666479105223
"15",165,"l2","t","es","f0c",0.825,2,65,"exp_g1",2,0.933333333333333,0.796575874905102,1.2726289579412
"16",166,"l2","t","es","f0c",1.63628125,2,65,"exp_g1",2,0.933333333333333,1.48677012498956,1.41940612501744
"17",167,"l2","t","es","f0c",1.025125,2,65,"exp_g1",2,0.933333333333333,0.955211749998853,1.42875454206672
"18",168,"l2","t","es","f0c",0.739,2,65,"exp_g1",2,0.933333333333333,0.311517999973148,1.450802542096
"19",169,"l2","t","es","f0c",1.2804375,2,65,"exp_g1",2,0.933333333333333,0.844791250070558,1.41506650006119
"20",170,"l2","t","es","f0c",0.82653125,2,65,"exp_g1",2,0.933333333333333,0.776565042091534,1.32212812503055
