"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",11,"l1","t","es","na",0.944375,2,64,"exp_g2",6,0.6,1.09180000007154,2.94452499997616
"2",12,"l1","t","es","na",0.823703,2,64,"exp_g2",6,0.6,0.763300000071581,3.20579699999998
"3",14,"l1","t","es","na",0.788685,2,64,"exp_g2",6,0.6,0.613000000000057,2.1825150000477
"4",15,"l1","t","es","na",0.882114,2,64,"exp_g2",6,0.6,0.765699999928529,1.92708599992852
"5",16,"l1","t","es","na",1.694902,2,64,"exp_g2",6,0.6,1.83150000000001,1.51529799992848
"6",17,"l1","t","es","na",1.328805,2,64,"exp_g2",6,0.6,1.26140000009536,1.4959950000716
"7",18,"l1","t","es","na",0.900375,2,64,"exp_g2",6,0.6,1.24269999992839,1.78632499992846
"8",19,"l1","t","es","na",1.44153,2,64,"exp_g2",6,0.6,1.23839999997614,1.85967000004769
"9",20,"l1","t","es","na",0.99676,2,64,"exp_g2",6,0.6,0.926799999952323,1.96193999992851
"10",141,"l2","t","es","f0u",0.75509375,2,64,"exp_g2",6,0.6,0.780500000000074,1.73160625004768
"11",142,"l2","t","es","f0u",0.73509375,2,64,"exp_g2",6,0.6,0.629500000000007,2.38090624999999
"12",143,"l2","t","es","f0u",1.55846875,2,64,"exp_g2",6,0.6,1.99479999995231,1.7012312499285
"13",144,"l2","t","es","f0u",0.69834375,2,64,"exp_g2",6,0.6,0.470299999952317,1.78225625002386
"14",145,"l2","t","es","f0u",0.825,2,64,"exp_g2",6,0.6,1.09289999997611,1.70239999997613
"15",147,"l2","t","es","f0u",1.025125,2,64,"exp_g2",6,0.6,1.45160000002386,1.69377499997614
"16",148,"l2","t","es","f0u",0.739,2,64,"exp_g2",6,0.6,0.908999999999992,1.43350000000001
"17",149,"l2","t","es","f0u",1.2804375,2,64,"exp_g2",6,0.6,1.41260000002387,1.69936250007152
"18",150,"l2","t","es","f0u",0.82653125,2,64,"exp_g2",6,0.6,0.915899999976148,1.64696875
