"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",11,"l1","t","es","na",0.944375,2,33,"exp_g2",12,0.633333333333333,0.983000000000004,1.57322500000053
"2",12,"l1","t","es","na",0.823703,2,33,"exp_g2",12,0.633333333333333,0.372100000000557,1.33219700000037
"3",13,"l1","t","es","na",1.352093,2,33,"exp_g2",12,0.633333333333333,0.252700000000232,1.28930700000043
"4",14,"l1","t","es","na",0.788685,2,33,"exp_g2",12,0.633333333333333,0.649299999999812,1.33821499999941
"5",15,"l1","t","es","na",0.882114,2,33,"exp_g2",12,0.633333333333333,0.338900000000421,1.3079860000006
"6",16,"l1","t","es","na",1.694902,2,33,"exp_g2",12,0.633333333333333,1.39939999999945,1.23939799999984
"7",18,"l1","t","es","na",0.900375,2,33,"exp_g2",12,0.633333333333333,0.643500000000017,1.38412499999998
"8",19,"l1","t","es","na",1.44153,2,33,"exp_g2",12,0.633333333333333,1.2492000000002,1.24537000000038
"9",20,"l1","t","es","na",0.99676,2,33,"exp_g2",12,0.633333333333333,0.832299999999805,1.38573999999994
"10",141,"l2","t","es","f0u",0.75509375,2,33,"exp_g2",12,0.633333333333333,0.598999999999933,1.24980625000036
"11",142,"l2","t","es","f0u",0.73509375,2,33,"exp_g2",12,0.633333333333333,0.634400000000369,1.33120624999979
"12",143,"l2","t","es","f0u",1.55846875,2,33,"exp_g2",12,0.633333333333333,0.617999999999995,1.49203125
"13",144,"l2","t","es","f0u",0.69834375,2,33,"exp_g2",12,0.633333333333333,0.482400000000382,1.43605625000037
"14",145,"l2","t","es","f0u",0.825,2,33,"exp_g2",12,0.633333333333333,0.434199999999237,1.26069999999924
"15",146,"l2","t","es","f0u",1.63628125,2,33,"exp_g2",12,0.633333333333333,1.3167000000002,1.21531875000053
"16",147,"l2","t","es","f0u",1.025125,2,33,"exp_g2",12,0.633333333333333,0.792099999999664,1.20947499999966
"17",148,"l2","t","es","f0u",0.739,2,33,"exp_g2",12,0.633333333333333,0.665799999999876,1.34379999999979
"18",149,"l2","t","es","f0u",1.2804375,2,33,"exp_g2",12,0.633333333333333,0.733399999999392,1.23746249999949
"19",150,"l2","t","es","f0u",0.82653125,2,33,"exp_g2",12,0.633333333333333,0.819400000000371,1.27466875000018
