"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",21,"l2","t","es","na",0.704021,2,21,"exp_g1",50,0.633333333333333,0.454799999952342,1.29797900000001
"2",22,"l2","t","es","na",0.863963,2,21,"exp_g1",50,0.633333333333333,0.711799999952291,1.30593699997617
"3",23,"l2","t","es","na",0.806296,2,21,"exp_g1",50,0.633333333333333,0.823499999999967,1.33790399998807
"4",24,"l2","t","es","na",0.817267,2,21,"exp_g1",50,0.633333333333333,0.850500000000011,1.38933299996423
"5",25,"l2","t","es","na",0.909694,2,21,"exp_g1",50,0.633333333333333,0.862600000023804,1.24270600003575
"6",26,"l2","t","es","na",0.977641,2,21,"exp_g1",50,0.633333333333333,0.850300000011941,1.27315900001191
"7",27,"l2","t","es","na",0.619246,2,21,"exp_g1",50,0.633333333333333,0.631900000035785,1.38115400003577
"8",28,"l2","t","es","na",0.937816,2,21,"exp_g1",50,0.633333333333333,0.88459999996428,1.34678399996426
"9",29,"l2","t","es","na",1.122001,2,21,"exp_g1",50,0.633333333333333,1.18580000001191,1.33039900003577
"10",30,"l2","t","es","na",1.133667,2,21,"exp_g1",50,0.633333333333333,0.984800000012001,1.18503300004767
"11",161,"l2","t","es","f0c",0.75509375,2,21,"exp_g1",50,0.633333333333333,0.624600000023747,1.2903062499761
"12",162,"l2","t","es","f0c",0.73509375,2,21,"exp_g1",50,0.633333333333333,0.627199999988079,1.36760624998809
"13",163,"l2","t","es","f0c",1.55846875,2,21,"exp_g1",50,0.633333333333333,1.54740000003574,1.47403124999997
"14",164,"l2","t","es","f0c",0.69834375,2,21,"exp_g1",50,0.633333333333333,0.515300000011962,1.37085625004766
"15",165,"l2","t","es","f0c",0.825,2,21,"exp_g1",50,0.633333333333333,0.797599999964234,1.30989999997614
"16",166,"l2","t","es","f0c",1.63628125,2,21,"exp_g1",50,0.633333333333333,1.66810000002386,1.31541875004771
"17",167,"l2","t","es","f0c",1.025125,2,21,"exp_g1",50,0.633333333333333,0.877300000011928,1.27477499997616
"18",168,"l2","t","es","f0c",0.739,2,21,"exp_g1",50,0.633333333333333,0.584500000000048,1.35279999995234
"19",170,"l2","t","es","f0c",0.82653125,2,21,"exp_g1",50,0.633333333333333,0.740499999999998,1.23266875004767
