"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",21,"l2","t","es","na",0.704021,2,70,"exp_g1",31,0.633333333333333,0.984399999998573,1.48117899999558
"2",22,"l2","t","es","na",0.863963,2,70,"exp_g1",31,0.633333333333333,0.881700000002979,1.8974369999985
"3",23,"l2","t","es","na",0.806296,2,70,"exp_g1",31,0.633333333333333,0.388899999998557,1.74990400000295
"4",24,"l2","t","es","na",0.817267,2,70,"exp_g1",31,0.633333333333333,1.05639999999858,1.41573300000006
"5",25,"l2","t","es","na",0.909694,2,70,"exp_g1",31,0.633333333333333,0.68269999999552,1.42370599999851
"6",26,"l2","t","es","na",0.977641,2,70,"exp_g1",31,0.633333333333333,0.495100000001458,1.33895900000147
"7",27,"l2","t","es","na",0.619246,2,70,"exp_g1",31,0.633333333333333,0.59239999999852,1.44765399999844
"8",28,"l2","t","es","na",0.937816,2,70,"exp_g1",31,0.633333333333333,0.902000000000044,1.44548399999701
"9",29,"l2","t","es","na",1.122001,2,70,"exp_g1",31,0.633333333333333,1.05139999999858,1.46209899999412
"10",30,"l2","t","es","na",1.133667,2,70,"exp_g1",31,0.633333333333333,0.205800000004501,1.97253300000301
"11",161,"l2","t","es","f0c",0.75509375,2,70,"exp_g1",31,0.633333333333333,0.426100000001498,2.04560625000308
"12",162,"l2","t","es","f0c",0.73509375,2,70,"exp_g1",31,0.633333333333333,0.199200000002975,1.75440625000002
"13",163,"l2","t","es","f0c",1.55846875,2,70,"exp_g1",31,0.633333333333333,1.53380000000448,1.658731250003
"14",164,"l2","t","es","f0c",0.69834375,2,70,"exp_g1",31,0.633333333333333,0.704499999999939,1.37455624999853
"15",165,"l2","t","es","f0c",0.825,2,70,"exp_g1",31,0.633333333333333,0.131299999997054,1.37529999999701
"16",167,"l2","t","es","f0c",1.025125,2,70,"exp_g1",31,0.633333333333333,1.51689999999849,1.69177499999853
"17",168,"l2","t","es","f0c",0.739,2,70,"exp_g1",31,0.633333333333333,0.750299999996969,1.44479999999695
"18",169,"l2","t","es","f0c",1.2804375,2,70,"exp_g1",31,0.633333333333333,0.550200000002974,1.90386250000456
"19",170,"l2","t","es","f0c",0.82653125,2,70,"exp_g1",31,0.633333333333333,0.546900000005962,1.18836875000592
