"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",11,"l1","t","es","na",0.944375,2,67,"exp_g2",-1,0.6,0.258500000000026,2.61702500000596
"2",12,"l1","t","es","na",0.823703,2,67,"exp_g2",-1,0.6,0.715300000011894,3.37729700000002
"3",13,"l1","t","es","na",1.352093,2,67,"exp_g2",-1,0.6,0.935599999993997,1.81580700000594
"4",14,"l1","t","es","na",0.788685,2,67,"exp_g2",-1,0.6,0.265199999988113,2.49321500000598
"5",15,"l1","t","es","na",0.882114,2,67,"exp_g2",-1,0.6,1.14759999999404,1.9895859999881
"6",16,"l1","t","es","na",1.694902,2,67,"exp_g2",-1,0.6,0.189400000005946,2.46169799999406
"7",17,"l1","t","es","na",1.328805,2,67,"exp_g2",-1,0.6,0.95140000000606,1.67529499999408
"8",19,"l1","t","es","na",1.44153,2,67,"exp_g2",-1,0.6,0.84619999998813,1.83956999999401
"9",20,"l1","t","es","na",0.99676,2,67,"exp_g2",-1,0.6,0.918000000000006,1.9570399999821
"10",141,"l2","t","es","f0u",0.75509375,2,67,"exp_g2",-1,0.6,0.773199999988037,1.79400624999404
"11",142,"l2","t","es","f0u",0.73509375,2,67,"exp_g2",-1,0.6,0.392800000011903,1.97430625000587
"12",143,"l2","t","es","f0u",1.55846875,2,67,"exp_g2",-1,0.6,1.52320000001782,1.80563125002377
"13",145,"l2","t","es","f0u",0.825,2,67,"exp_g2",-1,0.6,1.48709999999403,3.2149000000059
"14",146,"l2","t","es","f0u",1.63628125,2,67,"exp_g2",-1,0.6,1.2997999999821,1.65141874998804
"15",147,"l2","t","es","f0u",1.025125,2,67,"exp_g2",-1,0.6,0.302999999999997,1.97597499999404
"16",148,"l2","t","es","f0u",0.739,2,67,"exp_g2",-1,0.6,0.693100000023833,1.94440000000592
"17",149,"l2","t","es","f0u",1.2804375,2,67,"exp_g2",-1,0.6,1.01619999998809,1.68696250000597
"18",150,"l2","t","es","f0u",0.82653125,2,67,"exp_g2",-1,0.6,0.457699999988108,1.94846875000009
