"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",21,"l2","t","es","na",0.704021,2,52,"exp_g1",11,0.9,0.565290083002765,1.61926820799773
"2",22,"l2","t","es","na",0.863963,2,52,"exp_g1",11,0.9,0.378347249992657,1.50180400001024
"3",23,"l2","t","es","na",0.806296,2,52,"exp_g1",11,0.9,0.833873791969381,1.77847258295035
"4",24,"l2","t","es","na",0.817267,2,52,"exp_g1",11,0.9,0.212271124997642,1.81743637499166
"5",25,"l2","t","es","na",0.909694,2,52,"exp_g1",11,0.9,0.593173624947667,1.30557958394815
"6",26,"l2","t","es","na",0.977641,2,52,"exp_g1",11,0.9,0.534856999991462,1.48200279195357
"7",27,"l2","t","es","na",0.619246,2,52,"exp_g1",11,0.9,0.407446124998387,1.66630887492122
"8",28,"l2","t","es","na",0.937816,2,52,"exp_g1",11,0.9,0.795620332995895,1.43399295794882
"9",29,"l2","t","es","na",1.122001,2,52,"exp_g1",11,0.9,1.26182887499453,1.67547187498321
"10",30,"l2","t","es","na",1.133667,2,52,"exp_g1",11,0.9,0.952420874964446,1.36612470795996
"11",161,"l2","t","es","f0c",0.75509375,2,52,"exp_g1",11,0.9,0.560856541967951,1.67870158296684
"12",162,"l2","t","es","f0c",0.73509375,2,52,"exp_g1",11,0.9,0.504901708045509,1.62598487502104
"13",163,"l2","t","es","f0c",1.55846875,2,52,"exp_g1",11,0.9,1.18122116703307,1.66038079196867
"14",164,"l2","t","es","f0c",0.69834375,2,52,"exp_g1",11,0.9,0.477392082975712,1.62954966598982
"15",165,"l2","t","es","f0c",0.825,2,52,"exp_g1",11,0.9,0.618417165998835,1.51885266597383
"16",167,"l2","t","es","f0c",1.025125,2,52,"exp_g1",11,0.9,0.853765874984674,1.55602516698139
"17",169,"l2","t","es","f0c",1.2804375,2,52,"exp_g1",11,0.9,1.21356350003043,1.59338674995303
"18",170,"l2","t","es","f0c",0.82653125,2,52,"exp_g1",11,0.9,0.865260708960705,1.56187212493457
