"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",11,"l1","t","es","na",0.944375,2,91,"exp_g2",9,0.633333333333333,0.980899999856945,1.47452499985693
"2",12,"l1","t","es","na",0.823703,2,91,"exp_g2",9,0.633333333333333,0.666200000047695,1.60919700009534
"3",13,"l1","t","es","na",1.352093,2,91,"exp_g2",9,0.633333333333333,1.2495999999046,1.07650699990463
"4",14,"l1","t","es","na",0.788685,2,91,"exp_g2",9,0.633333333333333,0.864500000000021,1.45381500000001
"5",15,"l1","t","es","na",0.882114,2,91,"exp_g2",9,0.633333333333333,0.404300000190688,1.18698600014307
"6",16,"l1","t","es","na",1.694902,2,91,"exp_g2",9,0.633333333333333,1.73579999995229,1.290598
"7",17,"l1","t","es","na",1.328805,2,91,"exp_g2",9,0.633333333333333,1.26020000004769,1.26999500019075
"8",18,"l1","t","es","na",0.900375,2,91,"exp_g2",9,0.633333333333333,0.84050000000002,1.35342499995232
"9",20,"l1","t","es","na",0.99676,2,91,"exp_g2",9,0.633333333333333,0.73359999990464,1.17183999990464
"10",151,"l1","t","es","f0c",0.7884375,2,91,"exp_g2",9,0.633333333333333,0.884399999856953,1.46376250004765
"11",152,"l1","t","es","f0c",0.92128125,2,91,"exp_g2",9,0.633333333333333,0.588799999952301,1.28631875014303
"12",153,"l1","t","es","f0c",0.77825,2,91,"exp_g2",9,0.633333333333333,1.27520000004768,1.94615000009539
"13",154,"l1","t","es","f0c",0.91259375,2,91,"exp_g2",9,0.633333333333333,0.996200000047679,1.60650624990465
"14",155,"l1","t","es","f0c",0.8595,2,91,"exp_g2",9,0.633333333333333,0.317300000190812,1.05730000019073
"15",156,"l1","t","es","f0c",0.974875,2,91,"exp_g2",9,0.633333333333333,1.04129999995229,1.44952500009537
"16",157,"l1","t","es","f0c",0.635125,2,91,"exp_g2",9,0.633333333333333,0.810900000095387,1.54197500014307
"17",158,"l1","t","es","f0c",0.9708125,2,91,"exp_g2",9,0.633333333333333,0.858399999856942,1.3416875
"18",159,"l1","t","es","f0c",1.1799375,2,91,"exp_g2",9,0.633333333333333,1.56569999980928,1.71936249995229
"19",160,"l1","t","es","f0c",1.108625,2,91,"exp_g2",9,0.633333333333333,1.21509999990462,1.69107499980926
