"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",12,"l1","t","es","na",0.823703,2,73,"exp_g2",7,0.5,1.28199999999998,1.96529699999999
"2",13,"l1","t","es","na",1.352093,2,73,"exp_g2",7,0.5,0.971000000000003,1.44490700000003
"3",15,"l1","t","es","na",0.882114,2,73,"exp_g2",7,0.5,0.75999999999999,1.386886
"4",16,"l1","t","es","na",1.694902,2,73,"exp_g2",7,0.5,1.85500000000002,1.69809800000003
"5",17,"l1","t","es","na",1.328805,2,73,"exp_g2",7,0.5,0.436000000000035,1.474195
"6",18,"l1","t","es","na",0.900375,2,73,"exp_g2",7,0.5,0.932999999999993,1.61362500000001
"7",19,"l1","t","es","na",1.44153,2,73,"exp_g2",7,0.5,1.31299999999999,1.61246999999997
"8",151,"l1","t","es","f0c",0.7884375,2,73,"exp_g2",7,0.5,0.625,1.4325625
"9",152,"l1","t","es","f0c",0.92128125,2,73,"exp_g2",7,0.5,0.735000000000014,1.52771874999996
"10",153,"l1","t","es","f0c",0.77825,2,73,"exp_g2",7,0.5,0.517999999999972,1.55174999999998
"11",154,"l1","t","es","f0c",0.91259375,2,73,"exp_g2",7,0.5,1.096,1.84340625000003
"12",155,"l1","t","es","f0c",0.8595,2,73,"exp_g2",7,0.5,0.850999999999999,1.57149999999998
"13",156,"l1","t","es","f0c",0.974875,2,73,"exp_g2",7,0.5,0.870999999999981,1.47612499999997
"14",157,"l1","t","es","f0c",0.635125,2,73,"exp_g2",7,0.5,0.643000000000029,1.71187499999998
"15",159,"l1","t","es","f0c",1.1799375,2,73,"exp_g2",7,0.5,1.00799999999992,1.6510624999999
