"","num","list","cond","lang","type","mat_dur","exp_num","participant","group","prof","cor_rate","rt_cs","rt_mat"
"1",11,"l1","t","es","na",0.944375,2,75,"exp_g2",-2,0.666666666666667,0.482800000000282,1.90682500000018
"2",12,"l1","t","es","na",0.823703,2,75,"exp_g2",-2,0.666666666666667,0.47160000000008,2.94969700000038
"3",13,"l1","t","es","na",1.352093,2,75,"exp_g2",-2,0.666666666666667,0.548700000000167,3.23020700000026
"4",14,"l1","t","es","na",0.788685,2,75,"exp_g2",-2,0.666666666666667,0.452899999999886,1.7982149999999
"5",15,"l1","t","es","na",0.882114,2,75,"exp_g2",-2,0.666666666666667,1.41659999999968,2.23498599999965
"6",16,"l1","t","es","na",1.694902,2,75,"exp_g2",-2,0.666666666666667,0.465000000000032,1.97039800000034
"7",17,"l1","t","es","na",1.328805,2,75,"exp_g2",-2,0.666666666666667,0.500199999999722,1.97149499999988
"8",18,"l1","t","es","na",0.900375,2,75,"exp_g2",-2,0.666666666666667,0.424900000000435,3.07462500000002
"9",19,"l1","t","es","na",1.44153,2,75,"exp_g2",-2,0.666666666666667,0.593299999999772,2.01026999999982
"10",20,"l1","t","es","na",0.99676,2,75,"exp_g2",-2,0.666666666666667,0.732300000000237,2.1373400000001
"11",141,"l2","t","es","f0u",0.75509375,2,75,"exp_g2",-2,0.666666666666667,0.548999999999979,3.02930624999989
"12",142,"l2","t","es","f0u",0.73509375,2,75,"exp_g2",-2,0.666666666666667,0.550200000000246,2.23530624999993
"13",143,"l2","t","es","f0u",1.55846875,2,75,"exp_g2",-2,0.666666666666667,1.60089999999991,1.57613124999964
"14",144,"l2","t","es","f0u",0.69834375,2,75,"exp_g2",-2,0.666666666666667,0.955700000000206,1.55215624999999
"15",145,"l2","t","es","f0u",0.825,2,75,"exp_g2",-2,0.666666666666667,0.433999999999969,2.31019999999971
"16",146,"l2","t","es","f0u",1.63628125,2,75,"exp_g2",-2,0.666666666666667,1.54539999999992,1.21491874999972
"17",147,"l2","t","es","f0u",1.025125,2,75,"exp_g2",-2,0.666666666666667,0.43320000000017,2.12417500000027
"18",148,"l2","t","es","f0u",0.739,2,75,"exp_g2",-2,0.666666666666667,0.411399999999958,1.86269999999971
"19",149,"l2","t","es","f0u",1.2804375,2,75,"exp_g2",-2,0.666666666666667,0.516600000000039,2.00526249999968
"20",150,"l2","t","es","f0u",0.82653125,2,75,"exp_g2",-2,0.666666666666667,0.540000000000077,2.11356875000014
