num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_key.started,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_sound.started,exp2_trial_key.started,exp2_trial_sound.started,exp2_trial_key.keys,exp2_trial_key.rt,exp2_key.started,exp2_sound.started,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate
73,l1,f,en,na,../audio/073.wav,,l1_f_en_na_073,,,,,,,../image/socks.png,../image/tshirt.png,tshirt,rshift,1,tshirt,socks,socks,tshirt,None,,,,,,,,,,0,50,50,12,,,,,,,,,,,,,,,,,169.4871907,rshift,1,2.4068975,170.4546134,,,,,,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
138,l1,t,es,f0u,../audio/138.wav,,l1_t_es_f0u_138,,,,,,,../image/pants.png,../image/shirt.png,shirt,rshift,1,shirt,pants,pants,shirt,None,,,,,,,,,,0,51,51,52,,,,,,,,,,,,,,,,,171.9385766,rshift,1,2.5029945,172.9047702,,,,,,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
77,l1,f,se,na,../audio/077.wav,,l1_f_se_na_077,,,,,,,../image/mashedpotatoes.png,../image/donut.png,donut,rshift,1,donut,mashedpotatoes,mashedpotatoes,donut,None,,,,,,,,,,0,52,52,16,,,,,,,,,,,,,,,,,174.4937749,rshift,1,2.305369708,175.4490039,,,,,,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
132,l1,t,es,f0u,../audio/132.wav,,l1_t_es_f0u_132,,,,,,,../image/car.png,../image/grandma.png,grandma,rshift,1,grandma,car,car,grandma,None,,,,,,,,,,0,53,53,46,,,,,,,,,,,,,,,,,176.8537625,rshift,1,3.235746624,177.8151536,,,,,,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
65,l1,f,en,na,../audio/065.wav,,l1_f_en_na_065,,,,,,,../image/computer.png,../image/book.png,book,rshift,1,book,computer,computer,book,None,,,,,,,,,,0,54,54,4,,,,,,,,,,,,,,,,,180.1370885,rshift,1,1.938052583,181.0989507,,,,,,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,204.1626763,205.1059205,"['lshift', 'lshift']","[1.90058258298086, 4.5425495830131695]",,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,209.1501263,210.1057677,['lshift'],[2.3000030409893952],,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,214.148858,215.1149204,['rshift'],[2.2229195830295794],,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,219.1486419,220.1054903,['rshift'],[2.5582070410018787],,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,224.1480222,225.1170002,['rshift'],[2.73189433303196],,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,229.1373896,230.1140316,['lshift'],[2.9785509989596903],,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,234.1462862,235.1157676,['rshift'],[2.653897667012643],,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,239.1484978,240.115352,['rshift'],[2.9856937080039643],,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
118,l2,f,se,na,../audio/118.wav,,l2_f_se_na_118,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,22,,,,,,,,,,,,,,253.9317369,254.8713447,"['lshift', 'rshift']","[-0.370568458980415, 2.4290803329786286]",21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
125,l2,f,sp,na,../audio/125.wav,,l2_f_sp_na_125,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,1,1,29,,,,,,,,,,,,,,258.9051147,259.869904,['rshift'],[2.467539208009839],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
101,l2,f,en,na,../audio/101.wav,,l2_f_en_na_101,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,263.9060689,264.8700847,['lshift'],[2.761786375020165],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
27,l2,t,es,na,../audio/027.wav,,l2_t_es_na_027,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,3,3,41,,,,,,,,,,,,,,268.9052947,269.8709342,['rshift'],[2.8630681239883415],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
117,l2,f,se,na,../audio/117.wav,,l2_f_se_na_117,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,4,4,21,,,,,,,,,,,,,,273.9071599,274.8704844,['rshift'],[2.7991250830236822],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
102,l2,f,en,na,../audio/102.wav,,l2_f_en_na_102,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,278.9070813,279.8690952,['lshift'],[2.6921030409866944],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
29,l2,t,es,na,../audio/029.wav,,l2_t_es_na_029,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,6,6,43,,,,,,,,,,,,,,283.9050532,284.8714615,['rshift'],[2.755495874036569],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
116,l2,f,se,na,../audio/116.wav,,l2_f_se_na_116,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,7,7,20,,,,,,,,,,,,,,288.9050873,289.8687918,['rshift'],[3.0018509989604354],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
107,l2,f,en,na,../audio/107.wav,,l2_f_en_na_107,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,8,8,11,,,,,,,,,,,,,,293.9039057,294.871783,['lshift'],[2.3554783330182545],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
109,l2,f,en,na,../audio/109.wav,,l2_f_en_na_109,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,9,9,13,,,,,,,,,,,,,,298.9082712,299.8713456,['lshift'],[2.902211125008762],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
114,l2,f,se,na,../audio/114.wav,,l2_f_se_na_114,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,10,10,18,,,,,,,,,,,,,,303.9033417,304.8690412,['rshift'],[3.4082041670335457],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
119,l2,f,se,na,../audio/119.wav,,l2_f_se_na_119,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,11,11,23,,,,,,,,,,,,,,308.9061897,309.8717355,['lshift'],[3.3608220409951173],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
168,l2,t,es,f0c,../audio/168.wav,,l2_t_es_f0c_168,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,12,12,52,,,,,,,,,,,,,,313.9050658,314.8711533,['rshift'],[2.4168157080421224],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
96,l2,f,en,na,../audio/096.wav,,l2_f_en_na_096,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,318.8925121,319.8686693,['lshift'],[2.2192961660330184],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
98,l2,f,en,na,../audio/098.wav,,l2_f_en_na_098,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,14,14,2,,,,,,,,,,,,,,323.8932024,324.8712617,['lshift'],[2.305972667003516],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
124,l2,f,sp,na,../audio/124.wav,,l2_f_sp_na_124,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,15,15,28,,,,,,,,,,,,,,328.9033043,329.8717536,"['lshift', 'rshift']","[2.2285417919629253, 2.6345513749984093]",21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
103,l2,f,en,na,../audio/103.wav,,l2_f_en_na_103,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,16,16,7,,,,,,,,,,,,,,333.9025816,334.8707862,['lshift'],[2.4132183749461547],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
23,l2,t,es,na,../audio/023.wav,,l2_t_es_na_023,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,17,17,37,,,,,,,,,,,,,,338.9082211,339.8708404,['rshift'],[3.040092499984894],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
123,l2,f,sp,na,../audio/123.wav,,l2_f_sp_na_123,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,18,18,27,,,,,,,,,,,,,,343.9073741,344.8715927,['rshift'],[2.662040708004497],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
169,l2,t,es,f0c,../audio/169.wav,,l2_t_es_f0c_169,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,19,19,53,,,,,,,,,,,,,,348.9020339,349.868883,['rshift'],[2.9477837500162423],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
97,l2,f,en,na,../audio/097.wav,,l2_f_en_na_097,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,20,20,1,,,,,,,,,,,,,,353.9034697,354.870816,['lshift'],[2.489506417012308],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
128,l2,f,sp,na,../audio/128.wav,,l2_f_sp_na_128,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,21,21,32,,,,,,,,,,,,,,358.9026852,359.8704169,['rshift'],[2.549703542026691],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
127,l2,f,sp,na,../audio/127.wav,,l2_f_sp_na_127,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,22,22,31,,,,,,,,,,,,,,363.9063287,364.8707706,['rshift'],[2.3943727079895325],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
164,l2,t,es,f0c,../audio/164.wav,,l2_t_es_f0c_164,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,23,23,48,,,,,,,,,,,,,,368.9072968,369.8708655,['rshift'],[2.3318010419607162],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
25,l2,t,es,na,../audio/025.wav,,l2_t_es_na_025,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,24,24,39,,,,,,,,,,,,,,373.9026307,374.8713171,['rshift'],[2.6650084580178373],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
110,l2,f,en,na,../audio/110.wav,,l2_f_en_na_110,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,25,25,14,,,,,,,,,,,,,,378.902881,379.8681618,['lshift'],[2.7488971239654347],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
111,l2,f,se,na,../audio/111.wav,,l2_f_se_na_111,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,26,26,15,,,,,,,,,,,,,,383.9071284,384.8706203,['rshift'],[3.07007233297918],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
161,l2,t,es,f0c,../audio/161.wav,,l2_t_es_f0c_161,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,27,27,45,,,,,,,,,,,,,,388.9003133,389.8696127,['rshift'],[3.18493995803874],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
126,l2,f,sp,na,../audio/126.wav,,l2_f_sp_na_126,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,28,28,30,,,,,,,,,,,,,,393.905256,394.8707959,['rshift'],[2.8261372490087524],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
100,l2,f,en,na,../audio/100.wav,,l2_f_en_na_100,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,29,29,4,,,,,,,,,,,,,,398.9058005,399.870641,['lshift'],[3.122077666048426],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
106,l2,f,en,na,../audio/106.wav,,l2_f_en_na_106,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,30,30,10,,,,,,,,,,,,,,403.9045094,404.8699468,['lshift'],[2.893615291977767],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
105,l2,f,en,na,../audio/105.wav,,l2_f_en_na_105,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,31,31,9,,,,,,,,,,,,,,408.9034097,409.8686855,['lshift'],[2.99107308301609],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
165,l2,t,es,f0c,../audio/165.wav,,l2_t_es_f0c_165,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,32,32,49,,,,,,,,,,,,,,413.9071507,414.8701416,['rshift'],[2.5803245419519953],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
120,l2,f,se,na,../audio/120.wav,,l2_f_se_na_120,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,33,33,24,,,,,,,,,,,,,,418.9033145,419.871152,['lshift'],[2.866444291023072],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
162,l2,t,es,f0c,../audio/162.wav,,l2_t_es_f0c_162,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,34,34,46,,,,,,,,,,,,,,423.9038984,424.8703453,['rshift'],[2.6667574990424328],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
166,l2,t,es,f0c,../audio/166.wav,,l2_t_es_f0c_166,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,35,35,50,,,,,,,,,,,,,,428.9018627,429.8704219,['rshift'],[3.304525874031242],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
163,l2,t,es,f0c,../audio/163.wav,,l2_t_es_f0c_163,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,36,36,47,,,,,,,,,,,,,,433.9042486,434.8700603,['rshift'],[3.3183547910302877],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
115,l2,f,se,na,../audio/115.wav,,l2_f_se_na_115,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,37,37,19,,,,,,,,,,,,,,438.9030372,439.8683898,['lshift'],[4.3661045000189915],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
28,l2,t,es,na,../audio/028.wav,,l2_t_es_na_028,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,38,38,42,,,,,,,,,,,,,,443.9068885,444.8705184,['rshift'],[2.866417540994007],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
112,l2,f,se,na,../audio/112.wav,,l2_f_se_na_112,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,39,39,16,,,,,,,,,,,,,,448.9049127,449.8707074,['lshift'],[3.382463166024536],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
30,l2,t,es,na,../audio/030.wav,,l2_t_es_na_030,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,40,40,44,,,,,,,,,,,,,,453.9056951,454.8698994,['rshift'],[2.992524624976795],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
122,l2,f,sp,na,../audio/122.wav,,l2_f_sp_na_122,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,41,41,26,,,,,,,,,,,,,,458.9048285,459.8701588,['rshift'],[3.1325569169712253],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
113,l2,f,se,na,../audio/113.wav,,l2_f_se_na_113,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,42,42,17,,,,,,,,,,,,,,463.9040287,464.8700287,['lshift'],[2.6882309580105357],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
99,l2,f,en,na,../audio/099.wav,,l2_f_en_na_099,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,43,43,3,,,,,,,,,,,,,,468.9007184,469.8683441,['lshift'],[2.1534679169999436],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
26,l2,t,es,na,../audio/026.wav,,l2_t_es_na_026,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,44,44,40,,,,,,,,,,,,,,473.9025718,474.8695742,['rshift'],[2.6904930000309832],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
167,l2,t,es,f0c,../audio/167.wav,,l2_t_es_f0c_167,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,45,45,51,,,,,,,,,,,,,,478.9035723,479.8705361,['rshift'],[2.88650525000412],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
121,l2,f,sp,na,../audio/121.wav,,l2_f_sp_na_121,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,46,46,25,,,,,,,,,,,,,,483.9047846,484.8701807,['rshift'],[2.6204154579900205],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
170,l2,t,es,f0c,../audio/170.wav,,l2_t_es_f0c_170,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,47,47,54,,,,,,,,,,,,,,488.9020856,489.8697419,['rshift'],[2.8377124160178937],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
108,l2,f,en,na,../audio/108.wav,,l2_f_en_na_108,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,48,48,12,,,,,,,,,,,,,,493.8903023,494.8699652,['lshift'],[2.574081832950469],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
22,l2,t,es,na,../audio/022.wav,,l2_t_es_na_022,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,49,49,36,,,,,,,,,,,,,,498.8901857,499.8680295,['rshift'],[2.595971417031251],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
129,l2,f,sp,na,../audio/129.wav,,l2_f_sp_na_129,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,50,50,33,,,,,,,,,,,,,,503.9020608,504.8701125,['rshift'],[3.862826833035797],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
104,l2,f,en,na,../audio/104.wav,,l2_f_en_na_104,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,51,51,8,,,,,,,,,,,,,,508.9006552,509.8707858,['lshift'],[2.8692419169819914],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
130,l2,f,sp,na,../audio/130.wav,,l2_f_sp_na_130,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,52,52,34,,,,,,,,,,,,,,513.902342,514.8692372,['rshift'],[2.2775062489672564],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
24,l2,t,es,na,../audio/024.wav,,l2_t_es_na_024,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,53,53,38,,,,,,,,,,,,,,518.9025327,519.8695287,['rshift'],[2.624607208010275],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
21,l2,t,es,na,../audio/021.wav,,l2_t_es_na_021,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,54,54,35,,,,,,,,,,,,,,523.906577,524.8690118,['rshift'],[2.1916062500094995],21,1,2023-04-20_13h33.25.605,exp_g1,2022.2.5,None
