num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_key.started,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_sound.started,exp2_trial_key.started,exp2_trial_sound.started,exp2_trial_key.keys,exp2_trial_key.rt,exp2_key.started,exp2_sound.started,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/kids.png,../image/plates.png,kids,lshift,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,31.262892084021587,32.20579216664579,None,,,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/bag.png,../image/car.png,car,rshift,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,36.24659408401931,37.205951791668,['rshift'],[2.486624417011626],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/dog.png,../image/grandma.png,dog,lshift,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,38.77668879198609,39.73927462567032,['lshift'],[2.4400138330529444],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/shirt.png,../image/bag.png,bag,rshift,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,41.259119166992605,42.22125908366094,['rshift'],[2.853335292020347],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/donut.png,../image/cups.png,donut,lshift,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,44.15910679200897,45.1225309166514,['lshift'],[3.4788872920325957],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/chair.png,../image/sweater.png,sweater,rshift,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,47.681111334008165,48.649632625634936,['rshift'],[3.3790799169801176],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/shirt.png,../image/wallet.png,shirt,lshift,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,51.11163512500934,52.07329566666546,['lshift'],[3.630828958004713],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/key.png,../image/flipflops.png,flipflops,rshift,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,54.79550933401333,55.75594016665515,['rshift'],[3.358276042039506],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/kids.png,../image/plates.png,kids,lshift,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,66.5746410000138,67.51601333363602,['lshift'],[3.7635232920292765],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/bag.png,../image/car.png,car,rshift,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,70.37775066698669,71.34943320864501,['rshift'],[2.4500742920208722],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/dog.png,../image/grandma.png,dog,lshift,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,72.88034912501462,73.83877300064002,['lshift'],[2.3525365000241436],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/shirt.png,../image/bag.png,bag,rshift,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,75.27581466699485,76.23929729167527,['rshift'],[2.8246194579987787],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/donut.png,../image/cups.png,donut,lshift,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,78.15620841697091,79.11593404168185,['lshift'],[3.0513054580660537],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/chair.png,../image/sweater.png,sweater,rshift,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,81.26197237498127,82.21586387564118,['rshift'],[2.849867374985479],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/shirt.png,../image/wallet.png,shirt,lshift,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,84.16257983399555,85.12166820868539,['lshift'],[2.7833239580504596],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/key.png,../image/flipflops.png,flipflops,rshift,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,86.99286395899253,87.94929495867497,['rshift'],[2.3967292080051266],,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
13.0,l1,t,es,na,../audio/013.wav,,l1_t_es_na_013,,,,,,,../image/beer.png,../image/wine.png,beer,lshift,1,beer,wine,beer,wine,None,,,,,,,,,,0,0,0,37,,,,,,,,,,,,,,,,,98.44411783397663,lshift,1,-0.39521370793227106,,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
16.0,l1,t,es,na,../audio/016.wav,,l1_t_es_na_016,,,,,,,../image/flipflops.png,../image/bag.png,bag,rshift,1,bag,flipflops,flipflops,bag,None,,,,,,,,,,0,1,1,40,,,,,,,,,,,,,,,,,98.4690201249905,rshift,1,3.6504782080301084,99.44948308368136,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
82.0,l1,f,se,na,../audio/082.wav,,l1_f_se_na_082,,,,,,,../image/mickeymouse.png,../image/spongebob.png,mickeymouse,lshift,1,mickeymouse,spongebob,mickeymouse,spongebob,None,,,,,,,,,,0,2,2,21,,,,,,,,,,,,,,,,,102.1626619999879,lshift,1,2.64468254102394,103.1230007506713,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
83.0,l1,f,se,na,../audio/083.wav,,l1_f_se_na_083,,,,,,,../image/donut.png,../image/burger.png,burger,rshift,1,burger,donut,donut,burger,None,,,,,,,,,,0,3,3,22,,,,,,,,,,,,,,,,,104.86406941700261,rshift,1,3.045188375050202,105.82017287565783,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
64.0,l1,f,en,na,../audio/064.wav,,l1_f_en_na_064,,,,,,,../image/wallet.png,../image/key.png,wallet,lshift,1,wallet,key,wallet,key,None,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,107.96379020897439,lshift,1,2.3914594579837285,108.92154187563962,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
11.0,l1,t,es,na,../audio/011.wav,,l1_t_es_na_011,,,,,,,../image/armchair.png,../image/bed.png,armchair,lshift,1,armchair,bed,armchair,bed,None,,,,,,,,,,0,5,5,35,,,,,,,,,,,,,,,,,110.40243524999823,None,0,,111.36575220869078,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
70.0,l1,f,en,na,../audio/070.wav,,l1_f_en_na_070,,,,,,,../image/computer.png,../image/bed.png,computer,lshift,1,computer,bed,computer,bed,None,,,,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,115.41128654201748,lshift,1,3.160181624989491,116.36463104165547,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
140.0,l1,t,es,f0u,../audio/140.wav,,l1_t_es_f0u_140,,,,,,,../image/ring.png,../image/bracelet.png,bracelet,rshift,1,bracelet,ring,ring,bracelet,None,,,,,,,,,,0,7,7,54,,,,,,,,,,,,,,,,,118.61781254201196,rshift,1,3.3216755840112455,119.5823602506464,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
85.0,l1,f,se,na,../audio/085.wav,,l1_f_se_na_085,,,,,,,../image/loafers.png,../image/sneakers.png,sneakers,rshift,1,sneakers,loafers,loafers,sneakers,None,,,,,,,,,,0,8,8,24,,,,,,,,,,,,,,,,,121.98969474999467,rshift,1,3.1046725410269573,122.9490524586911,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
134.0,l1,t,es,f0u,../audio/134.wav,,l1_t_es_f0u_134,,,,,,,../image/basket.png,../image/truck.png,truck,rshift,1,truck,basket,basket,truck,None,,,,,,,,,,0,9,9,48,,,,,,,,,,,,,,,,,125.15089425002225,rshift,1,2.951045375026297,126.10551258369038,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
138.0,l1,t,es,f0u,../audio/138.wav,,l1_t_es_f0u_138,,,,,,,../image/pants.png,../image/shirt.png,shirt,rshift,1,shirt,pants,pants,shirt,None,,,,,,,,,,0,10,10,52,,,,,,,,,,,,,,,,,128.15324566699564,rshift,1,3.037374042032752,129.11519512563635,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
87.0,l1,f,sp,na,../audio/087.wav,,l1_f_sp_na_087,,,,,,,../image/desk.png,../image/bed.png,bed,rshift,1,bed,desk,desk,bed,None,,,,,,,,,,0,11,11,26,,,,,,,,,,,,,,,,,131.2448847499909,rshift,1,2.7001672090264037,132.19897687563596,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
61.0,l1,f,en,na,../audio/061.wav,,l1_f_en_na_061,,,,,,,../image/cat.png,../image/dog.png,dog,rshift,1,dog,cat,cat,dog,../image/,,,,,,,,,,0,12,12,0,,,,,,,,,,,,,,,,,133.9923160839826,rshift,1,2.7579464580048807,134.94919687568134,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
73.0,l1,f,en,na,../audio/073.wav,,l1_f_en_na_073,,,,,,,../image/socks.png,../image/tshirt.png,tshirt,rshift,1,tshirt,socks,socks,tshirt,None,,,,,,,,,,0,13,13,12,,,,,,,,,,,,,,,,,136.80117145902477,rshift,1,2.6993902919930406,137.76561770867946,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
86.0,l1,f,sp,na,../audio/086.wav,,l1_f_sp_na_086,,,,,,,../image/plates.png,../image/glasses.png,plates,lshift,1,plates,glasses,plates,glasses,None,,,,,,,,,,0,14,14,25,,,,,,,,,,,,,,,,,139.5464766669902,lshift,1,2.7028321250109,140.51566695864702,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
66.0,l1,f,en,na,../audio/066.wav,,l1_f_en_na_066,,,,,,,../image/bag.png,../image/scarf.png,bag,lshift,1,bag,scarf,bag,scarf,None,,,,,,,,,,0,15,15,5,,,,,,,,,,,,,,,,,142.29495725000743,lshift,1,3.213824000034947,143.25556916668236,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
67.0,l1,f,en,na,../audio/067.wav,,l1_f_en_na_067,,,,,,,../image/beer.png,../image/glasses.png,glasses,rshift,1,glasses,beer,beer,glasses,None,,,,,,,,,,0,16,16,6,,,,,,,,,,,,,,,,,145.55718733399408,rshift,1,2.8376377500244416,146.52184350067208,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
12.0,l1,t,es,na,../audio/012.wav,,l1_t_es_na_012,,,,,,,../image/newspaper.png,../image/book.png,book,rshift,1,book,newspaper,newspaper,book,None,,,,,,,,,,0,17,17,36,,,,,,,,,,,,,,,,,148.44744029198773,rshift,1,3.2805059170350432,149.40593579167424,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
88.0,l1,f,sp,na,../audio/088.wav,,l1_f_sp_na_088,,,,,,,../image/book.png,../image/cellphone.png,book,lshift,1,book,cellphone,book,cellphone,None,,,,,,,,,,0,18,18,27,,,,,,,,,,,,,,,,,151.76486616698094,lshift,1,2.313527874997817,152.73251633363932,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
79.0,l1,f,se,na,../audio/079.wav,,l1_f_se_na_079,,,,,,,../image/sweatpants.png,../image/jeans.png,jeans,rshift,1,jeans,sweatpants,sweatpants,jeans,None,,,,,,,,,,0,19,19,18,,,,,,,,,,,,,,,,,154.124997292005,rshift,1,2.4862788340542465,155.08939837565802,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
91.0,l1,f,sp,na,../audio/091.wav,,l1_f_sp_na_091,,,,,,,../image/backpack.png,../image/bracelet.png,bracelet,rshift,1,bracelet,backpack,backpack,bracelet,None,,,,,,,,,,0,20,20,30,,,,,,,,,,,,,,,,,156.65954933397006,rshift,1,2.282387542014476,157.61578341666998,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
139.0,l1,t,es,f0u,../audio/139.wav,,l1_t_es_f0u_139,,,,,,,../image/restaurant.png,../image/hotel.png,restaurant,lshift,1,restaurant,hotel,restaurant,hotel,None,,,,,,,,,,0,21,21,53,,,,,,,,,,,,,,,,,158.99651566700777,lshift,1,3.3825583750149235,159.9529883756807,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
89.0,l1,f,sp,na,../audio/089.wav,,l1_f_sp_na_089,,,,,,,../image/bed.png,../image/wallet.png,wallet,rshift,1,wallet,bed,bed,wallet,None,,,,,,,,,,0,22,22,28,,,,,,,,,,,,,,,,,162.43588316696696,rshift,1,3.0638935409951955,163.3875938336753,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
19.0,l1,t,es,na,../audio/019.wav,,l1_t_es_na_019,,,,,,,../image/boy.png,../image/dog.png,boy,lshift,1,boy,dog,boy,dog,None,,,,,,,,,,0,23,23,43,,,,,,,,,,,,,,,,,165.5472597500193,lshift,1,3.690241333039012,166.51553091669146,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
137.0,l1,t,es,f0u,../audio/137.wav,,l1_t_es_f0u_137,,,,,,,../image/jacket.png,../image/shirt.png,jacket,lshift,1,jacket,shirt,jacket,shirt,None,,,,,,,,,,0,24,24,51,,,,,,,,,,,,,,,,,169.28258624998853,lshift,1,3.634032334026415,170.24828987569006,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
80.0,l1,f,se,na,../audio/080.wav,,l1_f_se_na_080,,,,,,,../image/mouse.png,../image/rat.png,mouse,lshift,1,mouse,rat,mouse,rat,None,,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,,172.96900649997406,lshift,1,4.2061460830736905,173.93519850063993,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
72.0,l1,f,en,na,../audio/072.wav,,l1_f_en_na_072,,,,,,,../image/dog.png,../image/fish.png,dog,lshift,1,dog,fish,dog,fish,None,,,,,,,,,,0,26,26,11,,,,,,,,,,,,,,,,,177.22434458398493,lshift,1,3.6360558749875054,178.18873387563897,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
131.0,l1,t,es,f0u,../audio/131.wav,,l1_t_es_f0u_131,,,,,,,../image/cat.png,../image/flower.png,cat,lshift,1,cat,flower,cat,flower,None,,,,,,,,,,0,27,27,45,,,,,,,,,,,,,,,,,180.91063933400437,lshift,1,3.5818799580447376,181.87131529167917,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
14.0,l1,t,es,na,../audio/014.wav,,l1_t_es_na_014,,,,,,,../image/book.png,../image/key.png,key,rshift,1,key,book,book,key,None,,,,,,,,,,0,28,28,38,,,,,,,,,,,,,,,,,184.5399113749736,rshift,1,2.8597395830438472,185.504307083673,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
20.0,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/cellphone.png,../image/backpack.png,backpack,rshift,1,backpack,cellphone,cellphone,backpack,None,,,,,,,,,,0,29,29,44,,,,,,,,,,,,,,,,,187.45343666698318,rshift,1,3.0188740420271643,188.4147413756621,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
94.0,l1,f,sp,na,../audio/094.wav,,l1_f_sp_na_094,,,,,,,../image/beer.png,../image/horchata.png,beer,lshift,1,beer,horchata,beer,horchata,None,,,,,,,,,,0,30,30,33,,,,,,,,,,,,,,,,,190.52603016700596,lshift,1,3.456264334032312,191.4875459166399,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
63.0,l1,f,en,na,../audio/063.wav,,l1_f_en_na_063,,,,,,,../image/woman.png,../image/man.png,man,rshift,1,man,woman,woman,man,None,,,,,,,,,,0,31,31,2,,,,,,,,,,,,,,,,,194.03423041698989,rshift,1,2.6211051660357043,194.9983829166779,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
68.0,l1,f,en,na,../audio/068.wav,,l1_f_en_na_068,,,,,,,../image/socks.png,../image/book.png,socks,lshift,1,socks,book,socks,book,None,,,,,,,,,,0,32,32,7,,,,,,,,,,,,,,,,,196.69869024999207,lshift,1,3.533618333050981,197.66471195867442,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
135.0,l1,t,es,f0u,../audio/135.wav,,l1_t_es_f0u_135,,,,,,,../image/flipflops.png,../image/flower.png,flipflops,lshift,1,flipflops,flower,flipflops,flower,None,,,,,,,,,,0,33,33,49,,,,,,,,,,,,,,,,,200.28406174998963,lshift,1,3.0094734160229564,201.24820891663356,,,,,,,,,KF2,001,2023-04-24_12h55.48.207,exp_g1,2022.2.5,None,
